name,synonyms,category,specific gravity,energy kcal,protein,alcohol,water,"carbohydrates, available",starch,sugars,dietary fibres,"fat, total",cholesterol,"fatty acids, monounsaturated","fatty acids, saturated","fatty acids, polyunsaturated",beta-carotene,vitamin b1,vitamin b2,vitamin b6,vitamin b12,niacin,folate,pantothenic acid,vitamin c,vitamin d,sodium,potassium,chloride,calcium,magnesium,phosphorus,iron,iodide,zinc
succo di pere,,Frutta/Succhi di frutta;Bevande analcoliche/Succhi di frutta e di verdura,1.0,50.0,0.5,0.0,85.7,11.0,0.0,11.0,0.0,0.5,0.0,0.0,0.2,0.2,,2e-05,2e-05,1e-05,0.0,0.00016999999999999999,9e-06,5e-05,0.003,0.0,0.002,0.11,0.002,0.009000000000000001,0.006999999999999999,0.016,0.0003,1e-06,0.0002
pasticcino alle pere,,Dolciumi/Altre pasticcerie dolci,,358.0,5.0,0.3,20.0,56.6,19.6,33.7,7.7,10.4,0.025,2.5,5.8,0.9,7.999999999999999e-05,8e-05,8e-05,0.0001,0.0,0.0012,1.6e-05,0.00022,0.0036000000000000008,2e-07,0.29,0.33,0.46,0.062,0.03,0.079,0.002,2.5e-06,0.0008
blanc battu,Formaggio fresco magro,Latte e prodotti di latte/Formaggio fresco e quark,,43.0,7.6,0.0,58.7,2.9,0.0,2.4,0.0,0.1,0.0,0.0,0.1,0.0,,1e-05,0.00013000000000000002,2.9999999999999997e-05,2.7e-07,0.00022,1.3000000000000001e-05,0.00011,0.0001,0.0,0.023,0.098,0.07,0.077,0.006900000000000001,0.1,0.0,7.000000000000001e-06,0.0004
blanc battu alla frutta light,,Latte e prodotti di latte/Formaggio fresco e quark,,68.0,8.0,0.0,74.8,8.4,2.6,5.4,0.3,0.2,0.0,0.0,0.1,0.0,1e-05,2.9999999999999997e-05,0.00022,5e-05,4.5e-07,0.00029,1.7e-05,0.00031,0.0019,0.0,0.048,0.18,0.11,0.13,0.013999999999999999,0.14,0.0001,1e-05,0.0005
"pasta sfoglia casalinga (al burro), cruda",,"Prodotti a base di cereali, legumi e patate/Paste",,364.0,5.2,0.0,38.3,29.4,28.8,0.3,1.3,24.7,0.065,5.8,14.6,1.4,0.000109,5.9999999999999995e-05,2.9999999999999997e-05,8e-05,0.0,0.0011,6.7e-06,0.00014,0.0,4e-07,0.34,0.061,0.53,0.013,0.011000000000000001,0.053,0.0007,5e-07,0.0005
"pasta sfoglia casalinga (con grasso vegetale), cruda",,"Prodotti a base di cereali, legumi e patate/Paste",,358.0,5.2,0.0,39.3,29.4,28.9,0.1,1.3,24.1,0.0,11.1,6.7,4.4,0.0,5.9999999999999995e-05,2e-05,8e-05,3e-08,0.0012,7.299999999999999e-06,0.00016999999999999999,0.0,1.5e-06,0.36,0.068,0.56,0.012,0.012,0.053,0.0007,9.000000000000001e-07,0.0005
"vol-au-vent, al burro",,"Prodotti a base di cereali, legumi e patate/Altri prodotti a base di cereali",,564.0,5.8,0.0,7.3,43.1,42.1,1.0,2.0,40.5,0.118,11.2,25.0,1.4,,0.00014,0.0,7.000000000000001e-05,0.0,0.0011,7.000000000000001e-06,0.0001,0.0,6e-07,0.47,0.08800000000000001,0.0,0.09,0.015,0.068,0.0015,0.0,0.0
bastoncini di pasta sfoglia ,,Snack salati/Prodotti di pasta sfoglia,,497.0,7.2,0.0,14.5,40.4,39.7,0.3,1.8,33.6,0.045,11.6,14.6,4.0,6.7e-05,5.9999999999999995e-05,2.9999999999999997e-05,0.0001,2e-08,0.0015,4.8e-06,0.00016,0.0,1.3e-06,1.04,0.08900000000000001,1.58,0.017,0.016,0.073,0.001,1.2e-06,0.0007
"verdura a foglia (in media esclusa la lattuga), stufata (senza aggiunta di grassi o sale)",,Verdure/Verdure cotte (incl. conserve),,23.0,1.6,0.0,92.3,2.3,0.2,2.2,2.4,0.3,0.0,0.0,0.0,0.1,0.00123,5e-05,5.9999999999999995e-05,0.00011,0.0,0.0003,3.8e-05,0.00022999999999999998,0.0183,0.0,0.018000000000000002,0.21,0.038,0.048,0.016,0.034,0.0005,2.4e-06,0.0002
"verdura a foglia (in media esclusa la lattuga), brasata (senza aggiunta di grassi o sale)",,Verdure/Verdure cotte (incl. conserve),,25.0,1.7,0.0,91.9,2.5,0.2,2.3,2.6,0.3,0.0,0.0,0.0,0.1,0.0012900000000000001,5.9999999999999995e-05,5.9999999999999995e-05,0.00011999999999999999,0.0,0.00037,4.7e-05,0.00025,0.0211,0.0,0.022000000000000002,0.26,0.042,0.053,0.019,0.038,0.0007,2.7000000000000004e-06,0.0002
"verdura a foglia (in media esclusa la lattuga), cotta (senza aggiunta di grassi o sale)",,Verdure/Verdure cotte (incl. conserve),,24.0,1.6,0.0,92.3,2.4,0.2,2.2,2.5,0.3,0.0,0.0,0.0,0.1,0.00124,4e-05,4e-05,8e-05,0.0,0.00022999999999999998,2.8999999999999997e-05,0.00017999999999999998,0.0116,0.0,0.016,0.12,0.036000000000000004,0.048,0.01,0.032,0.0005,2.3e-06,0.0002
"lattughe (in media), crude",,Verdure/Verdure fresche,,18.0,1.6,0.0,93.9,1.4,0.0,1.4,1.9,0.3,0.0,0.0,0.0,0.1,0.00194,5.9999999999999995e-05,8e-05,8.999999999999999e-05,0.0,0.00037,8.099999999999999e-05,0.0002,0.0166,0.0,0.018000000000000002,0.27,0.036000000000000004,0.053,0.012,0.035,0.001,5.7000000000000005e-06,0.0003
formaggio blu (in media),,Latte e prodotti di latte/Formaggio a pasta dura,,361.0,19.1,0.0,42.5,0.2,0.0,0.0,0.0,31.5,0.094,7.4,18.9,1.4,0.0,2.9999999999999997e-05,0.0003900000000000001,0.0001,8.499999999999998e-07,0.0005099999999999999,4.6e-05,0.0011,0.0,2e-07,1.53,0.13,2.1,0.6,0.024,0.4,0.0004,4e-05,0.0025
"cavolfiore, al vapore (senza aggiunta di sale)",,Verdure/Verdure cotte (incl. conserve),,27.0,2.5,0.0,91.5,2.4,0.3,2.1,2.5,0.3,0.0,0.0,0.0,0.2,2e-06,8e-05,8e-05,0.00017999999999999998,0.0,0.0005099999999999999,5.2000000000000004e-05,0.00063,0.0434,0.0,0.012,0.29,0.019,0.02,0.013999999999999999,0.048,0.0004,6e-07,0.0003
"cavolfiore, crudo",,Verdure/Verdure fresche,,26.0,2.4,0.0,91.9,2.3,0.3,2.0,2.4,0.3,0.0,0.0,0.0,0.2,2e-06,8.999999999999999e-05,8e-05,0.0002,0.0,0.0006,8.3e-05,0.0007,0.055,0.0,0.013999999999999999,0.32,0.019,0.02,0.015,0.048,0.0005,6e-07,0.0003
sanguinaccio,,Prodotti carnei e insaccati/Insaccati cotti,,151.0,10.7,0.0,73.1,2.6,0.0,2.6,0.1,10.8,0.032,4.6,4.5,1.1,1e-05,5.9999999999999995e-05,8.999999999999999e-05,0.00018999999999999998,1.1e-06,0.0003900000000000001,4.9000000000000005e-06,0.00043,0.0007,0.0,0.8,0.14,1.23,0.061,0.013999999999999999,0.065,0.03,6.799999999999998e-06,0.0016
"fagiolo comuno (tutti tipi), seme mature, cotto (senza aggiunta di grassi e sale)",,"Prodotti a base di cereali, legumi e patate/Legumi",,114.0,7.8,0.0,66.4,15.2,13.3,4.5,8.5,0.6,0.0,0.3,0.3,0.3,1e-06,8e-05,2e-05,7.000000000000001e-05,0.0,0.0008300000000000001,7.7e-05,8e-05,0.0006,0.0,0.001,0.42,0.0006,0.046,0.052000000000000005,0.15,0.002,4e-07,0.0011
"fagiolo comune (tutti tipi), seme mature, secco",Fagiolo rosso;Fagiolo bianco;Fagiolo borlotto,"Prodotti a base di cereali, legumi e patate/Legumi",,305.0,20.9,0.0,10.4,40.7,35.6,12.0,22.6,1.5,0.0,0.1,0.3,0.7,2e-06,0.00033999999999999997,8e-05,0.00025,0.0,0.0034,0.00041,0.0003900000000000001,0.0027,0.0,0.0013000000000000002,1.51,,0.13,0.16,0.44,0.0064,1.1e-06,0.0032
"fagiolini verdi, al vapore (senza agigunta di sale)",Fagiolo comune,Verdure/Verdure cotte (incl. conserve),,34.0,2.3,0.0,89.3,4.0,1.5,2.4,3.4,0.2,0.0,0.0,0.1,0.1,0.000313,7.000000000000001e-05,0.0001,0.00013000000000000002,0.0,0.00062,4.6e-05,0.00084,0.0125,0.0,0.0037,0.22,0.013999999999999999,0.057999999999999996,0.027000000000000003,0.04,0.0009000000000000002,3.1e-06,0.0003
"fagiolini verdi, secchi",Fagiolo comune,Verdure/Verdure secche,,252.0,20.2,0.0,6.0,25.7,10.3,9.5,25.3,2.0,0.0,0.1,0.4,1.1,0.00137,0.00045,0.0007099999999999999,0.0013000000000000002,0.0,0.0041,0.00019,0.0022,0.0676,0.0,0.021,2.51,0.14,0.54,0.22,0.4,0.0072000000000000015,2.5e-05,0.0025
"fagiolino verde, crudo",,Verdure/Verdure fresche,,31.0,2.1,0.0,90.3,3.6,1.4,2.2,3.1,0.2,0.0,0.0,0.1,0.1,0.000306,8e-05,0.0001,0.00014,0.0,0.0007,7e-05,0.0009000000000000002,0.016,0.0,0.004,0.24,0.013,0.055999999999999994,0.027999999999999997,0.038,0.001,3e-06,0.0003
ragù alla bolognese,,Diversi/Salse,,96.0,6.3,0.0,80.9,8.3,3.4,2.6,0.6,4.0,0.009000000000000001,2.1,1.4,0.4,2e-05,5.9999999999999995e-05,8e-05,0.0001,3e-07,0.0013000000000000002,6e-06,0.00023999999999999998,0.0039,1e-07,0.22,0.24,0.39,0.013999999999999999,0.013999999999999999,0.047,0.0005,1.5e-06,0.0006
brodo di carne preparato,,Cibi/Brodi e zuppe,1.0,5.0,0.3,0.0,98.0,0.2,0.1,0.0,0.0,0.3,0.0,0.1,0.2,0.0,0.0,0.0,1e-05,1e-05,1e-06,0.0008300000000000001,2.3e-05,0.00014,0.0,0.0,0.42,0.054000000000000006,0.33,0.001,0.01,0.013,0.0002,3e-06,0.0
brodo di pollo preparato,,Cibi/Brodi e zuppe,1.0,5.0,0.3,0.0,98.1,0.3,0.1,0.1,0.0,0.3,0.005,0.1,0.1,0.1,0.0,0.0,1e-05,1e-05,4e-07,0.0012,2.3e-05,0.00017999999999999998,0.0,0.0,0.4,0.01,0.29,0.006,0.011000000000000001,0.005,0.0,2.8e-06,0.0
"brodo di verdura, preparato",,Cibi/Brodi e zuppe,1.0,6.0,0.3,0.0,97.5,0.4,0.2,0.1,0.0,0.4,0.0,0.2,0.1,0.1,,0.00011,1e-05,0.0,0.0,0.0001,1e-06,2.9999999999999997e-05,0.0,0.0,0.36,0.008,0.28,0.001,0.004,0.003,0.0001,3.6000000000000003e-06,0.0
cioccolato al latte ripieno di crema alle nocciole,Branche,Dolciumi/Cioccolato e prodotti a base di cacao,,557.0,7.6,0.0,1.6,48.9,1.0,47.9,3.4,36.0,0.009000000000000001,14.8,16.8,2.3,1e-06,0.00013000000000000002,0.00029,0.00015,3.7e-07,0.00049,2.8000000000000003e-05,0.0007,0.0015,1e-07,0.062,0.41,0.13,0.2,0.08,0.21,0.0015,7.299999999999999e-06,0.0012
acquavite di cereali (p.es. whisky),,Bevande alcoliche/Spiritosi,0.9,252.0,0.0,36.0,63.9,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.0,0.002,0.001,0.005,0.0,0.0,0.0
acquavite di vino (p.es. cognac),,Bevande alcoliche/Spiritosi,0.9,240.0,0.0,33.1,64.9,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.0,0.001,0.0,0.0,0.0,0.0
acquavite di canna da zucchero (p.es. rum),,Bevande alcoliche/Spiritosi,0.9,234.0,0.0,33.4,66.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0.0,0.0,0.005,0.0001,0.0,0.0001
burro per arrostire,,Grassi e oli/Grassi;Latte e prodotti di latte/Panna e burro,0.9,885.0,0.1,0.0,1.1,0.0,0.0,0.0,0.0,98.3,0.28200000000000003,23.1,58.9,4.5,0.000199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-06,0.01,0.005,0.005,0.002,0.0,0.0,0.0,0.0,0.0002
"salsa d'arrosto, legata",,Diversi/Salse,,53.0,1.6,0.0,88.8,4.6,3.7,0.8,0.5,3.0,0.0,1.3,0.7,0.3,0.000273,2e-05,4e-05,2e-05,0.0,0.00058,3e-06,8e-05,0.0017,0.0,0.58,0.095,0.61,0.018000000000000002,0.008,0.04,0.0006,3e-06,0.0008
"salsa d'arrosto, chiara",,Diversi/Salse,,44.0,1.5,0.0,90.6,3.5,2.0,1.5,0.5,2.5,0.0,1.3,0.5,0.3,0.0,2e-05,4e-05,2e-05,0.0,0.00058,3e-06,8e-05,0.0017,0.0,0.9,0.095,0.61,0.018000000000000002,0.008,0.04,0.0006,3e-06,0.0008
bresaola,,Prodotti carnei e insaccati/Insaccati crudi,,166.0,32.4,0.0,58.2,0.4,0.0,0.0,0.0,3.9,0.065,1.9,1.6,0.2,0.0,0.00011999999999999999,0.0006,0.0005300000000000001,0.0,0.0,1.9e-05,0.0,0.0,4e-07,2.73,0.32,0.0,0.035,0.0,0.14,0.0071,0.0,0.0041
"brie, semigrasso",,Latte e prodotti di latte/Formaggio a pasta molle,,200.0,24.0,0.0,59.0,0.0,0.0,0.0,0.0,11.5,0.035,2.7,6.9,0.5,,2e-05,0.00026000000000000003,0.00016,2.1000000000000002e-06,0.0014,7.5e-05,0.00079,0.0,2e-07,0.74,0.14,0.0,0.66,0.026,0.43,0.0002,2.3e-05,0.0028
"formaggio brie, alla panna",,Latte e prodotti di latte/Formaggio a pasta molle,,335.0,16.0,0.0,48.5,0.0,0.0,0.0,0.0,30.0,0.09,7.0,18.0,1.4,0.00015,2e-05,0.00023999999999999998,0.00013000000000000002,1.6999999999999996e-06,0.0011,6.1e-05,0.0006500000000000001,0.0,6e-07,0.56,0.12,0.0,0.5,0.02,0.34,0.0002,2e-05,0.0023
"formaggio brie, grasso",,Latte e prodotti di latte/Formaggio a pasta molle,,300.0,21.8,0.0,51.4,0.0,0.0,0.0,0.0,23.5,0.07100000000000001,5.5,14.1,1.1,0.00013000000000000002,2e-05,0.00025,0.00014,1.8000000000000001e-06,0.0012,6.500000000000001e-05,0.0006900000000000001,0.0,5e-07,0.51,0.084,0.98,0.42,0.019,0.3,0.0001,8.3e-06,0.0025
"broccoli, al vapore (senza aggiunta di sale)",,Verdure/Verdure cotte (incl. conserve),,30.0,2.9,0.0,91.1,2.3,0.1,2.2,2.9,0.4,0.0,0.1,0.1,0.2,0.000476,8e-05,0.00011,0.00016,0.0,0.0007700000000000001,6.3e-05,0.00074,0.0793,0.0,0.011000000000000001,0.3,0.07100000000000001,0.085,0.022000000000000002,0.061,0.0011,1.4000000000000001e-05,0.0004
"broccoli, crudi",,Verdure/Verdure fresche,,31.0,3.0,0.0,90.7,2.4,0.1,2.3,3.0,0.4,0.0,0.1,0.1,0.2,0.0005499999999999999,0.0001,0.00013000000000000002,0.00018999999999999998,0.0,0.001,0.00011,0.0009000000000000002,0.11,0.0,0.013,0.37,0.078,0.09300000000000001,0.025,0.067,0.0014,1.5e-05,0.0005
"mora, cruda",,Frutta/Frutta fresca,,44.0,1.0,0.0,85.0,6.2,0.0,6.2,6.0,0.4,0.0,0.2,0.0,0.2,0.00011,2.9999999999999997e-05,5e-05,5e-05,0.0,0.0005,3.4e-05,0.0002,0.02,0.0,0.003,0.2,0.02,0.03,0.022000000000000002,0.03,0.001,4e-07,0.0001
"torta di mora, cotta nel forno (pasta sfoglia)",,"Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",,135.0,2.8,0.0,73.0,12.9,6.9,5.9,4.3,7.0,0.039,1.8,3.8,0.6,9.1e-05,4e-05,7.000000000000001e-05,5.9999999999999995e-05,3.1e-07,0.0005600000000000001,1.5e-05,0.00025,0.0107,2e-07,0.094,0.15,0.15,0.035,0.018000000000000002,0.051,0.0009000000000000002,2.8e-06,0.0003
"torta di mora, cotta nel forno (pasta per torta)",,"Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",,126.0,3.2,0.0,72.4,15.1,9.1,5.9,4.4,4.9,0.033,1.3,2.6,0.5,8.2e-05,4e-05,7.000000000000001e-05,5.9999999999999995e-05,3.1e-07,0.0006500000000000001,1.5e-05,0.00026000000000000003,0.0107,2e-07,0.1,0.16,0.16,0.036000000000000004,0.019,0.054000000000000006,0.001,2.8e-06,0.0003
"torta di mora, cotta nel forno (pasta frolla dolce)",,"Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",,199.0,3.2,0.0,62.4,19.1,10.7,8.4,4.0,11.3,0.047,2.8,6.4,0.8,8.999999999999999e-05,5e-05,7.000000000000001e-05,7.000000000000001e-05,2.6e-07,0.0007,2.1e-05,0.00022999999999999998,0.0116,3e-07,0.092,0.16,0.14,0.032,0.018000000000000002,0.052000000000000005,0.0009000000000000002,2.3e-06,0.0003
pane (in media),,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,265.0,9.2,0.0,37.9,44.6,42.9,1.3,3.7,4.7,0.015,1.0,2.3,0.7,1.4000000000000001e-05,0.00015,0.0001,0.00016,8e-08,0.0024,2.1e-05,0.00036,0.0001,1e-07,0.62,0.15,0.96,0.03,0.033,0.13,0.0015,2.6e-06,0.0012
salsiccia da cuocere affumicata (in media),,Prodotti carnei e insaccati/Salsicce scottate,,263.0,14.3,0.0,59.5,0.4,0.0,0.4,0.0,22.7,0.051,10.5,8.7,2.0,0.0,0.00021,0.00011999999999999999,0.00011,8.799999999999998e-07,0.0031000000000000003,2e-07,0.00042,0.0354,4e-07,0.87,0.18,1.22,0.0085,0.013,0.18,0.0009000000000000002,1e-07,0.0018000000000000004
salsiccia da cuocere non affumicata (in media),,Prodotti carnei e insaccati/Salsicce scottate,,256.0,13.2,0.0,58.2,0.8,0.0,0.8,0.0,22.2,0.055999999999999994,10.4,8.4,2.2,2.1e-05,0.0002,0.00011999999999999999,0.00015,8.299999999999998e-07,0.0027,1.8000000000000001e-06,0.00045,0.0223,4e-07,1.55,0.14,2.24,0.013,0.012,0.23,0.0007,1e-06,0.0014
"crescione, crudo",,Verdure/Verdure fresche,,17.0,2.2,0.0,93.5,0.3,0.0,0.3,2.6,0.2,0.0,0.0,0.1,0.1,0.00272,0.0001,0.00011999999999999999,0.00013000000000000002,0.0,0.0004,0.00021,0.0002,0.06,0.0,0.042,0.3,0.11,0.16,0.02,0.053,0.0013000000000000002,2e-06,0.0002
brunsli di basilea,,Dolciumi/Biscotti,,493.0,12.7,0.0,9.0,41.5,4.9,38.2,7.9,28.9,0.001,16.5,5.6,6.3,5e-06,0.00016,0.00028000000000000003,8.999999999999999e-05,1e-08,0.0012,2.5e-05,0.00031,0.0,0.0,0.053,0.55,0.08600000000000001,0.14,0.14,0.28,0.0037,2.3e-06,0.0033
"grano saraceno, sgusciato",,"Prodotti a base di cereali, legumi e patate/Altri prodotti a base di cereali",,343.0,9.1,0.0,12.8,71.0,70.6,0.4,3.7,1.7,0.0,0.5,0.3,0.6,1.3000000000000001e-05,0.00037,0.00015,0.00036,0.0,0.0029,5e-05,0.0012,0.0,0.0,0.002,0.39,0.012,0.02,0.14,0.29,0.0035,5e-07,0.0027
farina di grano saraceno,,"Prodotti a base di cereali, legumi e patate/Farine e amidi",,344.0,12.0,0.0,12.0,64.5,64.2,0.3,6.2,2.8,0.0,0.6,0.6,1.2,0.0,0.0005600000000000001,0.00016999999999999999,0.0004,0.0,0.004,5.4000000000000005e-05,0.0013000000000000002,0.0,0.0,0.006,0.6,0.0,0.009000000000000001,0.15,0.32,0.003,2e-07,0.0026000000000000003
zuppa d'orzo grigionese,,Cibi/Brodi e zuppe,1.1,42.0,1.4,0.0,91.0,6.7,5.0,1.2,0.5,0.9,0.0,0.3,0.5,0.2,0.000705,2.9999999999999997e-05,2.9999999999999997e-05,7.000000000000001e-05,0.0,0.00032,9e-06,0.00015,0.0036000000000000008,1e-07,0.34,0.11,0.32,0.028999999999999998,0.011000000000000001,0.034,0.0005,4.2000000000000004e-06,0.0003
"panino bürli"" (farina semibianca)""",,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,216.0,8.6,0.0,45.9,41.6,26.0,0.4,2.9,1.0,0.0,0.2,0.2,0.5,0.0,0.0001,5.9999999999999995e-05,0.0001,0.0,0.0014,2.1e-05,0.00021,0.0,0.0,0.77,0.1,1.17,0.016,0.02,0.094,0.0011,8e-07,0.0009000000000000002
cornetto biancho al burro,Croissant,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,432.0,8.8,0.0,20.9,43.5,39.6,3.3,2.6,24.2,0.075,5.6,14.1,1.5,8.499999999999999e-05,8.999999999999999e-05,0.00011999999999999999,0.00014,1.1e-07,0.0018000000000000004,2.2e-05,0.00031,0.0003,4e-07,0.49,0.14,0.77,0.055999999999999994,0.02,0.11,0.0011,1.8000000000000001e-06,0.0009000000000000002
"cornetto al burro, integrale",Croissant,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,366.0,6.4,0.0,31.5,38.7,37.1,1.2,3.6,19.8,0.061,4.6,11.5,1.3,7.2e-05,8e-05,8e-05,0.00013000000000000002,5e-08,0.0014,2.3e-05,0.00029,0.0,3e-07,0.44,0.15,0.6900000000000001,0.018000000000000002,0.027000000000000003,0.12,0.0015,1.5e-06,0.0012
latticello,,Latte e prodotti di latte/Bevande a base di latte e yogurt,1.0,33.0,3.2,0.0,90.8,4.0,0.0,4.0,0.0,0.5,0.002,0.1,0.3,0.0,9e-06,2.9999999999999997e-05,0.00016,4e-05,2e-07,0.0001,9e-06,0.00035,0.0,0.0,0.06,0.15,0.11,0.11,0.013,0.09,0.0001,7.299999999999999e-06,0.0005
panino al latte,,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,310.0,9.4,0.0,32.4,47.3,43.2,3.4,2.2,8.7,0.023,2.0,4.9,0.8,3.2e-05,0.0001,0.00013000000000000002,0.00014,5e-08,0.002,2.6000000000000002e-05,0.00033999999999999997,0.0002,1e-07,0.65,0.17,1.02,0.059,0.022000000000000002,0.12,0.0011,4.5e-06,0.0009000000000000002
treccia al burro,,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,326.0,9.0,0.0,31.8,45.7,42.2,2.9,2.1,11.4,0.045,2.6,6.5,0.9,4.1e-05,7.000000000000001e-05,0.00013000000000000002,0.00013000000000000002,2.5e-07,0.0018000000000000004,2.2e-05,0.00033,0.0002,3e-07,0.58,0.15,0.92,0.055,0.019,0.1,0.001,5e-06,0.0009000000000000002
"treccia al burro, integrale",,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,272.0,9.4,0.0,36.4,40.5,39.4,1.0,7.3,6.4,0.022000000000000002,1.4,3.2,1.2,2.2e-05,0.00023999999999999998,0.00015,0.00027,1.2e-07,0.0048,3.3e-05,0.00062,0.0,1e-07,0.46,0.24,0.7000000000000001,0.028999999999999998,0.08600000000000001,0.25,0.0027,2.5e-06,0.0019
"caffe crema, non zuccherato",,Bevande analcoliche/Caffè,1.0,14.0,0.3,0.0,97.8,0.6,0.0,0.3,0.1,1.1,0.004,0.3,0.7,0.1,6e-06,0.0,1e-05,0.0,4e-08,0.00013000000000000002,5e-07,2.9999999999999997e-05,0.0001,0.0,0.006900000000000001,0.034,0.0064,0.013999999999999999,0.0037,0.0087,0.0,9.000000000000001e-07,0.0
cake alla finanziera,,"Dolciumi/Dolci, torte e cake",,426.0,9.8,0.0,23.3,37.4,9.2,29.2,4.0,25.5,0.031,11.6,8.0,4.3,4.4e-05,8.999999999999999e-05,0.00022,5.9999999999999995e-05,2e-08,0.0008900000000000002,1.5e-05,0.00018999999999999998,0.0,2e-07,0.039,0.26,0.059,0.081,0.07200000000000001,0.16,0.0016,2.2e-06,0.0018000000000000004
calimocho (vino rosso con cola),,Bevande analcoliche/Bevande zuccherate;Bevande alcoliche/Altre bevande alcoliche,1.0,58.0,0.0,5.4,89.0,5.1,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045000000000000005,0.0005,0.005,0.0025,0.0005,0.0075,0.0,1e-06,0.0
"formaggio camembert, semigrasso",,Latte e prodotti di latte/Formaggio a pasta molle,,178.0,22.0,0.0,58.5,0.0,0.0,0.0,0.0,10.0,0.03,2.4,6.0,0.5,7.4e-05,2e-05,0.00026000000000000003,0.00016999999999999999,2e-06,0.0012,5e-05,0.0012,0.0,4e-07,0.6,0.13,1.5,0.53,0.022000000000000002,0.4,0.0002,2e-05,0.003
"formaggio camembert, alla panna",,Latte e prodotti di latte/Formaggio a pasta molle,,352.0,16.4,0.0,47.6,0.0,0.0,0.0,0.0,31.7,0.095,7.5,19.0,1.5,,2e-05,0.00021,0.00014,1.9e-06,0.0011,7.5e-05,0.0007099999999999999,0.0,6e-07,0.48,0.099,1.03,0.35000000000000003,0.016,0.26,0.0002,6.799999999999998e-06,0.0016
"formaggio camembert, grasso",,Latte e prodotti di latte/Formaggio a pasta molle,,299.0,21.2,0.0,52.1,0.0,0.0,0.0,0.0,23.7,0.07100000000000001,5.6,14.2,1.1,0.000195,2e-05,0.00022999999999999998,0.00015,1.8000000000000001e-06,0.0011,7.999999999999999e-05,0.0008,0.0,5e-07,0.89,0.08199999999999999,1.17,0.37,0.019,0.26,0.0001,2e-05,0.0022
"cannelloni con carne, preparati",,Cibi/Cibi italiani,,193.0,10.4,0.0,61.3,14.6,12.0,2.6,1.8,9.9,0.034,3.1,4.9,0.6,0.000513,2.9999999999999997e-05,8e-05,8.999999999999999e-05,3.2e-07,0.00058,9.6e-06,0.00023999999999999998,0.0033,3e-07,0.28,0.2,0.52,0.096,0.02,0.12,0.001,4.8e-06,0.0017
"cannelloni con ricotta e spinaci, preparati",,Cibi/Cibi italiani,,222.0,8.7,0.0,58.2,15.2,13.2,1.8,1.7,13.7,0.038,3.5,7.7,0.8,0.00121,4e-05,0.00013000000000000002,8e-05,2.8e-07,0.0006,2.4e-05,0.00022,0.004900000000000001,3e-07,0.32,0.23,0.59,0.2,0.032,0.16,0.0011,1.1e-05,0.001
"cappuccino (senza polvere di cioccolato), non zuccherato",,Latte e prodotti di latte/Bevande a base di latte e yogurt;Bevande analcoliche/Caffè,0.88,37.0,1.8,0.0,80.9,2.6,0.0,2.5,0.0,2.2,0.009000000000000001,0.5,1.3,0.1,1.1e-05,1e-05,8.999999999999999e-05,2e-05,6e-08,0.00011,2.3e-06,0.00026000000000000003,0.0005,1e-07,0.021,0.095,0.052000000000000005,0.067,0.006500000000000001,0.05,0.0,5.1e-06,0.0002
"capuns, preparati",,Cibi/Altri cibi salati/saporiti,,168.0,8.1,0.0,68.6,10.1,8.9,1.1,1.0,10.4,0.068,3.2,5.2,0.8,0.000789,8.999999999999999e-05,0.00011,0.00011999999999999999,1e-06,0.0017,1.7e-05,0.00043,0.0039,5e-07,0.38,0.17,0.54,0.042,0.016,0.08700000000000001,0.0012,6.7e-06,0.001
anacardi,,"Noci, semi e frutti oleosi",,593.0,18.2,0.0,5.2,26.6,23.5,5.9,3.6,45.2,0.0,23.8,7.8,7.8,0.0,0.00042,5.9999999999999995e-05,0.00042,0.0,0.0011,2.5e-05,0.00086,0.0005,0.0,0.0092,0.66,0.018000000000000002,0.04,0.27,0.54,0.005200000000000001,1e-05,0.004
