name,synonyms,category,specific gravity,energy kcal,protein,alcohol,water,"carbohydrates, available",starch,sugars,dietary fibres,"fat, total",cholesterol,"fatty acids, monounsaturated","fatty acids, saturated","fatty acids, polyunsaturated",beta-carotene,vitamin b1,vitamin b2,vitamin b6,vitamin b12,niacin,folate,pantothenic acid,vitamin c,vitamin d,sodium,potassium,chloride,calcium,magnesium,phosphorus,iron,iodide,zinc
"pomodoro, pelato, conserva",,Verdure/Verdure cotte (incl. conserve),,19.0,0.9,0.0,93.8,3.0,0.1,2.9,1.0,0.2,0.0,0.0,0.0,0.1,0.000353,5e-05,2.9999999999999997e-05,5.9999999999999995e-05,0.0,0.0007,1.1e-05,0.0002,0.013,0.0,0.1,0.24,0.36,0.016,0.012,0.02,0.0007,2e-06,0.0001
"pomodoro, crudo",,Verdure/Verdure fresche,,21.0,0.8,0.0,93.8,3.2,0.0,3.2,1.2,0.3,0.0,0.0,0.0,0.1,0.0004940000000000001,5.9999999999999995e-05,4e-05,8e-05,0.0,0.0006,2.4e-05,0.0003,0.018000000000000002,0.0,0.0016,0.22,0.03,0.0085,0.0063,0.017,0.0002,1.1e-06,0.0001
"torta ai pomodori, cotta nel forno (pasta sfoglia)",,Cibi/Torte dolci e salate e gratin,,156.0,3.5,0.0,74.4,10.0,7.3,2.6,1.0,11.1,0.07400000000000001,2.7,6.2,0.8,0.00028,7.000000000000001e-05,0.0001,8e-05,6.5e-07,0.00057,1e-05,0.00033,0.0078,5e-07,0.14,0.16,0.22,0.034,0.0088,0.06,0.0006,5.5e-06,0.0004
"torta ai pomodori, cotta nel forno (pasta per torta)",,Cibi/Torte dolci e salate e gratin,,146.0,3.9,0.0,73.9,12.3,9.6,2.6,1.1,8.8,0.068,2.2,4.8,0.7,0.000271,7.000000000000001e-05,0.0001,8.999999999999999e-05,6.5e-07,0.00067,1e-05,0.00033999999999999997,0.0078,5e-07,0.15,0.17,0.23,0.035,0.0095,0.063,0.0006,5.5e-06,0.0004
"pomodoro, purea ",Concentrato di pomodoro,Verdure/Verdure cotte (incl. conserve),,77.0,4.5,0.0,76.7,12.9,0.4,12.4,2.8,0.2,0.0,0.0,0.0,0.1,0.000456,0.00022,0.00011999999999999999,0.00044,0.0,0.0035,5.4000000000000005e-05,0.001,0.038,0.0,0.24,1.15,0.49,0.048,0.048,0.094,0.0016,4e-06,0.0007
succo di pomodoro,,Bevande analcoliche/Succhi di frutta e di verdura;Verdure/Succhi di verdure,1.1,15.0,0.8,0.0,95.3,3.0,0.1,2.1,0.1,0.0,0.0,0.0,0.0,0.1,0.000397,2.9999999999999997e-05,2e-05,5e-05,0.0,0.0004,1.6e-05,0.00022,0.0099,0.0,0.22,0.22,0.4,0.013999999999999999,0.013,0.026,0.0005,2e-06,0.0002
salsa al pomodoro,,Diversi/Salse,,69.0,1.8,0.0,82.5,9.7,5.5,4.1,1.9,2.1,0.0,0.9,0.5,0.6,0.000709,5.9999999999999995e-05,5e-05,0.0,0.0,0.001,1.2e-05,0.0003,0.011000000000000001,1e-07,0.54,0.36,0.0,0.023,0.017,0.033,0.0014,1.6e-06,0.0004
zuppa al pomodoro,,Cibi/Brodi e zuppe,1.0,42.0,1.0,0.0,89.0,6.6,3.1,3.5,0.7,1.1,0.0,0.4,0.5,0.0,0.000147,2.9999999999999997e-05,2e-05,5.9999999999999995e-05,0.0,0.0006,6e-06,0.0002,0.006999999999999999,0.0,0.41,0.14,0.33,0.008,0.008,0.016,0.0004,3e-06,0.0002
tomino ,Tomme,Latte e prodotti di latte/Formaggio a pasta molle,,286.0,20.7,0.0,55.0,0.0,0.0,0.0,0.0,22.5,0.068,5.3,13.5,1.0,0.0001,1e-05,0.0004,0.00017999999999999998,1.8000000000000001e-06,0.00011999999999999999,2.4e-05,0.00036,0.0,2e-07,0.72,0.076,0.98,0.29,0.018000000000000002,0.23,0.0001,0.0,0.0019
"uva, cruda",Uva da tavola,Frutta/Frutta fresca,,69.0,0.7,0.0,81.1,15.2,0.0,15.0,1.5,0.3,0.0,0.0,0.1,0.1,3e-06,5e-05,2e-05,7.000000000000001e-05,0.0,0.00022999999999999998,4.3e-05,5.9999999999999995e-05,0.004200000000000001,0.0,0.002,0.2,0.002,0.012,0.0076,0.019,0.0004,1e-06,0.0001
olio di vinaccioli,,Grassi e oli/Oli,0.9,809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,0.0,16.2,9.0,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
succo d'uva,,Frutta/Succhi di frutta;Bevande analcoliche/Succhi di frutta e di verdura,1.0,62.0,0.2,0.0,83.5,15.0,0.0,14.8,0.0,0.1,0.0,0.0,0.0,0.0,3e-06,2.9999999999999997e-05,2.9999999999999997e-05,2e-05,0.0,0.00023999999999999998,3e-06,4e-05,0.0017,0.0,0.002,0.14,0.002,0.017,0.01,0.013999999999999999,0.0003,1e-06,0.0001
zucchero d'uva,Glucosio;Destrosio,Dolciumi/Zuccheri ed edulcoranti,,399.0,0.0,0.0,0.1,99.8,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.001,0.0,0.0,0.0003,0.0,0.0
acqua di rubinetto (in medio in svizzera),,Bevande analcoliche/Acqua potabile,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.006999999999999999,0.001,0.0,0.0,0.0,0.0
"carne secca (dei grigioni, del ticino o del vallese)",,Prodotti carnei e insaccati/Insaccati crudi,,190.0,39.3,0.0,52.2,0.4,0.0,0.4,0.0,3.5,0.084,1.4,1.6,0.2,0.0,8e-05,0.00022,0.0005600000000000001,1.6e-06,0.01,0.0,0.0012,0.0011,0.0,1.62,0.64,2.61,0.0,0.036000000000000004,0.33,0.004,0.0,0.006500000000000001
"tacchino, petto, scaloppina o sminuzzato, alla griglia (senza aggiunta di grassi o sale)",,Carne e frattaglie/Pollame,,146.0,32.4,0.0,64.2,0.0,0.0,0.0,0.0,1.8,0.05,0.4,0.4,0.4,0.0,7.000000000000001e-05,0.00016,0.00043,6.1e-07,0.0085,5.400000000000001e-06,0.00086,0.0,0.0,0.07200000000000001,0.4,0.0,0.011000000000000001,0.035,0.24,0.0009000000000000002,2e-06,0.0024
"tacchino, petto, scaloppina o sminuzzato, crudo",,Carne e frattaglie/Pollame,,108.0,24.0,0.0,73.5,0.0,0.0,0.0,0.0,1.3,0.037000000000000005,0.3,0.3,0.3,0.0,7.000000000000001e-05,0.00011999999999999999,0.00058,7e-07,0.0079,8e-06,0.0008,0.0,0.0,0.063,0.33,0.0,0.0079,0.032,0.21,0.0007,1.5e-06,0.0018000000000000004
formaggio vacherin mont d'or,,Latte e prodotti di latte/Formaggio a pasta molle,,280.0,17.6,0.0,56.8,0.0,0.0,0.0,0.0,23.2,0.07,5.4,13.9,1.1,,1e-05,0.00026000000000000003,0.00026000000000000003,2.1000000000000002e-06,0.0002,5.2000000000000004e-05,0.0004,0.0,5e-07,0.6900000000000001,0.078,1.01,0.43,0.02,0.3,0.0001,2e-05,0.0019
"crema alla vaniglia, cotta",,Dolciumi/Creme e budini,,140.0,3.2,0.0,69.4,23.8,0.0,23.8,0.0,3.6,0.013,0.8,2.0,0.2,1.6e-05,1e-05,0.00011999999999999999,2e-05,9e-08,8.999999999999999e-05,2.8e-06,0.00033999999999999997,0.0006,1e-07,0.031,0.13,0.076,0.09699999999999999,0.008,0.073,0.0,7.599999999999998e-06,0.0003
vinaigrette (con olio di colza),,Grassi e oli/Salse per insalate,1.1,259.0,4.4,0.0,75.0,2.3,0.3,1.9,0.5,25.2,0.152,13.4,2.6,6.7,1e-05,0.00011,0.00014,0.0001,1.6e-06,0.00011,5.2e-06,0.00045,0.0024,9.000000000000001e-07,0.12,0.085,0.0047,0.026,0.0081,0.08,0.0008,1.1e-05,0.0006
vitello tonnato con guarnizione,,Carne e frattaglie/Vitello,,179.0,19.2,0.0,66.8,0.8,0.0,0.6,0.2,11.0,0.11599999999999999,3.3,2.5,3.8,7.099999999999999e-05,5.9999999999999995e-05,0.00022,0.00022999999999999998,2.3e-06,0.0047,9.7e-06,0.0007800000000000001,0.0021000000000000003,8e-07,0.25,0.19,0.17,0.027000000000000003,0.019,0.15,0.0014,1.3000000000000001e-05,0.0027
vitello tonnato senza guarnizione,,Carne e frattaglie/Vitello,,208.0,23.2,0.0,61.5,0.5,0.0,0.3,0.0,12.6,0.08600000000000001,3.6,2.9,4.6,1e-05,4e-05,0.00022,0.00027,2.3e-06,0.006,8.8e-06,0.0008,0.0,7e-07,0.28,0.2,0.21,0.026,0.022000000000000002,0.16,0.0015,1.3000000000000001e-05,0.0033
galletta di riso integrale,,"Pane, fiocchi e cereali per la prima colazione/Pane croccante, fette biscottate, cracker e gallette",,392.0,8.2,0.0,5.8,81.5,80.0,1.5,4.2,2.8,0.0,1.0,0.6,1.0,0.0,5.9999999999999995e-05,0.00016999999999999999,0.00015,0.0,0.0078,2.1e-05,0.001,0.0,0.0,0.33,0.29,0.0,0.011000000000000001,0.13,0.36,0.0015,0.0,0.003
"latte intero, pastorizzato",,Latte e prodotti di latte/Latte,1.0,68.0,3.3,0.0,87.3,4.7,0.0,4.7,0.0,4.0,0.015,0.9,2.4,0.2,2e-05,2e-05,0.00015,2.9999999999999997e-05,1.2e-07,0.0001,5e-06,0.00044,0.001,1e-07,0.039,0.16,0.096,0.12,0.01,0.092,0.0,1e-05,0.0004
"latte intero, uht",,Latte e prodotti di latte/Latte,1.0,68.0,3.3,0.0,87.2,4.6,0.0,4.6,0.0,4.1,0.016,1.0,2.5,0.2,2e-05,2e-05,0.00016,2.9999999999999997e-05,1.2e-07,0.00011999999999999999,4.3e-06,0.00047000000000000004,0.001,1e-07,0.039,0.16,0.095,0.12,0.01,0.091,0.0,9.4e-06,0.0004
"latte intero, in polvere",,Latte e prodotti di latte/Latte,,480.0,24.7,0.0,3.5,35.1,0.0,35.1,0.0,26.2,0.079,6.2,15.7,1.2,,0.00027,0.0014,0.0002,1.5e-06,0.0007,4e-05,0.0027,0.011000000000000001,1.2e-06,0.37,1.16,0.81,1.06,0.08800000000000001,0.71,0.0007,2.7000000000000002e-05,0.0031000000000000003
"panna intera, pastorizzata",,Grassi e oli/Panna;Latte e prodotti di latte/Panna e burro,1.0,334.0,2.0,0.0,59.4,3.1,0.0,3.1,0.0,34.8,0.10099999999999999,8.2,20.8,1.6,,2e-05,0.00013000000000000002,2.9999999999999997e-05,4e-07,8.999999999999999e-05,7.000000000000001e-06,0.00022,0.0007,7e-07,0.035,0.12,0.05,0.07100000000000001,0.006200000000000001,0.07100000000000001,0.0001,7.000000000000001e-06,0.0002
"panna intera, uht",,Grassi e oli/Panna;Latte e prodotti di latte/Panna e burro,1.0,334.0,2.0,0.0,59.2,3.1,0.0,3.1,0.0,34.9,0.10099999999999999,8.2,20.8,1.6,,2e-05,0.00013000000000000002,2e-05,1.7e-07,5e-05,1.5e-06,0.00022,0.0,1.1e-06,0.025,0.11,0.05,0.07100000000000001,0.0063,0.068,0.0,6.099999999999998e-06,0.0002
prosciutto cotto di spalla,,Prodotti carnei e insaccati/Insaccati cotti,,106.0,18.6,0.0,74.5,0.4,0.0,0.4,0.0,3.3,0.042,1.6,1.2,0.2,0.0,0.0005099999999999999,0.00017999999999999998,0.00033999999999999997,0.0,0.004900000000000001,2e-06,0.001,0.0638,0.0,0.87,0.46,1.19,0.015,0.021,0.3,0.0008,3.6000000000000003e-06,0.0025
burro speciale,,Grassi e oli/Grassi;Latte e prodotti di latte/Panna e burro,0.9,746.0,0.7,0.0,16.4,0.7,0.0,0.6,0.0,82.3,0.24100000000000002,19.3,49.4,3.8,0.00037,0.0,2.9999999999999997e-05,0.0,0.0,4e-05,0.0,5e-05,0.0,1.3e-06,0.01,0.021,0.013,0.018000000000000002,0.0015,0.022000000000000002,0.0,8e-06,0.0002
pane di segale vallesano,,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,220.0,6.3,0.0,42.9,42.7,41.7,0.6,7.0,1.1,0.0,0.1,0.1,0.5,0.0,0.00016,0.00011,0.00018999999999999998,0.0,0.0015,3.5e-05,0.0005099999999999999,0.0,0.0,0.5700000000000001,0.28,0.9,0.019,0.052000000000000005,0.23,0.0025,3.1e-06,0.0023
pasta di wasabi,,Diversi/Salse,,308.0,2.9,,,49.6,,,1.3,10.6,,,,,,,,,,,,,,,2.33,,,,,,,,
ghiacciolo,,Dolciumi/Gelati a base di acqua,1.0,88.0,0.0,0.0,78.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.013999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"anguria, cruda",,Frutta/Frutta fresca,,30.0,0.5,0.0,92.0,6.3,0.0,6.3,0.3,0.3,0.0,0.0,0.0,0.0,7.7e-05,2.9999999999999997e-05,2e-05,0.0001,0.0,0.0002,4e-06,0.0002,0.011000000000000001,0.0,0.002,0.11,0.0083,0.006999999999999999,0.01,0.009000000000000001,0.0002,1e-05,0.0001
caramella morbida,,Dolciumi/Caramelle e gomme da masticare,,448.0,2.1,0.0,7.8,71.1,0.0,71.1,0.0,17.2,0.0,5.8,10.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.21,0.4,0.095,0.025,0.064,0.0015,0.0,0.0
formaggio a pasta molla (in media senza prodotti sgrassati),,Latte e prodotti di latte/Formaggio a pasta molle,,324.0,19.3,0.0,48.9,0.0,0.0,0.0,0.0,27.4,0.08199999999999999,6.4,16.5,1.3,8.599999999999999e-05,2e-05,0.00031,0.00014,1.5e-06,0.0007199999999999999,5.3e-05,0.0007,0.0,4e-07,0.88,0.1,1.18,0.44,0.02,0.31,0.0002,1.7e-05,0.0022
"formaggio morbido, doppia panna",,Latte e prodotti di latte/Formaggio a pasta molle,,363.0,12.0,0.0,45.0,0.0,0.0,0.0,0.0,35.0,0.105,8.2,21.0,1.6,0.0002,4e-05,0.00037999999999999997,0.00011,1.5e-06,0.0012,5.5e-05,0.00029,0.0,7e-07,0.7000000000000001,0.11,1.2,0.26,0.013999999999999999,0.22,0.0002,2e-05,0.0023
"vino rosso, 12 vol%",,Bevande alcoliche/Vino,1.0,69.0,0.2,9.6,89.6,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,2e-05,0.0,0.0001,0.0,0.0001,0.0,0.0,0.005,0.12,0.01,0.008,0.015,0.013999999999999999,0.0009000000000000002,1e-05,0.0001
"vino rosso, 13.5 vol%",,Bevande alcoliche/Vino,1.0,76.0,0.0,10.7,89.0,0.2,0.0,0.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
"vino rosso, 9 vol%",,Bevande alcoliche/Vino,1.0,54.0,0.2,7.5,92.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,2e-05,0.0,0.0001,0.0,0.0001,0.0,0.0,0.005,0.12,0.01,0.008,0.015,0.013999999999999999,0.0009000000000000002,1e-05,0.0001
"vino bianco, 11 vol%",,Bevande alcoliche/Vino,1.0,70.0,0.1,8.8,89.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0001,0.0,2.9999999999999997e-05,0.0,0.0,0.005,0.08,0.004,0.009000000000000001,0.01,0.013999999999999999,0.0003,1e-05,0.0002
vino bianco 12.5 vol%,,Bevande alcoliche/Vino,1.0,71.0,0.2,10.0,89.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,2e-05,1e-07,0.0001,1e-06,2e-05,0.0,0.0,0.002,0.095,0.005,0.01,0.01,0.015,0.0006,1e-05,0.0002
vino biancho diluito con acqua frizzante,,Bevande alcoliche/Vino,1.0,35.0,0.1,5.0,94.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,5e-08,5e-05,5e-07,1e-05,0.0,0.0,0.0015,0.048,0.003,0.0085,0.0055,0.0075,0.0003,5e-06,0.0001
vino biancho diluito con limonata,,Bevande alcoliche/Vino,1.0,55.0,0.1,5.0,89.5,4.8,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,1e-05,5e-08,5.9999999999999995e-05,5e-07,1e-05,0.0,0.0,0.0025,0.052000000000000005,0.008,0.0075,0.01,0.008,0.0004,5.9e-06,0.0001
pane bianco,,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,242.0,8.5,0.0,39.3,48.9,48.2,0.2,2.5,0.8,0.0,0.1,0.2,0.4,0.0,5.9999999999999995e-05,5e-05,0.00013000000000000002,0.0,0.002,1.7e-05,0.00017999999999999998,0.0,0.0,0.68,0.09699999999999999,1.06,0.015,0.017,0.07100000000000001,0.0011,8e-07,0.0008
"cavolo bianco, al vapore (senza aggiunta di grasso e sale)",,Verdure/Verdure cotte (incl. conserve),,30.0,1.4,0.0,90.4,4.2,0.1,4.1,3.0,0.2,0.0,0.0,0.0,0.1,4.5e-05,2.9999999999999997e-05,4e-05,0.00016,0.0,0.00026000000000000003,1.9e-05,0.00022,0.0264,0.0,0.0041,0.22,0.035,0.053,0.011000000000000001,0.031,0.0002,2.8e-06,0.0002
"cavolo bianco, stufato (senza aggiunta di sale)",,Verdure/Verdure cotte (incl. conserve),,32.0,1.5,0.0,89.7,4.5,0.1,4.4,3.2,0.2,0.0,0.0,0.0,0.1,4.8e-05,2.9999999999999997e-05,4e-05,0.00016,0.0,0.00028000000000000003,2e-05,0.00022999999999999998,0.0268,0.0,0.0045000000000000005,0.22,0.038,0.057999999999999996,0.011000000000000001,0.034,0.0003,3.1e-06,0.0002
"cavolo bianco, crudo",,Verdure/Verdure fresche,,30.0,1.4,0.0,90.4,4.2,0.1,4.1,3.0,0.2,0.0,0.0,0.0,0.1,5e-05,4e-05,4e-05,0.00018999999999999998,0.0,0.00032,3.1e-05,0.00026000000000000003,0.048,0.0,0.0048,0.26,0.037000000000000005,0.055999999999999994,0.012,0.033,0.0003,3e-06,0.0002
salsiccia bianca di carne di vitello,,Prodotti carnei e insaccati/Salsicce scottate,,202.0,9.8,0.0,52.9,0.9,0.1,0.8,0.2,17.7,0.038,8.1,6.8,1.8,0.000148,0.00016,0.00014,0.00011999999999999999,3.3e-07,0.00066,8.3e-06,0.00028000000000000003,0.0074,1e-07,6.01,0.15,9.05,0.024,0.0095,0.59,0.0008,4.599999999999998e-06,0.001
"frumento (grano tenero), chicco intero ",,"Prodotti a base di cereali, legumi e patate/Altri prodotti a base di cereali",,325.0,10.9,0.0,12.8,59.6,58.5,1.1,13.3,1.8,0.0,0.2,0.3,0.9,2e-05,0.00045999999999999996,8.999999999999999e-05,0.00027,0.0,0.0051,8.7e-05,0.0012,0.0,0.0,0.0077,0.38,0.055,0.033,0.09699999999999999,0.34,0.0032,6.7e-06,0.0026000000000000003
"fiocchi di frumento, integrali",,"Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi",,329.0,11.7,0.0,13.0,61.0,59.9,0.7,10.3,2.0,0.0,0.2,0.3,0.9,2e-05,0.00045999999999999996,0.00011,0.00044,0.0,0.0051,4.9e-05,0.0012,0.0,0.0,0.008,0.38,0.055,0.038,0.13,0.34,0.0033,2.7000000000000004e-06,0.0027
germe di frumento,Germe di grano,"Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi;Alimenti speciali/Supplementi",,355.0,25.0,0.0,11.5,33.3,20.3,13.0,15.9,10.0,0.0,1.2,1.5,5.3,6.2e-05,0.0023,0.0006,0.0016,0.0,0.0057,0.00035,0.0015,0.0,0.0,0.009000000000000001,0.87,0.08,0.055,0.25,0.97,0.0076,2e-07,0.017
olio di germi di grano,,Grassi e oli/Oli,0.9,809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,0.0,15.0,16.7,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
crusca di frumento,,"Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi",,262.0,14.9,0.0,11.5,17.7,13.8,3.8,45.1,4.6,0.0,0.5,0.7,2.1,6e-06,0.0008300000000000001,0.0005099999999999999,0.00054,0.0,0.018000000000000002,0.0002,0.0023,0.0,0.0,0.002,1.35,0.15,0.067,0.49,1.14,0.016,3.1e-06,0.0094
farina di frumento (farina bianca) tipo 550,,"Prodotti a base di cereali, legumi e patate/Farine e amidi",,344.0,12.0,0.0,14.0,69.5,68.5,0.3,3.2,1.3,0.0,0.2,0.3,0.7,0.0,0.00013000000000000002,4e-05,0.0002,0.0,0.0027,1.6e-05,0.00033999999999999997,0.0,0.0,0.0021000000000000003,0.13,0.052000000000000005,0.016,0.025,0.11,0.0016,8e-07,0.0011
farina di frumento (farina semibianca) tipo 720,,"Prodotti a base di cereali, legumi e patate/Farine e amidi",,340.0,13.0,0.0,14.3,66.2,65.2,0.5,5.0,1.5,0.0,0.2,0.2,0.7,0.0,0.00018999999999999998,5.9999999999999995e-05,0.00022999999999999998,0.0,0.0029,2.2e-05,0.00045,0.0,0.0,0.0027,0.14,0.052000000000000005,0.018000000000000002,0.027999999999999997,0.13,0.0016,1e-06,0.0013000000000000002
farina di frumento (farina bigia) tipo 1100,,"Prodotti a base di cereali, legumi e patate/Farine e amidi",,339.0,13.5,0.0,,64.6,63.5,0.6,5.7,1.7,0.0,0.2,0.3,0.9,0.0,0.00042,7.000000000000001e-05,0.00016,0.0,0.0035,2.1e-05,0.00059,0.0,0.0,0.0017,0.23,0.04,0.016,0.053,0.22,0.003,1.5e-06,0.0023
farina di frumento (farina integrale) tipo 1700,,"Prodotti a base di cereali, legumi e patate/Farine e amidi",,338.0,13.5,0.0,12.5,61.0,60.0,1.0,11.0,2.0,0.0,0.2,0.3,1.5,5e-06,0.00044,0.00016,0.00043,0.0,0.0075,5e-05,0.0011,0.0,0.0,0.017,0.33,0.037000000000000005,0.037000000000000005,0.13,0.36,0.004,2.5e-06,0.0027
farina di frumento (farina bianca) tipo 400,,"Prodotti a base di cereali, legumi e patate/Farine e amidi",,346.0,11.5,0.0,,71.0,70.0,0.3,3.2,1.1,0.0,0.1,0.3,0.6,0.0,0.00013000000000000002,2.9999999999999997e-05,8.999999999999999e-05,0.0,0.0026000000000000003,1.1e-05,0.00029,0.0,0.0,0.0015,0.12,0.052000000000000005,0.015,0.022000000000000002,0.08600000000000001,0.0015,6e-07,0.001
"granotto, cotto",,Cibi/Altri cibi salati/saporiti,,171.0,5.1,0.0,58.0,27.7,25.9,1.7,6.2,3.0,0.0,1.6,0.4,0.6,9e-06,0.00011,2.9999999999999997e-05,8e-05,0.0,0.0017,2.8999999999999997e-05,0.00041,0.0005,0.0,0.44,0.14,0.6900000000000001,0.022000000000000002,0.044000000000000004,0.15,0.0015,3.5000000000000004e-06,0.0011
amido di frumento,,"Prodotti a base di cereali, legumi e patate/Farine e amidi;Diversi/Gelificanti e leganti",,348.0,0.4,0.0,12.3,85.8,85.8,0.0,1.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.002,0.016,0.005,0.0,0.004,0.02,0.0,0.0,0.0001
pane integrale di grano,Pane graham,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,213.0,8.6,0.0,44.9,38.3,37.6,0.7,6.9,1.3,0.0,0.1,0.2,0.9,3e-06,0.00021,0.00011,0.00025,0.0,0.0045000000000000005,2.2e-05,0.00054,0.0,0.0,0.58,0.21,0.88,0.027000000000000003,0.08199999999999999,0.23,0.0025,1.9e-06,0.0017
"vermut, 15 vol%",,Bevande alcoliche/Vino,1.0,139.0,0.1,12.1,74.0,13.5,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.042,0.0,0.008,0.0054,0.006900000000000001,0.0005,0.0,0.0
salsiccia viennese,Wienerli;Hot Dog,Prodotti carnei e insaccati/Salsicce scottate,,242.0,13.9,0.0,61.9,0.6,0.0,0.6,0.0,20.4,0.051,9.4,7.8,1.6,,0.00022,0.00011,0.00011999999999999999,8e-07,0.0031000000000000003,,0.0005,0.0175,1e-06,0.87,0.19,1.18,0.0079,0.013,0.19,0.0008,,0.0018000000000000004
"salsiccia viennese, cotta",Wienerli;Hot Dog,Prodotti carnei e insaccati/Salsicce scottate,,235.0,13.5,0.0,66.1,0.6,0.0,0.6,0.0,19.8,0.05,9.1,7.6,1.6,,0.00016,0.0001,8.999999999999999e-05,5.4e-07,0.0023,,0.00036,0.0119,9.000000000000001e-07,0.72,0.16,1.15,0.006500000000000001,0.013,0.18,0.0007,,0.0018000000000000004
"selvaggina (in media), cotto (senza aggiunta di grassi o sale)",,Carne e frattaglie/Selvaggina,,158.0,28.9,0.0,64.9,0.0,0.0,0.0,0.0,4.7,0.081,1.8,2.1,0.4,0.0,0.00022999999999999998,0.0003,0.00042,1.9e-06,0.0044,6.799999999999998e-06,0.0011,0.0,1e-07,0.096,0.44,0.057999999999999996,0.02,0.028999999999999998,0.27,0.0034,1.6e-06,0.004
"selvaggina (in media), cruda ",,Carne e frattaglie/Selvaggina,,115.0,21.1,0.0,74.4,0.0,0.0,0.0,0.0,3.4,0.059,1.3,1.5,0.3,0.0,0.00016999999999999999,0.00022,0.00031,1.4e-06,0.0032,5e-06,0.00079,0.0,1e-07,0.07,0.32,0.042,0.015,0.021,0.2,0.0025,1.2e-06,0.0029
terrina di cacciagione,,Carne e frattaglie/Selvaggina,,286.0,17.3,0.3,54.4,1.8,0.1,1.6,0.2,23.0,0.107,9.9,9.1,2.5,1e-06,0.00015,0.00061,0.0002,4.9000000000000005e-06,0.0036000000000000008,1.7e-05,0.0012,0.0449,1e-07,0.87,0.16,1.29,0.013999999999999999,0.013999999999999999,0.15,0.004,3.5000000000000004e-06,0.0024
"cinghiale (in media), crudo",,Carne e frattaglie/Selvaggina,,109.0,19.5,0.0,75.9,0.0,0.0,0.0,0.0,3.4,0.065,1.4,1.5,0.2,0.0,0.0001,0.0002,0.0004,5e-06,0.0051,5e-06,0.0007,0.0,0.0,0.094,0.36,0.06,0.01,0.022000000000000002,0.17,0.0018000000000000004,6e-06,0.0022
"verza, stufata (senza aggiunta di sale)",,Verdure/Verdure cotte (incl. conserve),,31.0,2.8,0.0,89.9,2.9,0.1,2.8,2.6,0.3,0.0,0.0,0.0,0.2,4.6e-05,5e-05,5.9999999999999995e-05,0.00014,0.0,0.00027,5.5e-05,0.00017999999999999998,0.0272,0.0,0.0075,0.21,0.027000000000000003,0.061,0.011000000000000001,0.054000000000000006,0.0005,2.5e-06,0.0002
"verza, crudo",,Verdure/Verdure fresche,,31.0,2.8,0.0,90.0,2.9,0.1,2.8,2.6,0.3,0.0,0.0,0.0,0.2,5e-05,5.9999999999999995e-05,5.9999999999999995e-05,0.00016,0.0,0.00033,8.999999999999999e-05,0.00021,0.049,0.0,0.0087,0.24,0.027999999999999997,0.064,0.012,0.055999999999999994,0.0006,2.6e-06,0.0002
