name,"acidi grassi, trans | g","acidi grassi, trans-monoenoici | g","acidi grassi, trans-polienoico | g",acqua | g,ceneri | g,destrosio | g,fibre | g,fruttosio | g,galattosio | g,grassi | g,idrossiprolina | g,zuccheri | g,c4:1 | g,c5:1 | g,c6:1 c | g,c6:1 t | g,c7:1 | g,c8:1 c | g,c8:1 t | g,c0:1 | g,c2:1 c | g,c2:1 t | g,c4:1 c | g,c0:5 n-3 | g,c1:5 | g,c2:5 n-3 | g,c8:2 clas | g,c8:2 i | g,"c8:2 n-6 c,c | g",c8:2 t not further defined | g,"c8:2 t,t | g","c8:3 n-3 c,c,c | g","c8:3 n-6 c,c,c | g",c8:3i | g,c8:4 | g,"c0:2 n-6 c,c | g",c0:3 n-3 | g,c0:3 n-6 | g,c2:4 | g,c4:0 | g,c6:0 | g,c8:0 | g,c0:0 | g,c2:0 | g,c3:0 | g,c5:0 | g,c7:0 | g,c2:6 n-3 | g,c6:1 not further defined | g,c8:1 not further defined | g,c2:1 not further defined | g,c8:2 not further defined | g,c8:3 not further defined | g,c0:3 not further defined | g,c0:4 not further defined | g,acidi grassi monoinsaturi totali | g,acidi grassi saturi totali | g,acidi grassi polinsaturi totali | g,proteine totali | g,lattosio (mse) | g,maltosio (mse) | g,saccarosio (mse) | g,"calorie, ricalcolata | kcal",carboidrati disponibili | g,amido | g,prolina | g,isoleucina | g,leucina | g,metionina | g,valina | g,istidina | g,triptofano | g,lisina | g,glicina | g,alanina | g,arginina | g,treonina | g,tirosina | g,acido aspartico | g,fenilalanina | g,serina | g,cistina | g,acido folico (vit. b9 o m o folacina) | g,alpha-tocoferolo (vit. e) | g,beta-sistosterolo | g,betaina | g,calcio | g,campesterolo | g,"carotene, alfa | g",colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",ferro | g,fitosteroli | g,fluoro | g,folato alimentare | g,fosforo | g,licopene | g,luteina + zeaxantina | g,magnesio | g,manganese | g,potassio | g,rame | g,selenio | g,sodio | g,stigmasterolo | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,"vitamina b-12, aggiunta | g",vitamina d2 | g,vitamina d3 | g,"vitamina e, aggiunta | g",zinco | g,folati totali | g,acido pantotenico | g,vitamina k | g,vitamina b12 | g,vitamina b6 | g,niacina | g,vitamina c | g,vitamina d | g,colecalcifenolo (vit. d) | g,ß-carotene equivalente | g,retinolo equivalente | g,vitamina a retinolo eq. | g,riboflavina | g,tiamina | g,acido glutamico | g
grasso di montone,,,,0.0,0.0,,0.0,,,100.0,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.3,37.6,0.0,5.5,2.3,,0.0,40.6,47.3,7.8,0.0,,,,902.01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,,,0.0,,0.0,0.102,0.0798,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2e-07,0.0,,,,,0.0,,7e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-07,7.000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0
nestle nero perugina - tavoletta ciliegia,,,,,,,,,,27.2999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.099999904632569,,,,520.0,64.59999847412111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barilla - mulino bianco panbauletto bianco grano tenero,,,,,,,4.0,,,5.0,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89999997615814,,8.80000019073486,,,,269.0,47.2000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,
colussi - sapori - divisione salutistica - bjorg galletta di riso integrale al sesamo bio,,,,,,,5.400000095367429,,,3.20000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,373.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lupini,,,,10.44,3.28,,,,,9.74,,,,,,,,,,0.255,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,,,0.034,3.5580000000000003,0.09300000000000001,1.995,0.446,,,3.94,1.156,2.439,36.17,,,,370.94,40.38,,1.476,1.615,2.7430000000000003,0.255,1.51,1.03,0.289,1.933,1.539,1.296,3.877,1.331,1.36,3.877,1.435,1.869,0.446,0.0,,,,0.17600000000000002,,,0.0,,,0.00436,,,0.000355,0.44,,,0.198,0.002382,1.013,0.0010220000000000001,8.2e-06,0.015,,,,,,,,,0.00475,0.000355,0.00075,,0.0,0.00035700000000000017,0.00219,0.0048,0.0,0.0,,0.0,6.900000000000003e-06,0.00022,0.00064,8.686
"spinaci, lessi",,,,91.21,1.81,,2.4,,,0.26,,0.43,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.003,0.003,0.0,0.017,0.092,,0.0,0.006,0.043,0.109,2.97,,,,22.94,3.75,,0.116,0.152,0.231,0.055,0.168,0.066,0.04,0.182,0.14,0.147,0.168,0.127,0.113,0.25,0.134,0.107,0.035,0.0,0.0020800000000000003,,0.08900000000000001,0.136,,0.0,0.0,0.0197,0.0,0.0035700000000000007,,3.78e-05,0.000146,0.056,0.0,0.011308,0.08700000000000001,0.000935,0.466,0.000174,1.5e-06,0.07,,,,,0.0,,,0.0,0.0007599999999999999,0.000146,0.000145,0.0004936,0.0,0.000242,0.00049,0.0098,0.0,0.0,0.006287999999999999,0.0,0.0031443,0.000236,9.5e-05,0.35700000000000004
galbusera wafercosí con crema cacao e vaniglia,,,,,,,3.0,,,28.0,,2.5999999046325697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,16.5,2.0,6.199999809265139,,,,473.0,59.7999992370605,30.2000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
antica gelateria del corso le gateau - ricotta e fragole,,,,,,,,,,11.3999996185303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.099999904632569,,,,253.0,33.2000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agnesi farina di grano tenero tipo oo,,,,,,,,,,0.699999988079071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,340.0,77.3000030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo - yomo rinforzo plus banane,,,,,,,3.0,,,1.70000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,72.0,10.8999996185303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo linea granarolo - panna da cucina granarolo uht,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,226.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loacker tortina mini original,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,543.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo linea granarolo - ricotta granarolo,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,156.0,3.5,,,,,,,,,,,,,,,,,,,,,,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barilla - mulino bianco grissini torinesi,,,,,,,3.29999995231628,,,7.900000095367429,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9000000953674303,,9.0,,,,399.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,
"filet-o-fish senza salsa tartara, mcdonald's",0.16,,,46.9,1.93,,1.0,,,7.62,,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7680000000000002,1.7730000000000001,2.323,12.47,,,,242.83,31.08,,,,,,,,,,,,,,,,,,,,,,,0.128,,,0.025,,,0.00164,,,,0.131,,,0.023,0.00023,0.194,6.500000000000001e-05,,0.464,,,,,,,,,0.00054,5.6999999999999996e-05,,,8.1e-07,,0.0027480000000000004,0.0001,,,,,2.7899999999999997e-05,0.000201,0.00028300000000000005,
colussi misura biscotto secco senza zucchero aggiunto,,,,,,,3.4000000953674303,,,13.8999996185303,,1.1000000238418601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.900000095367429,,8.39999961853027,,,,412.0,71.4000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,
"mirtilli blu, congelati, zuccherati",,,,77.4,0.12,,2.2,,,0.13,,19.72,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.018000000000000002,0.0,0.034,0.023,,0.0,0.018000000000000002,0.011000000000000001,0.057,0.4,,,,81.02,21.95,,0.015,0.012,0.023,0.006,0.017,0.006,0.002,0.006999999999999999,0.016,0.017,0.02,0.011,0.005,0.031,0.014,0.012,0.004,0.0,0.0005200000000000001,,,0.006,,0.0,0.0,0.0055,0.0,0.00039000000000000016,,,7.000000000000003e-06,0.006999999999999999,0.0,7.3e-05,0.002,0.000262,0.06,3.9e-05,2e-07,0.001,,,,,0.0,,,0.0,6e-05,7.000000000000003e-06,0.000125,1.77e-05,0.0,5.9e-05,0.000253,0.001,0.0,0.0,2.9999999999999997e-05,0.0,1.4699999999999993e-05,5.2000000000000004e-05,2e-05,0.049
loacker gardena hazelnut 200 grammi,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,515.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agnesi pasta di semola le specialità corta - fusilli corti bucati,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,340.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle - motta cono kit kat,,,,,,,,,,14.8999996185303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29999995231628,,,,303.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
torta all'ananas,,,,32.3,1.7,,0.8,,,12.1,,,,,,,,,,0.001,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.011000000000000001,0.006999999999999999,0.004,0.009000000000000001,0.01,,,,0.002,0.022000000000000002,5.169,0.0,3.094,0.179,,0.006999999999999999,5.194,2.915,3.282,3.5,,,,319.07,50.5,,0.338,0.147,0.264,0.07400000000000001,0.16699999999999998,0.081,0.043,0.14300000000000004,0.114,0.128,0.14800000000000002,0.117,0.121,0.21600000000000008,0.17300000000000001,0.19,0.066,1.9e-05,,,,0.12,,,0.022,,,0.00148,,,7.000000000000003e-06,0.08199999999999999,,,0.013000000000000001,0.00035,0.112,8.7e-05,9.4e-06,0.319,,,,,,,,,0.00031,2.6e-05,0.000202,,8e-08,3.400000000000001e-05,0.00119,0.0012,,,,5.9e-05,7.589999999999997e-05,0.000156,0.000153,0.9490000000000001
"luccio, cotto",,,,72.97,1.54,,0.0,,,0.88,,,,,,,,,,0.017,,,,0.042,,0.018000000000000002,,,,,,,,,,,,,,,,,,0.001,,,,0.095,0.07200000000000001,0.10099999999999999,0.006,0.040999999999999995,0.027000000000000003,,0.036000000000000004,0.201,0.151,0.259,24.69,,,,113.05,0.0,,0.873,1.138,2.007,0.731,1.272,0.727,0.277,2.267,1.185,1.493,1.477,1.082,0.833,2.528,0.964,1.0070000000000001,0.265,0.0,,,,0.073,,,0.05,,,0.0007099999999999999,,,1.7e-05,0.28200000000000003,,,0.04,0.00031,0.331,6.500000000000001e-05,1.6199999999999994e-05,0.049,,,,,,,,,0.00086,1.7e-05,0.0008699999999999999,,2.3e-06,0.000135,0.0028,0.0038,,,,2.4e-05,2.43e-05,7.7e-05,6.7e-05,3.685
kraft cote d'or - tavoletta - cioccolato al latte con mandorle caramellate salate,,,,,,,3.0999999046325697,,,34.0,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,9.5,,,,545.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,
formaggio morbido di capra,,,,60.75,1.58,,0.0,,,21.08,,0.89,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,1.057,0.46299999999999997,0.569,2.033,0.9309999999999999,,,,0.0,0.501,4.3069999999999995,0.0,0.501,0.0,,0.0,4.8069999999999995,14.575,0.501,18.52,,,,267.93,0.89,,2.241,0.7659999999999999,1.597,0.494,1.274,0.505,0.195,1.33,0.209,0.319,0.5489999999999999,0.6910000000000001,0.723,0.92,0.737,0.711,0.084,0.0,0.00017999999999999998,,,0.14,,0.0,0.046,0.0154,0.0,0.0019,,,1.2e-05,0.256,0.0,0.0,0.016,0.0001,0.026000000000000002,0.000732,2.8e-06,0.368,,,,,0.0,,4e-07,0.0,0.00092,1.2e-05,0.0006799999999999999,1.8e-06,1.9e-07,0.00025,0.00043,0.0,4e-07,3.75e-07,5.400000000000001e-05,0.000283,0.00030989999999999994,0.00038,7.000000000000001e-05,3.452
"crostata alla ciliegia, confezionata",,,,46.2,0.9,,0.8,,,11.0,,14.29,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.013000000000000001,5.825,0.0,1.9169999999999998,0.138,,0.0,5.8370000000000015,2.562,2.055,2.0,,,,260.04,39.8,,0.196,0.10300000000000001,0.17300000000000001,0.043,0.11900000000000001,0.05,0.028,0.12,0.059000000000000004,0.07200000000000002,0.102,0.078,0.08,0.136,0.099,0.108,0.031,1.9e-05,0.0007599999999999999,,,0.012,,0.0,0.0,0.0072000000000000015,0.0,0.00048,,,8e-06,0.029,0.0,2e-05,0.008,0.00014,0.081,4e-05,1.2e-06,0.246,,,,,0.0,,,0.0,0.00017999999999999998,2.7e-05,0.000319,7.599999999999997e-06,1e-08,4.1e-05,0.0002,0.0009000000000000002,0.0,0.0,6.9e-05,4.6e-05,8.01e-05,2.9e-05,2.3e-05,0.518
"bistecca di manzo t-bone, cotta",,,,54.57,1.22,,0.0,,,19.47,,0.0,,,,,,,,0.03,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.05,0.04,,,,,0.72,7.72,,0.46,0.2,,0.03,8.54,7.56,0.7,24.33,,,,280.12,0.0,,1.074,1.094,1.923,0.623,1.183,0.833,0.272,2.024,1.327,1.4680000000000002,1.538,1.063,0.8170000000000002,2.2230000000000003,0.95,0.93,0.272,0.0,,,0.0122,0.008,,0.0,0.062,0.0927,0.0,0.00283,,,7.000000000000003e-06,0.193,0.0,0.0,0.024,1.5e-05,0.336,0.000127,2.22e-05,0.066,,,,,0.0,,,,0.00468,7.000000000000003e-06,0.0003,,2.17e-06,0.00035,0.00414,0.0,,,0.0,,0.0,0.00022,0.0001,3.655
"the istantaneo, in polvere, deteinato",,,,5.09,16.04,,8.5,,,0.0,,5.53,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,20.21,,,,315.49,58.66,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.11800000000000001,,0.0,0.0,0.1183,0.0,0.0022600000000000003,,,0.000103,0.239,0.0,0.0,0.272,0.133,6.04,0.00055,5.299999999999998e-06,0.07200000000000001,,,,,0.0,,,0.0,0.0016899999999999999,0.000103,0.004529999999999999,0.0,0.0,0.00035600000000000003,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.000985,0.0,
granarolo - centrale del latte milano yogurt - yogurt centrale del latte di milano vaniglia,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,113.0,16.7999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ciambella all'avena,,,,32.9,1.9,,3.6,,,1.2,,1.63,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.002,,,,0.0,0.006999999999999999,0.242,0.0,0.465,0.022000000000000002,,0.0,0.249,0.191,0.486,10.7,,,,255.02,53.3,,1.082,0.406,0.757,0.188,0.482,0.233,0.138,0.2880000000000001,0.41,0.382,0.46,0.301,0.321,0.561,0.526,0.517,0.253,5.2e-05,0.00033,,,0.012,,0.0,0.0,0.0153,0.0,0.0030800000000000003,,,4.6e-05,0.11,0.0,5.8e-05,0.031,0.000863,0.115,0.000151,3.4200000000000005e-05,0.59,,,,,0.0,,,0.0,0.0009000000000000002,9.8e-05,0.00044500000000000003,4e-07,0.0,4.3e-05,0.00296,0.0002,0.0,0.0,1e-06,1e-06,1.2e-06,0.000338,0.000331,3.318
agnesi festaiola sfoglia ruvida tagliatelle alla zucca gialla,,,,,,,4.0,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,347.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agnesi pasta di semola pastine emotion - canestrini,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,353.0,71.8000030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle after eight - christmas balls,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,569.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle cereali cheerios,,,,,,,3.0,,,5.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1000000238418601,,7.900000095367429,,,,391.0,78.6999969482422,,,,,,,,,,,,,,,,,,,0.00016999999999999999,,,,0.267,,,,,,0.0118999996185303,,,,,,,,,,,,0.6,,,,,,,,,,,0.00509999990463257,,8.50000023841858e-07,0.0017000000476837206,0.0153000001907349,0.051,,,,,,0.00139999997615814,0.00120000004768372,
"pate di pollo, in scatola",,,,65.64,1.26,,0.0,,,13.1,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.62,4.51,0.0,2.16,0.1,,0.1,5.28,4.0,2.46,13.45,,,,201.0,6.55,,0.7000000000000001,0.735,1.196,0.34,0.863,0.3470000000000001,0.195,0.953,0.6930000000000001,0.763,0.8160000000000001,0.601,0.49,1.251,0.6940000000000002,0.687,0.218,0.0,0.00098,,0.014,0.01,,0.0,0.391,0.2288,0.0,0.00919,0.0,,0.000321,0.17500000000000002,0.0,0.0,0.013000000000000001,0.000162,0.095,0.00017999999999999998,4.61e-05,0.386,,,,,0.0,,,0.0,0.00214,0.000321,0.0026200000000000004,0.0,8.07e-06,0.00026000000000000003,0.007517,0.01,0.0,0.0,0.0,0.000217,0.00021719999999999997,0.001401,5.2000000000000004e-05,1.942
"tortellini, freschi",,,,30.5,1.77,,1.9,,,7.23,,0.95,,,,,,,,0.001,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.262,0.08900000000000001,0.052000000000000005,0.126,0.159,,,,0.001,0.133,1.8219999999999998,0.0,0.3720000000000001,0.084,,0.004,2.066,3.6,0.461,13.5,,,,306.88,47.0,,,,,,,,,,,,,,,,,,,6.2e-05,0.00016,,,0.152,,0.0,0.042,0.0054,1e-06,0.0015,,,1.2e-05,0.212,0.0,3.2e-05,0.021,,0.08900000000000001,8e-05,2.3899999999999998e-05,0.616,,,,,0.0,,,0.0,0.00102,7.4e-05,,1.3e-06,1.6e-07,4.3e-05,0.002696,0.0,0.0,0.0,1.1e-05,3.7e-05,4.29e-05,0.00031,0.000313,
"broccoletti di rapa, cotti",,,,91.41,1.11,0.23,2.8,0.24,0.0,0.52,,0.62,0.0,0.0,,,0.02,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.13,0.0,0.0,0.03,0.057,0.15,3.83,0.0,0.0,0.15,32.5,3.12,,0.158,0.125,0.20600000000000002,0.058,0.184,0.08,0.05200000000000001,0.239,0.14800000000000002,0.149,0.207,0.128,0.09,0.434,0.154,0.12,0.047,,0.00253,,0.0002,0.11800000000000001,,0.0,,0.033600000000000005,0.0,0.00127,,,7.099999999999999e-05,0.08199999999999999,0.0,0.0016829999999999998,0.027000000000000003,0.00038,0.343,7.5e-05,1.3e-06,0.056,,1e-05,0.0,0.00032,,,,,0.00054,7.099999999999999e-05,0.0004480000000000001,0.000256,,0.00022,0.0020150000000000003,0.037000000000000005,0.0,0.0,0.0027199999999999998,,0.0013599,0.00014,0.000169,0.662
ferrero kinder brioss,,,,,,,1.79999995231628,,,22.2000007629395,,19.3999996185303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,10.1000003814697,,,,415.0,43.7000007629395,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,0.138,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,
nestle - buitoni risotto di mare buitoni,,,,,,,1.0,,,2.79999995231628,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30000001192092896,,5.1999998092651385,,,,115.0,17.2000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,
foglie di crisantemo,,,,91.4,1.67,,3.0,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36,,,,23.9,3.01,,,,,,,,,,,,,,,,,,,0.0,,,,0.117,,,0.0,,,0.0023,,,0.000177,0.054000000000000006,,,0.032,0.0009429999999999999,0.5670000000000001,0.00013700000000000002,3e-07,0.11800000000000001,,,,,,,,,0.0007099999999999999,0.000177,0.000221,,0.0,0.00017600000000000002,0.000531,0.0014,0.0,0.0,,0.0,0.0005610000000000001,0.00014400000000000006,0.00013000000000000002,
agnesi polenta istantanea,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.900000095367429,,,,353.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle orzoro - solubile orzo e cacao,,,,,,,10.3000001907349,,,2.79999995231628,,31.2999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70000004768372,,7.5,,,,342.0,71.8000030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,
granarolo - prima natura bio yogurt prima natura bio fragola,,,,,,,,,,3.4000000953674303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9000000953674303,,,,102.0,14.3000001907349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loacker sandwich hazelnut 30 grammi,,,,,,,,,,25.899999618530305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.800000190734861,,,,506.0,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bresaola,,,,53.8,10.4,,0.0,,,1.94,0.302,2.7,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.078,0.762,0.0,0.055,0.005,,0.01,0.84,0.95,0.07,31.1,,,,152.96,2.76,,1.37,1.308,2.287,0.7490000000000001,1.426,0.917,0.189,2.4290000000000007,1.75,1.7480000000000002,1.859,1.148,0.916,2.6180000000000003,1.135,1.1320000000000001,0.371,0.0,0.00038,,0.0,0.008,,0.0,0.079,0.0,0.0,0.00242,0.0,8.400000000000001e-06,1e-05,0.181,0.0,0.0,0.019,1.7000000000000007e-05,0.235,7.400000000000001e-05,3.2399999999999995e-05,2.79,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0049299999999999995,1e-05,0.0005660000000000001,1.3e-06,1.59e-06,0.000386,0.005164,0.0,0.0,2.5e-08,0.0,0.0,0.0,0.00016299999999999998,6.500000000000001e-05,4.316
nestle - motta kids - ghiacciolone limone,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,60.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,
knorr sugo pomodori tritati al basilico 400 grammi,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,50.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle latte intero concentrato zuccherato 397 grammi,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.800000190734861,,,,324.0,55.2999992370605,,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo - yomo yomo 100% naturale - yogurt yomo 100% naturale agrumi di sicilia,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4000000953674303,,,,110.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
