name,"acidi grassi, trans | g","acidi grassi, trans-monoenoici | g","acidi grassi, trans-polienoico | g",acqua | g,ceneri | g,destrosio | g,fibre | g,fruttosio | g,galattosio | g,grassi | g,idrossiprolina | g,zuccheri | g,c4:1 | g,c5:1 | g,c6:1 c | g,c6:1 t | g,c7:1 | g,c8:1 c | g,c8:1 t | g,c0:1 | g,c2:1 c | g,c2:1 t | g,c4:1 c | g,c0:5 n-3 | g,c1:5 | g,c2:5 n-3 | g,c8:2 clas | g,c8:2 i | g,"c8:2 n-6 c,c | g",c8:2 t not further defined | g,"c8:2 t,t | g","c8:3 n-3 c,c,c | g","c8:3 n-6 c,c,c | g",c8:3i | g,c8:4 | g,"c0:2 n-6 c,c | g",c0:3 n-3 | g,c0:3 n-6 | g,c2:4 | g,c4:0 | g,c6:0 | g,c8:0 | g,c0:0 | g,c2:0 | g,c3:0 | g,c5:0 | g,c7:0 | g,c2:6 n-3 | g,c6:1 not further defined | g,c8:1 not further defined | g,c2:1 not further defined | g,c8:2 not further defined | g,c8:3 not further defined | g,c0:3 not further defined | g,c0:4 not further defined | g,acidi grassi monoinsaturi totali | g,acidi grassi saturi totali | g,acidi grassi polinsaturi totali | g,proteine totali | g,lattosio (mse) | g,maltosio (mse) | g,saccarosio (mse) | g,"calorie, ricalcolata | kcal",carboidrati disponibili | g,amido | g,prolina | g,isoleucina | g,leucina | g,metionina | g,valina | g,istidina | g,triptofano | g,lisina | g,glicina | g,alanina | g,arginina | g,treonina | g,tirosina | g,acido aspartico | g,fenilalanina | g,serina | g,cistina | g,acido folico (vit. b9 o m o folacina) | g,alpha-tocoferolo (vit. e) | g,beta-sistosterolo | g,betaina | g,calcio | g,campesterolo | g,"carotene, alfa | g",colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",ferro | g,fitosteroli | g,fluoro | g,folato alimentare | g,fosforo | g,licopene | g,luteina + zeaxantina | g,magnesio | g,manganese | g,potassio | g,rame | g,selenio | g,sodio | g,stigmasterolo | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,"vitamina b-12, aggiunta | g",vitamina d2 | g,vitamina d3 | g,"vitamina e, aggiunta | g",zinco | g,folati totali | g,acido pantotenico | g,vitamina k | g,vitamina b12 | g,vitamina b6 | g,niacina | g,vitamina c | g,vitamina d | g,colecalcifenolo (vit. d) | g,ß-carotene equivalente | g,retinolo equivalente | g,vitamina a retinolo eq. | g,riboflavina | g,tiamina | g,acido glutamico | g
"tonno sottolio, senza sale",,,,59.83,2.76,,0.0,,,8.21,,,,,,,,,,0.027000000000000003,,,,0.027000000000000003,,,,,,,,,,,,,,,,,,,,,,,,0.10099999999999999,0.083,2.839,,2.6830000000000003,0.07400000000000001,,,2.949,1.534,2.885,29.13,,,,198.37,0.0,,1.03,1.342,2.3680000000000003,0.862,1.501,0.858,0.326,2.6750000000000003,1.3980000000000001,1.7619999999999998,1.743,1.2770000000000001,0.983,2.983,1.137,1.189,0.312,0.0,,,,0.013000000000000001,,,0.018000000000000002,,,0.00139,,3.1e-05,5e-06,0.311,,,0.031,1.5e-05,0.207,7.099999999999999e-05,7.599999999999999e-05,0.05,,,,,,,,,0.0009000000000000002,5e-06,0.00037,,2.2e-06,0.00011,0.0124,0.0,,,,,2.34e-05,0.00012,3.8e-05,4.349
granarolo - alta qualità yogurt ai cereali - yogurt 5 cereali fatto con latte fresco pastorizzato di alta qualità,,,,,,,,,,3.5999999046325697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9000000953674303,,,,118.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cavolo cinese (pak choi), bollito, senza sale",,,,95.55,0.95,,1.0,,,0.16,,0.83,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.001,,,,0.0,0.0,0.011000000000000001,0.0,0.031,0.040999999999999995,,0.0,0.012,0.021,0.077,1.56,,,,11.47,1.78,,0.032,0.08900000000000001,0.091,0.009000000000000003,0.069,0.027000000000000003,0.015,0.093,0.045,0.09,0.08700000000000001,0.051,0.03,0.112,0.046,0.05,0.017,0.0,8.999999999999999e-05,,0.0002,0.093,,1e-06,0.0,0.0121,0.0,0.0010400000000000001,,,4.1e-05,0.029,0.0,3.8e-05,0.011,0.00014400000000000006,0.371,1.9e-05,4e-07,0.034,,,,,0.0,,,0.0,0.00017,4.1e-05,7.900000000000001e-05,3.4e-05,0.0,0.00016600000000000002,0.00042800000000000016,0.026000000000000002,0.0,0.0,0.002549,0.0,0.0012747,6.3e-05,3.2e-05,0.374
pomelo,,,,89.1,0.48,,1.0,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,38.0,9.62,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.0,0.0,,1e-05,0.00011,,,,0.017,,,0.006,1.7000000000000007e-05,0.21600000000000005,4.8e-05,,0.001,,,,,,,,,8e-05,,,,0.0,3.6000000000000014e-05,0.00022,0.061,,,0.0,0.0,2.4e-06,2.7000000000000002e-05,3.400000000000001e-05,
valsoia rys - il gelato che viene dal riso variegato frutti di bosco,,,,,,,1.5,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000002980232,,,,201.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cicoria da taglio,,,,92.0,1.3,,4.0,,,0.3,,0.7,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.006,0.0,0.11199999999999999,0.019,,0.0,0.006,0.073,0.131,1.7,,,,22.94,4.7,,,0.101,0.07400000000000001,0.01,0.077,0.029,0.031,0.067,,,0.124,0.047,,,0.041,,,0.0,0.0022600000000000003,,,0.1,,0.0,0.0,0.0128,0.0,0.0009000000000000002,,,0.00011,0.047,0.0,0.0103,0.03,0.000429,0.42,0.000295,3e-07,0.045,,,,,0.0,,,0.0,0.00042,0.00011,0.001159,0.0002976,0.0,0.000105,0.0005,0.024,0.0,0.0,0.00343,0.0,0.0017150999999999998,0.0001,6e-05,
marmellate,,,,30.47,0.23,,1.1,,,0.07,,48.5,,,,,,,,0.018000000000000002,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.006999999999999999,0.013999999999999999,0.0,0.0,,0.0,0.038,0.01,0.0,0.37,,,,277.96,68.86,,0.023,0.017,0.037000000000000005,0.001,0.021,0.014,0.008,0.03,0.029,0.037000000000000005,0.032,0.023,0.025,0.166,0.021,0.028,0.006,0.0,0.00012,,,0.02,,0.0,0.0,0.0102,0.0,0.00049,0.012,1.9e-05,1.1e-05,0.019,0.0,0.0,0.004,4e-05,0.077,0.0001,2e-06,0.032,,,,,0.0,,,0.0,6e-05,1.1e-05,2e-05,0.0,0.0,2e-05,3.6000000000000014e-05,0.0088,0.0,0.0,0.0,0.0,0.0,7.6e-05,1.6e-05,0.109
loacker sandwich chocolate 30 grammi,,,,,,,,,,25.2999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.699999809265139,,,,499.0,60.2000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kraft philadelphia light - panetto 80 grammi,,,,,,,0.30000001192092896,,,18.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,10.0,,,,220.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,
"spalla di agnello, semigrassa, cruda",,,,61.39,0.89,,0.0,,,21.45,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.05,0.09,,,,0.0,0.62,7.9,0.0,1.25,0.38,,0.08,8.79,9.28,1.71,16.58,,,,264.1,0.0,,0.6960000000000001,0.8,1.29,0.426,0.895,0.525,0.194,1.464,0.81,0.997,0.985,0.71,0.557,1.46,0.675,0.616,0.198,0.0,0.00022,,0.0102,0.016,,0.0,0.07200000000000001,0.0695,0.0,0.0015,,,1.9e-05,0.158,0.0,0.0,0.021,1.9e-05,0.23,9.7e-05,1.92e-05,0.061,,,,,0.0,,1e-07,0.0,0.00394,1.9e-05,0.0006799999999999999,3.4e-06,2.5299999999999995e-06,0.00013000000000000002,0.00566,0.0,1e-07,5e-08,0.0,0.0,0.0,0.00021,0.00011,2.406
valsoia rys - il gelato che viene dal riso,,,,,,,1.5,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000002980232,,,,186.0,28.399999618530305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radicchio rosso,,,,93.14,0.7,,0.9,,,0.25,,0.6,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.005,0.0,0.09300000000000001,0.016,,0.0,0.01,0.06,0.11,1.43,,,,22.94,4.48,,,0.085,0.062,0.008,0.065,0.024,0.026000000000000002,0.056,,,0.105,0.04,,,0.034,,,0.0,0.0022600000000000003,,,0.019,,0.0,0.0,0.0109,0.0,0.00057,,,5.9999999999999995e-05,0.04,0.0,0.008832,0.013000000000000001,0.00013800000000000002,0.302,0.00034100000000000005,9.000000000000002e-07,0.022,,,,,0.0,,,0.0,0.00062,5.9999999999999995e-05,0.000269,0.0002552,0.0,5.7e-05,0.000255,0.008,0.0,0.0,1.6e-05,0.0,8.099999999999999e-06,2.8000000000000013e-05,1.6e-05,
nocciole,,,,5.31,2.29,0.07,9.7,0.07,,60.75,,4.34,0.0,,,,,,,0.131,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11599999999999999,45.405,0.0,7.8329999999999975,0.087,0.0,0.0,45.652,4.4639999999999995,7.92,14.95,0.0,0.0,4.2,628.35,16.7,0.48,0.561,0.545,1.063,0.221,0.7010000000000001,0.43200000000000016,0.193,0.42,0.7240000000000001,0.73,2.211,0.4970000000000002,0.362,1.679,0.6629999999999999,0.735,0.277,0.0,0.015030000000000003,0.08900000000000001,0.0004,0.114,0.006,3e-06,0.0,0.0456,0.0,0.0047,0.096,,0.000113,0.29,0.0,9.2e-05,0.163,0.006175,0.68,0.0017250000000000002,2.4e-06,0.0,0.001,0.00033,0.0,0.0,0.0,,,0.0,0.0024500000000000004,0.000113,0.000918,1.4199999999999994e-05,0.0,0.0005629999999999999,0.0018000000000000004,0.0063,0.0,0.0,1.1e-05,0.0,6e-06,0.000113,0.000643,3.71
galbusera frollini turco,,,,,,,5.0,,,19.5,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.400000095367429,8.80000019073486,4.30000019073486,8.10000038146973,,,,463.0,63.7000007629395,46.7000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
knorr sugo pomodori tritati alla marinara 400 grammi,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,65.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle - baby omogeneizzato di vitello,,,,,,,,,,4.40000009536743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,86.0,4.19999980926514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo - alta qualità crema cacao fatta con latte fresco alta qualità,,,,,,,,,,3.79999995231628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,137.0,22.2000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carne di coregone,,,,20.59,5.57,0.0,0.0,0.0,0.0,13.44,,0.0,0.01,0.02,,,0.0,,,0.39,,,0.02,0.42,0.01,0.18,,,,,,,,,0.06,0.05,,,0.03,,,0.0,0.0,0.06,,0.09,0.08,0.65,1.42,2.45,0.07,0.26,0.28,0.05,0.17,4.38,2.85,2.16,62.44,0.0,0.0,0.0,370.7,0.0,0.0,2.98,2.26,4.11,1.74,2.61,1.3,0.58,4.7700000000000005,4.37,3.78,3.61,2.47,1.74,5.67,2.34,2.34,0.5,0.0,0.00066,,0.0883,0.81,,0.0,0.266,0.2056,0.0,0.0041,,,1.1e-05,1.04,0.0,0.0,0.085,0.00023,1.08,0.00017999999999999998,0.000113,0.2,,0.0,0.0,0.0,0.0,,,0.0,0.005,1.1e-05,0.00257,1.3e-06,1.84e-05,0.000365,0.0112,0.0,,,0.0,3.9e-05,3.9299999999999986e-05,0.00043799999999999997,5.3e-05,8.1
nestle - buitoni cappelletti al prosciutto crudo buitoni,,,,,,,2.2000000476837203,,,7.199999809265139,,2.2000000476837203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,11.5,,,,276.0,41.2999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
nestle la cremeria - caffè vaniglia,,,,,,,3.0,,,6.800000190734861,,24.7999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,2.5,,,,180.0,27.100000381469695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,
olio di semi di lino,,,,0.0,0.0,,0.0,,,100.0,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,20.2,0.0,12.7,53.3,,0.0,20.2,9.4,66.0,0.0,,,,884.08,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0175,,,0.0,,0.0,0.0,0.0002,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
rhum,,,,66.6,0.0,,0.0,,,0.0,,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,231.12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.00012,,9e-06,0.0,0.005,0.0,0.0,0.0,1.8000000000000007e-05,0.002,5e-05,0.0,0.001,,,,,0.0,,,0.0,7.000000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.0
"astice, cotto",,,,79.37,1.2,,0.0,,,1.2,,0.0,,,,,,,,0.012,,,,0.11900000000000001,,0.0,,,,,,,,,0.001,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.047,0.027000000000000003,0.147,0.05,0.09,0.027999999999999997,,0.055999999999999994,0.244,0.18100000000000002,0.3670000000000001,16.77,,,,81.98,0.0,,0.5529999999999999,0.8109999999999999,1.329,0.47200000000000003,0.7859999999999999,0.341,0.234,1.457,1.0090000000000001,0.9470000000000001,1.463,0.6759999999999999,0.5579999999999999,1.731,0.706,0.66,0.188,0.0,0.0015,,,0.06,,0.0,0.133,0.08090000000000001,0.0,0.0008300000000000001,,,4.4e-05,0.27,0.0,0.0,0.033,0.000522,0.29600000000000004,0.0006850000000000001,3.6700000000000004e-05,0.094,,,,,0.0,,0.0,0.0,0.00176,4.4e-05,0.00058,1e-07,2.15e-06,7.6e-05,0.00228,0.0009000000000000002,0.0,0.0,0.0,1.4999999999999999e-05,1.4999999999999999e-05,8.499999999999999e-05,5e-05,2.8560000000000003
carne di orso bruno (alaska),,,,71.2,0.4,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,,,,155.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072000000000000015,,,,0.162,,,,,,,,,,,,,,,,,,,,,,,0.0032,,,,,,7.8e-05,0.0006799999999999999,0.00016,
agnesi ponte - pasta di semola minestre - filini,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1999998092651,,,,348.0,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barilla - mulino bianco grissini friabili,,,,,,,3.0,,,10.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.90000009536743,,11.5,,,,416.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,
agnesi pasta di semola corta - mezze penne rigate,,,,,,,,,,1.29999995231628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,367.0,74.3000030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sciroppo al malto,,,,21.1,1.3,,0.0,,,0.0,,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.2,,,,318.12,71.3,,0.459,0.21,0.378,0.11,0.304,0.132,0.075,0.267,0.252,0.271,0.2830000000000001,0.20800000000000002,0.16899999999999998,0.5579999999999999,0.26,0.232,0.065,0.0,,,,0.061,,,0.0,,,0.00096,,,1.2e-05,0.23600000000000002,,,0.07200000000000001,0.0001,0.32,0.0002,1.23e-05,0.035,,,,,0.0,,,,0.00014,1.2e-05,0.000171,,0.0,0.0005,0.008119999999999999,0.0,,,,0.0,0.0,0.000393,1.1e-05,1.006
loacker minis cremkakao 150 grammi,,,,,,,,,,26.600000381469695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.400000095367429,,,,505.0,58.9000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferrero duplo cuore fondente - pezzo singolo,,,,,,,2.70000004768372,,,34.9000015258789,,40.2999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,6.699999809265139,,,,532.0,47.7999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143899993896484,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,
formaggio messicano,,,,48.2,4.3,,0.0,,,19.4,,0.56,,,,,,,,0.04,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.72,0.42,0.24,0.52,0.56,,,,0.0,0.3,4.47,0.0,0.57,0.13,,0.03,5.02,11.58,0.75,24.69,,,,282.03,3.41,,,,,,,,,,,,,,,,,,,0.0,0.00017,,,1.146,,0.0,0.062,0.0135,0.0,0.00013000000000000002,,,2e-05,0.583,0.0,0.0,0.035,,0.093,2.1e-05,1.55e-05,0.7759999999999999,,,,,0.0,,4e-07,0.0,0.0043,2e-05,,1.6e-06,1.6599999999999996e-06,8.400000000000001e-05,6e-05,0.0,4e-07,3.5000000000000004e-07,5e-05,0.00015099999999999998,0.00017579999999999996,0.0003,3e-05,
the nestea al limone,,,,91.18,0.12,,0.0,,,0.0,,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,36.33,9.09,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,0.0,,8.99e-05,,0.036000000000000004,,,0.001,0.000131,0.019,8e-06,,0.021,,,,,,,,,6e-05,,,,,,,,,,,,,,,
agnesi pasta all`uovo pastine - grattini,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,372.0,71.0999984741211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle - motta kids - nesquik coppa,,,,,,,1.70000004768372,,,10.6000003814697,,23.600000381469695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,2.5999999046325697,,,,206.0,24.899999618530305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,
nestle - buitoni tortelloni ricotta e spinaci buitoni,,,,,,,4.5,,,7.5,,3.70000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,9.39999961853027,,,,264.0,39.7000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,
barretta al muesli,,,,3.9,1.9,,5.3,,,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,0.01,4.37,,11.99,0.06,,,4.38,2.37,12.05,10.1,,,,471.32,64.4,,0.518,0.3520000000000001,0.7240000000000001,0.177,0.508,0.21600000000000008,0.177,0.4,0.499,0.46,0.674,0.264,0.3520000000000001,0.8300000000000001,0.479,0.47,0.304,0.0,,,0.006900000000000001,0.061,,,0.0,0.022,,0.0029500000000000004,,,2.3e-05,0.277,,,0.097,0.001777,0.336,0.000392,1.6199999999999994e-05,0.294,,,,,,,,,0.00203,2.3e-05,0.0008129999999999999,,0.0,8.499999999999999e-05,0.0015810000000000002,0.0009000000000000002,,,,,4.5299999999999997e-05,0.000119,0.000264,1.975
pasticiccini danesi al formaggio,,,,31.4,1.5,,1.0,,,21.9,,6.95,0.022000000000000002,,,,,,,0.004,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.096,0.027999999999999997,0.033,0.075,0.084,,,,0.001,0.057999999999999996,11.225999999999999,0.0,2.41,0.139,,0.01,11.312999999999999,6.794,2.575,8.0,,,,374.04,37.2,,0.7170000000000001,0.371,0.644,0.17400000000000002,0.41200000000000003,0.205,0.08900000000000001,0.43,0.239,0.292,0.324,0.293,0.293,0.511,0.402,0.428,0.13699999999999998,3.5e-05,0.00035,,,0.035,,0.0,0.023,0.020100000000000003,0.0,0.0016,,,2.5e-05,0.108,0.0,3.8e-05,0.015,0.000351,0.098,8.900000000000001e-05,1.89e-05,0.322,,,,,0.0,,,0.0,0.0007,5.9999999999999995e-05,0.000304,6.900000000000003e-06,2e-07,4e-05,0.002,0.0001,0.0,5e-08,8e-06,3.4e-05,3.84e-05,0.00026000000000000003,0.00019,2.021
barilla - mulino bianco merende - saccottino con confettura di albicocca,,,,,,,2.0,,,19.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,6.5,,,,391.0,48.2999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,
loacker sandwich chocolate 150 grammi,,,,,,,,,,25.2999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.699999809265139,,,,499.0,60.2000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
costine di maiale,0.222,0.138,0.084,59.75,0.67,,0.0,,,23.4,0.04,0.0,0.0,0.0,,,0.0,7.751,0.138,0.12300000000000001,,,,0.0,,0.0,,,3.1460000000000004,,0.084,0.081,0.0,,0.0,0.079,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.037000000000000005,0.0,0.53,7.8889999999999985,0.0,3.23,0.081,0.0,0.563,8.542,7.529,3.9530000000000003,15.47,,,,277.01,0.0,,0.626,0.7609999999999999,1.318,0.426,0.809,0.6679999999999999,0.163,1.435,0.6970000000000002,0.908,1.03,0.6950000000000001,0.589,1.514,0.65,0.669,0.179,0.0,0.00037,,0.0022,0.015,,0.0,0.08,0.0597,0.0,0.00091,,,0.0,0.141,0.0,0.0,0.016,1e-05,0.242,8e-05,2.2e-05,0.081,,,,,0.0,,2.3e-06,0.0,0.0025,0.0,0.000625,0.0,3.8e-07,0.0005740000000000001,0.004662,0.0,2.3e-06,2.275e-06,0.0,0.0,0.0,0.00025100000000000003,0.000319,2.47
fiocchi di mais e crusca con frutta e nocciole,,,,8.5,2.6,,9.7,,,5.6,,29.8,0.0,0.0,,,0.0,,,0.005,,,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,0.001,0.0,0.003,0.0,0.003,,0.0,0.0,0.0,0.017,1.929,0.0,2.219,0.073,0.0,0.001,1.9509999999999998,0.8,2.293,7.1,,,,385.04,76.2,,,,,,,,,,,,,,,,,,,0.00016299999999999998,0.00232,,,0.043,,0.0,0.0,0.0285,0.0,0.00982,,,1.9e-05,0.294,0.0,0.0,0.12,0.002474,0.443,0.0004730000000000001,1.73e-05,0.509,,,,,2.73e-06,,,0.0,0.0027300000000000002,0.000182,0.0007750000000000001,1.6999999999999996e-06,2.73e-06,0.00091,0.00909,0.0,1.8e-06,1.825e-06,0.0,0.00041,0.00040919999999999997,0.0007700000000000001,0.0006799999999999999,
danone - vitasnella fiocchi di latte,,,,,,,,,,3.9000000953674303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8999996185303,,,,92.0,2.2000000476837203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galbusera buonicosì,,,,,,,2.0,,,17.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.800000190734861,8.39999961853027,3.29999995231628,7.800000190734861,,,,433.0,69.6999969482422,45.7000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,
kellogs cereali - kellogg's coco pops palline,,,,,,,3.0,,,3.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,383.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,0.3,,,,,,,,,,,,,8.29999983310699e-07,0.0017000000476837206,0.0148999996185303,,,,,,,0.0012999999523162801,0.00120000004768372,
algida cornetto love disc,,,,,,,1.5,,,17.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,3.5,,,,320.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,
