name,acido aspartico | g,acido fitico | g,acido glutamico | g,acqua | g,alanina | g,alcol | g,amido | g,aminoacido limitante,arginina | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,calcio | g,carboidrati disponibili | g,categoria,cistina | g,codice alimento,colesterolo | g,energia | kj,energia | kcal,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fosforo | g,glicina | g,indice chimico,isoleucina | g,istidina | g,leucina | g,lipidi | g,lisina | g,magnesio | g,metionina | g,niacina | g,nome scientifico,potassio | g,prolina | g,proteine | g,rame | g,rapporto polinsaturi/saturi,riboflavina | g,selenio | g,serina | g,sodio | g,tiamina | g,tirosina | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,vitamina c | g,vitamina e | g,zinco | g,zuccheri solubili | g
"vitello, filetto, cotto [saltato in padella senza aggiunta di grassi e di sale]",,0.0,,56.9,,0.0,0.0,,,0.0,0.34,0.16,2.89,0.68,1.4,4.52,0.22,0.14,0.0,0.0,0.11,0.0,0.0,0.0,0.0,,0.0,Carni Fresche,,101521.0,0.099,1079.0,258.0,,,0.0,0.0,0.0,,,,,,,11.5,,,,,Bos taurus,,,38.6,,0.1,,,,,,,,,,,,,,0.0
"pomodori, passata",,,,90.8,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.016,3.0,Verdure e Ortaggi,,6670.0,0.0,76.0,18.0,,,,,1.5,0.035,,,,,,0.2,,,,,Solanum lycopersicum L.,,,1.3,,,,,,0.16,,,,,,0.00053,0.008,,,3.0
biscotti secchi,,,,2.2,,0.0,60.3,,,,,,,,,,,,,,,,,,,0.022,84.8,Cereali e Derivati,,950.0,,1738.0,416.0,,0.0009000000000000001,1.32,1.32,2.6,0.157,,,,,,7.9,,,,0.0005,,0.14,,6.6,,,0.00019,,,0.41000000000000003,8e-05,,,,,5e-08,0.0,,,18.5
"gamberi, sgusciati, surgelati",,0.0,,81.2,,0.0,0.0,,,0.0,0.05,0.0,0.16,0.04,0.05,0.19,0.02,0.01,0.05,0.01,0.0,0.16,0.0,0.03,0.18,0.128,2.9,Prodotti della pesca,,128110.0,0.15,356.0,85.0,,0.0026000000000000003,0.0,0.0,0.0,0.15,,,,,,0.9,,,,0.0005,Crangon vulgaris,0.075,,16.5,,1.4,2e-05,,,0.375,5e-05,,,,,5e-08,5e-05,,,2.9
"pasta di semola, integrale cruda",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,Cereali e Derivati,,850.0,0.0,,,,,5.02,1.38,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5e-05,,
pepe nero,,,,10.5,,0.0,,,,,,,,,,,,,,,,,,,,0.43,,Verdure e Ortaggi,,6820.0,0.0,,,,0.0112,,,,0.17,,,,,,3.3,,,,0.0011,Piper nigrum,1.26,,10.9,,,0.00024,,,0.044,0.00011,,,,,1.8999999999999998e-05,0.0,,,
carrube,,,,10.0,,0.0,0.9,,,,,,,,,,,,,,,,,,,,49.9,Frutta,,8510.0,0.0,865.0,207.0,,,19.07,4.05,23.1,,,,,,,0.7,,,,,Ceratonia siliqua,,,3.3,,,,,,,,,,,,,,,,48.9
bresaola,2.945,0.0,4.573,60.0,1.852,0.0,0.0,Trip.,2.048,0.0,0.03,0.01,0.42,0.08,0.28,0.79,0.12,0.05,0.0,0.02,0.04,0.1,0.0,0.11,0.01,0.007,0.0,Carni Trasformate e Conservate,0.367,110020.0,0.067,633.0,151.0,1.33,0.0024,0.0,0.0,0.0,0.168,1.371,94.0,1.608,1.308,2.6510000000000002,2.6,2.9290000000000003,0.034,0.9450000000000001,0.0024,,0.505,1.182,32.0,0.00015,0.5,0.00023,,1.296,1.597,0.00012,1.125,1.5290000000000001,0.325,1.687,,0.0,,0.00387,0.0
marzapane,,,,,,0.0,,,,0.0,0.02,0.0,1.5,0.17,0.4,16.88,4.55,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,,Dolci,,217500.0,0.0,,,,,,,,,,,,,,25.8,,,,,,,,,,2.4,,,,,,,,,,,,,,
asparagi di campo crudi,,,,91.4,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.025,3.3,Verdure e Ortaggi,,5040.0,0.0,121.0,29.0,,0.0012,,,2.0,0.077,,,,,,0.2,,,,0.001,Asparagus officinalis,,,3.6,,,0.00029,,,,0.00021,,,,,8.2e-05,0.018000000000000002,,,3.3
"coratella di agnello  [cuore, polmoni, fegato, milza, reni]",,0.0,,77.2,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,Frattaglie,,115120.0,,455.0,109.0,,,0.0,0.0,0.0,,,,,,,4.7,,,,,Ovis agnus,,,15.7,,,,,,,,,,,,,,,,1.0
"cheese-burger -peso medio 132g- [pane all'olio o al latte, hamburger di carne bovina, ketchup, verdure, formaggio]",,0.05,,47.7,,0.0,,,,,,,,,,,,,,,,,,,,,21.6,Fast-Food a base di carne,,119020.0,,1067.0,255.0,,,,,1.5,,,,,,,13.1,,,,,,,,14.0,,,,,,,,,,,,,,,,
patè di pollo,,0.0,,55.4,,0.0,,,,,,,,,,,,,,,,,,,,0.014,2.3,Carni Trasformate e Conservate,,114030.0,,1208.0,289.0,,0.0045000000000000005,0.0,0.0,0.0,0.125,,,,,,26.2,,,,,,,,11.1,,,,,,,,,,,,,0.0,,,
"latte di vacca in polvere, scremato",,0.0,,5.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,1.323,56.2,Latte e Yogurt,,135630.0,0.022,1470.0,351.0,,0.0009000000000000001,0.0,0.0,0.0,1.03,,,,,,0.9,,,,0.0008,,1.6500000000000001,,33.1,,,0.0018000000000000002,,,0.55,0.00035,,,,,1.2e-05,0.006,5e-05,,56.2
cozza o mitilo,,0.0,,82.1,,0.0,2.8,,,0.0,0.05,0.0,0.29,0.16,0.18,0.16,0.05,0.04,0.0,0.18,0.11,0.27,0.0,0.13,0.11,0.088,3.4,Prodotti della pesca,,127120.0,0.121,351.0,84.0,,0.0058,0.0,0.0,0.0,0.23600000000000002,,,,,,2.7,,0.044,,0.0016,Mytilus edulis,0.32,,11.7,0.0012,1.1,0.00016,4.9e-05,,0.29,0.00012,,,,,5.4e-05,5e-05,,0.0022,0.3
feta,,0.0,,57.1,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.36,1.5,Formaggi e latticini,,162000.0,0.068,1045.0,250.0,,0.0002,0.0,0.0,0.0,0.28,,,,,,20.2,,,,0.0002,,0.095,,15.6,,,0.00021,,,1.44,4e-05,,,,,0.000226,5e-05,,,1.5
bufalo [tessuto muscolare privato del grasso visibile],,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.16,0.02,0.14,0.24,0.14,0.03,0.0,0.0,0.05,0.02,0.0,0.0,0.0,,,Carni Fresche,,102000.0,,,,,,0.0,0.0,0.0,,,,,,,1.1,,,,,Bos bubalus,,,,,0.9,,,,,,,,,,,,,,
rughetta o rucola,,,,91.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.309,3.9,Verdure e Ortaggi,,5460.0,0.0,116.0,28.0,,0.005200000000000001,,,0.9,0.041,,,,,,0.3,,,,,Eruca sativa,0.468,,2.6,,,,,,,,,,,,0.0007419999999999999,0.11,,,3.9
"peperoni, rossi cotti [in forno a microonde senza aggiunta di acqua e di sale]",,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Verdure e Ortaggi,,5634.0,0.0,,,,,,,,,,,,,,,,0.032,,,"Caspicum annuum, cv. grossum",,,,0.00012,,,,,,,,,,,,,,0.00124,
"sedano, cotto [in forno a microonde senza aggiunta di acqua e di sale]",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,Verdure e Ortaggi,,5684.0,0.0,,,,,,,,,,,,,,,,0.018000000000000002,,,Apium graveolens,,,,0.0001,,,3e-06,,,,,,,,,,,0.00125,
gelato confezionato- panna ricoperta di cioccolato fondente,,,,44.8,,0.0,0.05,,,,,,,,,,,,,,,,,,,0.109,28.2,Dolci,,206080.0,,1324.0,316.0,,,0.0,0.0,0.0,0.212,,,,,,21.4,,,,,,,,4.5,,,,,,,,,,,,,,,,28.2
fichi,,,,81.9,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.043000000000000003,11.2,Frutta,,7050.0,0.0,198.0,47.0,,0.0005,1.38,0.63,2.0,0.025,,,,,,0.2,,,,0.0004,Ficus carica,0.27,,0.9,,,4e-05,,,0.002,3e-05,,,,,1.4999999999999999e-05,0.007,,,11.2
"zucchine, scure, cotte [in forno a microonde senza aggiunta di acqua e di sale]",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,Verdure e Ortaggi,,5754.0,0.0,,,,,,,1.3,,,,,,,,,0.042,,,Cucurbita pepo,,,,0.00014000000000000001,,,1e-06,,,,,,,,,,,0.00121,
"calamaro, surgelato",,0.0,,84.2,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.13,0.6,Prodotti della pesca,,127110.0,0.063,285.0,68.0,,0.0002,0.0,0.0,0.0,0.17,,,,,,1.5,,,,0.0021000000000000003,Loligo vulgaris,0.145,,13.1,,,2e-05,,,0.185,5e-05,,,,,7.5e-05,5e-05,,,0.6
spigola,,0.0,,79.0,,0.0,0.0,,,0.0,0.03,0.0,0.25,0.06,0.07,0.21,0.01,0.01,0.0,0.02,0.04,0.09,0.0,0.01,0.2,0.02,0.6,Prodotti della pesca,,123200.0,0.048,342.0,82.0,,0.0040999999999999995,0.0,0.0,0.0,0.202,,,,,,1.5,,0.029,,,Morone labrax,0.307,,16.5,0.0007,1.1,0.00016,,,,0.00011,,,,,1.4999999999999999e-05,5e-05,,0.0021000000000000003,0.6
cacao magro in polvere,,,,,,0.0,,,,0.0,0.0,0.0,1.84,0.0,2.64,2.96,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,,,Prodotti Vari,,508020.0,0.0,,,,,,,,,,,,,,8.0,,,,,,,,,,0.1,,,,,,,,,,,0.0,,,
cavolo cappuccio rosso,,,,92.3,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.06,2.7,Verdure e Ortaggi,,5190.0,0.0,82.0,20.0,,0.001,,,1.0,0.024,,,,,,0.2,,,,0.0006,"Brassica oleracea, cv. capitata",,,1.9,,,5e-05,,,,6e-05,,,,,5e-08,0.052000000000000005,,,2.7
"latte di vacca, condensato zuccherato",,0.0,,26.5,,0.0,0.0,,,0.27,0.85,0.11,1.97,0.2,0.85,2.1,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,56.5,Latte e Yogurt,,135510.0,0.034,1371.0,328.0,,0.0002,0.0,0.0,0.0,0.23500000000000001,,,,,,9.0,,,,0.0002,,0.39,,8.7,,0.0,0.00043,,,0.13,8.999999999999999e-05,,,,,9.9e-05,0.003,,,56.5
avocado,,0.05,,64.0,,0.0,0.05,,,0.0,0.0,0.0,2.48,0.75,0.0,17.57,1.33,0.09,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.013000000000000001,1.8,Frutta,,7490.0,0.0,968.0,231.0,,0.0006,,,3.3,0.044,,,,,,23.0,,,,0.0011,Persea gratissima,0.45,,4.4,,0.6,0.00012,,,0.002,8.999999999999999e-05,,,,,1.4e-05,0.018000000000000002,0.0064,,1.8
"gelato confezionato- vaniglia, in vaschetta",,0.0,,63.5,,0.0,0.05,,,,,,,,,,,,,,,,,,,,25.7,Dolci,,206100.0,,701.0,167.0,,,0.0,0.0,0.0,,,,,,,6.7,,,,,,,,2.7,,,,,,,,,,,,,,,,25.7
"yogurt da latte, parzialmente scremato",,0.0,,89.0,,0.0,0.0,,,0.05,0.16,0.0,0.45,0.03,0.15,0.35,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,3.8,Latte e Yogurt,,151000.0,0.008,181.0,43.0,,0.0001,0.0,0.0,0.0,0.094,,,,,,1.7,,,,0.0001,,0.149,,3.4,,0.1,0.00017999999999999998,,,0.045,4e-05,,,,,2.1e-05,0.001,6e-05,,3.8
crackers senza grassi,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,Cereali e Derivati,,1040.0,0.0,,,,,1.84,1.48,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
"pasta all'uovo secca, cotta [bollita in acqua distillata senza aggiunta di sale]",,,,67.2,,0.0,23.0,,,,,,,,,,,,,,,,,,,,25.9,Cereali e Derivati,,871.0,0.031,508.0,122.0,,,,,1.1,,,,,,,0.8,,,,,,,,4.3,,,,,,,,,,,,,0.0,,,0.7
olio di soia,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,0.0,0.0,0.15,0.0,9.79,0.3,3.68,22.26,51.36,7.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,Olii e Grassi,0.0,9700.0,0.0,3762.0,899.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,99.9,0.0,,0.0,0.0,Glicine max,5e-05,0.0,0.0,,4.2,0.0,5e-08,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,5e-05,0.0
fior di latte,,0.0,,54.8,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.35000000000000003,0.7,Formaggi e latticini,,162010.0,,1120.0,268.0,,0.0004,0.0,0.0,0.0,0.355,,,,,,20.3,,,,0.0003,,,,20.6,,,0.00027,,,,3e-05,,,,,0.0003,0.0,,,0.7
bovino adulto o vitellone - girello - [tessuto muscolare privato del grasso visibile],2.066,0.0,3.632,74.9,1.31,0.0,0.0,Trip.,1.278,0.0,0.06,0.04,0.49,0.07,0.34,0.7,0.26,0.05,0.0,0.0,0.08,0.06,0.0,0.07,0.03,0.004,0.0,Carni Fresche,0.232,101180.0,,462.0,110.0,0.869,0.0014,0.0,0.0,0.0,0.17500000000000002,1.059,100.0,0.92,0.8220000000000001,1.832,2.8,1.938,0.017,0.611,0.0043,Bos taurus,0.34400000000000003,0.875,21.3,5e-05,0.6,0.00017,3e-06,0.871,0.042,0.0001,0.754,0.869,0.23900000000000002,1.029,5e-08,0.0,,0.0031000000000000003,0.0
caciotta mista,,0.0,,39.5,,0.0,0.0,,,1.17,3.49,0.0,8.42,,3.04,7.88,1.29,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.8,Formaggi e latticini,,160820.0,,1606.0,384.0,,,0.0,0.0,0.0,,,,,,,31.0,,0.03,,,,,,24.5,,0.1,,7.699999999999999e-06,,,,,,,,,5e-05,,0.0037,1.8
lamponi,,0.0,,84.6,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.049,6.5,Frutta,,7740.0,0.0,141.0,34.0,,0.001,,,7.4,0.052000000000000005,,,,,,0.6,,,,0.0005,Rubus idaeus,0.22,,1.0,,,2e-05,,,0.003,5e-05,,,,,1.3e-05,0.025,,,6.5
cheddar,,0.0,,38.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.81,0.5,Formaggi e latticini,,160880.0,,1594.0,381.0,,0.0005,0.0,0.0,0.0,0.545,,,,,,31.0,,,,0.0001,,0.12,,25.0,,,0.00045000000000000004,,,0.61,1e-05,,,,,0.00041999999999999996,0.0,,,0.5
"broccoletti di rapa, cotti  [bolliti in acqua distillata senza aggiunta di sale]",,,,86.8,,0.0,0.0,,,,,,,,,,,,,,,,,,,,3.1,Verdure e Ortaggi,,5095.0,0.0,134.0,32.0,,,1.59,0.61,2.2,,,,,,,0.4,,,,,"Brassica rapa, cv. esculenta",,,4.2,,,,,,,,,,,,,0.08600000000000001,,,3.1
"prosciutto crudo, gambuccio",,0.0,,43.6,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,Carni Trasformate e Conservate,,110560.0,,1282.0,306.0,,,0.0,0.0,0.0,,,,,,,22.4,,,,,,,,26.2,,,,,,,,,,,,5e-08,0.0,,,0.0
"maiale, leggero, bistecca, cotta [saltata in padella senza aggiunta di grassi e di sale]",3.097,0.0,4.611,53.6,1.836,0.0,0.0,Trip.,1.818,,,,,,,,,,,,,,,,,0.009000000000000001,0.0,Carni Fresche,0.403,105236.0,0.089,1035.0,247.0,1.167,0.0012,0.0,0.0,0.0,0.26,1.5110000000000001,95.0,1.556,1.05,2.3810000000000002,14.1,2.561,0.022,0.807,0.0047,Sus scrofa domestica,0.42,1.327,30.1,0.00016,,0.0005,1.4e-05,1.2670000000000001,0.084,0.0006,1.0110000000000001,1.33,0.316,1.718,5e-08,0.0,,0.0035,0.0
crema di latte -12% di lipidi,,0.0,,78.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,,4.4,Latte e Yogurt,,140100.0,0.043000000000000003,587.0,140.0,,,0.0,0.0,0.0,,,,,,,12.5,,,,,,,,2.8,,,,,,,,,,,,,5e-05,,,4.4
panettone,,,,26.9,,0.0,30.3,,,,,,,,,,,,,,,,,,,0.149,56.2,Dolci,,216000.0,,1392.0,333.0,,0.003,,,,0.13,,,,,,10.7,,,,,,,,6.4,,,,,,,,,,,,,0.0,,,22.9
asparagi di bosco,0.504,,0.968,89.3,0.265,0.0,0.0,Leu.,0.182,,,,,,,,,,,,,,,,,0.025,4.0,Verdure e Ortaggi,0.042,5030.0,0.0,146.0,35.0,0.12,0.0011,,,,0.09,0.158,69.0,0.12,0.074,0.21,0.2,0.21,,0.061,0.0015,Asparagus officinalis,0.198,0.265,4.6,,,0.00043,,0.149,0.005,0.00013000000000000002,0.096,0.131,0.055,0.17300000000000001,0.000155,0.023,,,4.0
carciofi crudi,0.41300000000000003,,0.3,91.3,0.14400000000000002,0.0,0.5,Lis.,0.169,,,,,,,,,,,,,,,,,0.08600000000000001,2.5,Verdure e Ortaggi,0.038,5120.0,0.0,92.0,22.0,0.115,0.001,,,5.5,0.067,0.127,52.0,0.121,0.039,0.196,0.2,0.081,0.045,0.043000000000000003,0.0005,Cynara scolymus,0.376,0.136,2.7,0.00024,,0.0001,,0.139,0.133,6e-05,0.069,0.122,0.017,0.15,1.8e-05,0.012,,0.00095,1.9
"gelato confezionato- fior di latte, in vaschetta",,0.0,,60.6,,0.0,0.05,,,,,,,,,,,,,,,,,,,0.085,20.7,Dolci,,206040.0,,911.0,218.0,,0.0004,0.0,0.0,0.0,0.165,,,,,,13.7,,,,,,,,4.2,,,,,,,,,,,,,0.0,,,20.7
"albicocche, disidratate",,0.0,,3.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.08600000000000001,84.6,Frutta,,7010.0,0.0,1459.0,349.0,,0.0053,,,,0.139,,,,,,1.0,,,,0.0036000000000000003,Prunus armeniaca,1.26,,5.6,,,8e-05,,,0.033,5e-05,,,,,0.00141,0.015,,,84.6
lattarini,1.46,0.0,2.073,73.2,0.964,0.0,0.0,Trip.,0.891,,,,,,,,,,,,,,,,,0.888,0.0,Prodotti della pesca,0.088,121100.0,,606.0,145.0,0.642,,0.0,0.0,0.0,0.35000000000000003,0.745,91.0,0.686,0.686,1.197,9.6,1.4020000000000001,,0.40900000000000003,,Atherina boyeri,,0.423,14.6,,,,,0.584,,,0.496,0.672,0.146,0.847,0.000113,0.0,,,0.0
vongola,,0.0,,82.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,,2.2,Prodotti della pesca,,127170.0,,299.0,72.0,,,0.0,0.0,0.0,,,,,,,2.5,,,,,Amigdala decussata,,,10.2,,,,,,,,,,,,1.6e-05,5e-05,,,2.2
"gelato confezionato- biscotto con crema, zabaione e cioccolato",,0.0,,36.3,,0.0,,,,,,,,,,,,,,,,,,,,0.066,49.1,Dolci,,206260.0,,1134.0,271.0,,,,,,0.106,,,,,,7.3,,,,,,,,5.3,,,,,,,,,,,,,,,,
daino,,0.0,,75.8,,0.0,0.0,Trip.,,,,,,,,,,,,,,,,,,0.016,0.0,Carni Fresche,,108100.0,,397.0,95.0,1.869,0.0028,0.0,0.0,0.0,0.403,,100.0,0.966,,2.079,1.2,1.6380000000000001,0.028,0.6930000000000001,0.0064,Dama dama,0.34900000000000003,,21.0,0.00033,,0.00048,,,0.081,0.00022,,0.882,0.252,1.029,,,,0.0027,0.0
"gelato confezionato- panna, in vaschetta",,0.0,,60.6,,0.0,0.05,,,,,,,,,,,,,,,,,,,,27.2,Dolci,,206070.0,,789.0,189.0,,,0.0,0.0,0.0,,,,,,,8.2,,,,,,,,3.2,,,,,,,,,,,,,,,,27.2
"patate, cotte [arrosto]",,,,65.0,,0.0,22.8,,,,,,,,,,,,,,,,,,,0.008,25.7,Verdure e Ortaggi,,6511.0,0.0,621.0,148.0,,0.0007,,,1.8,0.055,,,,,,4.5,,,,0.0007,Solanum tuberosum,0.5700000000000001,,2.9,,,2e-05,,,0.009000000000000001,0.00023,,,,,5e-08,0.008,,,0.6
"latte di vacca pastorizzato, scremato",,0.0,,90.5,,0.0,0.0,,,0.03,0.02,0.0,0.05,0.01,0.02,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,5.3,Latte e Yogurt,,135030.0,0.002,151.0,36.0,,0.0001,0.0,0.0,0.0,0.097,,,,,,0.2,,0.011,,8.999999999999999e-05,,0.15,,3.6,,0.1,0.00017,,,0.052000000000000005,4e-05,,,,,5e-08,0.001,5e-05,0.00059,5.3
ricotta di vacca,0.84,0.0,1.631,75.7,0.43,0.0,0.0,Trip.,0.278,0.39,1.33,0.11,3.49,0.19,1.06,2.37,0.25,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,3.5,Formaggi e latticini,0.182,166820.0,0.057,613.0,146.0,0.353,0.0004,0.0,0.0,0.0,0.23700000000000002,0.181,91.0,0.466,0.185,0.997,10.9,0.794,0.017,0.203,,,0.11900000000000001,0.539,8.8,2e-05,0.1,,3.9e-06,0.41600000000000004,0.078,,0.331,0.41000000000000003,0.088,0.532,0.000128,0.0,0.00021,0.0005,3.5
"tonno, in salamoia, sgocciolato",,0.0,,73.4,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,Prodotti della pesca,,123550.0,0.063,431.0,103.0,,,0.0,0.0,0.0,,,,,,,0.3,,,,0.01,Euthynnus pelamis,,,25.1,,,8.999999999999999e-05,,,,6e-05,,,,,6.5e-05,0.0,,,0.0
pane di segale,,,,37.0,,0.0,39.5,,,,,,,,,,,,,,,,,,,0.08,45.4,Cereali e Derivati,,510.0,,915.0,219.0,,0.0025,,,4.6,0.16,,,,,,1.7,,,,0.0023,,0.19,,8.3,,,5e-05,,,0.58,0.00029,,,,,0.0,0.0,,,1.8
farina di frumento tipo 00,0.431,0.29,4.037,14.2,0.318,0.0,68.7,Lis.,0.391,,,,,,,,,,,,,,,,,0.017,77.3,Cereali e Derivati,0.28700000000000003,220.0,0.0,1423.0,340.0,0.51,0.0007,1.41,0.84,2.2,0.076,0.368,37.0,0.403,0.228,0.741,0.7,0.23900000000000002,,0.167,0.001,Triticum aestivum,0.126,1.309,11.0,,,3e-05,,0.543,0.003,0.0001,0.34500000000000003,0.31,0.116,0.452,0.0,0.0,,,1.7
salvia,,,,66.4,,0.0,0.05,,,,,,,,,,,,,,,,,,,0.6,15.6,Verdure e Ortaggi,,6860.0,0.0,483.0,116.0,,,,,,0.033,,,,,,4.6,,,,,Salvia officinalis,0.39,,3.9,,,,,,0.004,0.00011,,,,,0.000215,5e-05,,,15.6
amarene,,0.0,,84.2,,0.0,0.0,,,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,10.2,Frutta,,7700.0,0.0,174.0,42.0,,0.0004,,,1.1,0.017,,,,,,0.05,,,,0.0004,Prunus cerasus,0.114,,0.8,,1.0,5e-05,,,0.002,3e-05,,,,,2.4e-05,0.007,,,10.2
polpo,,0.0,,82.0,,0.0,0.0,,,0.0,0.04,0.0,0.28,0.02,0.1,0.08,0.0,0.0,0.05,0.04,0.0,0.18,0.0,0.06,0.22,0.14400000000000002,1.4,Prodotti della pesca,,127150.0,0.07200000000000001,237.0,57.0,,0.0015,0.0,0.0,0.0,0.189,,,,,,1.0,,0.039,,,Octopus vulgaris,0.233,,10.6,0.001,1.0,4e-05,,,,3e-05,,,,,2.4999999999999998e-05,0.0,,0.0050999999999999995,1.4
"latte di vacca pastorizzato, intero",0.269,0.0,0.771,87.0,0.11900000000000001,0.0,0.0,Trip.,0.105,0.11,0.37,0.07,0.92,0.1,0.39,0.93,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11900000000000001,4.9,Latte e Yogurt,0.037,135010.0,0.011,268.0,64.0,0.176,0.0001,0.0,0.0,0.0,0.093,0.07,100.0,0.192,0.093,0.355,3.6,0.272,0.012,0.081,0.0001,,0.15,0.371,3.3,2e-05,0.1,0.00017999999999999998,1.6e-06,0.203,0.05,4e-05,0.14200000000000002,0.164,0.05,0.233,3.7e-05,0.001,7.000000000000001e-05,0.00038,4.9
prugne rosse,,,,87.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,,10.5,Frutta,,7360.0,0.0,177.0,42.0,,,0.91,0.67,1.6,,,,,,,0.1,,,,,Prunus domestica,,,0.5,,,,,,,,,,,,,,,,10.5
"fagioli, cotti [bolliti in acqua distillata senza aggiunta di sale e scolati]",,,,70.0,,0.0,14.4,,,,,,,,,,,,,,,,,,,,17.0,Legumi,,4105.0,0.0,425.0,102.0,,0.002,6.78,1.05,7.8,,,,,,,0.7,,,,,Phaseolus vulgaris,,,7.9,,,,1.4e-06,,,,,,,,,0.0,,0.0002,1.2
"carote, cotte [in forno a microonde senza aggiunta di acqua e di sale]",,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Verdure e Ortaggi,,5154.0,0.0,,,,,,,,,,,,,,,,0.013000000000000001,,,Daucus carota,,,,0.00017999999999999998,,,1e-06,,,,,,,,,0.003,,0.0021000000000000003,
"vitello, filetto crudo",,0.0,,76.9,,0.0,0.0,,,0.0,0.08,0.04,0.68,0.16,0.33,1.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,Carni Fresche,,101520.0,0.07100000000000001,448.0,107.0,,0.0012,0.0,0.0,0.0,0.214,,,,,,2.7,,0.025,,0.0063,Bos taurus,0.36,,20.7,6e-05,0.1,0.00026000000000000003,6e-06,,0.089,0.00015,,,,,5e-08,0.0,,0.0028,0.0
ceci secchi crudi,2.3890000000000002,0.6,3.4130000000000003,10.3,0.857,0.0,39.3,Solf.,1.919,0.0,0.0,0.0,0.64,0.0,0.12,1.74,3.33,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14200000000000002,46.9,Legumi,0.247,4000.0,0.0,1323.0,316.0,1.2690000000000001,0.0064,12.45,1.13,13.6,0.41500000000000004,0.807,90.0,0.892,0.525,1.609,6.3,1.425,0.13,0.226,0.0025,Cicer arietinum,0.881,0.8260000000000001,20.9,0.001,4.3,0.0001,2e-06,1.058,0.006,0.0003,0.66,0.798,0.224,0.966,9.999999999999999e-06,5e-05,,0.0032,3.7
"melù o pesce molo, stoccafisso secco",,0.0,,12.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.06,1.1,Prodotti della pesca,,121320.0,,1490.0,356.0,,0.0033,0.0,0.0,0.0,0.45,,,,,,3.5,,,,0.0035,Gadus poutassou,1.5,,80.1,,,0.0005,,,0.5,0.00014000000000000001,,,,,0.0,0.0,,,1.1
