name,"acidi grassi, monoinsaturi | g","acidi grassi, polinsaturi | g","acidi grassi, saturi | g",acido ascorbico (vit. c) | g,acido folico (vit. b9 o m o folacina) | g,acido pantotenico (vit. b5) | g,alpha-tocoferolo (vit. e) | g,amido | g,beta-sistosterolo | g,betaina | g,caffeina | g,calcio | g,calorie | kcal,campesterolo | g,carboidrati | g,"carotene, alfa | g","carotene, beta | g",category,cobalamina (vit. b12) | g,colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",ferro | g,fibre | g,fillochinone (vit. k) | g,fitosteroli | g,fluoro | g,"folati, totali | g",folato alimentare | g,fosforo | g,galattosio | g,grassi | g,lattosio | g,licopene | g,luteina + zeaxantina | g,magnesio | g,manganese | g,niacina (vit. b3) | g,piridossina (vit. b6) | g,potassio | g,proteine | g,rame | g,retinolo (vit. a) | g,riboflavina (vit. b2) | g,selenio | g,sodio | g,stigmasterolo | g,teobromina | g,tiamina (vit. b1) | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,"vitamina b-12, aggiunta | g","vitamina e, aggiunta | g",zinco | g
granarolo linea granarolo - mozzarella granarolo,,,,,,,,,,,,0.312,247.0,,1.0,,,latticini e uova,,,,,,,,,,,,0.403,,19.0,,,,,,,,,18.0,,,,,,,,,,,,,,
algida cornetto soft fragola,,,6.0,,,,,,,,,,170.0,,27.0,,,dolci,,,,,,0.699999988079071,,,,,,,,6.0,,,,,,,,,2.0,,,,,0.04,,,,,,,,,
"salmone, cotto",,,,0.0015,,,,,,,,,178.0,,,,,pesci,3.1699999999999997e-06,0.063,,,,,,,,1.4e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo linea granarolo - formaggini granarolo,,,,,,,,,,,,0.333,245.0,,4.0,,,latticini e uova,,,,,,,,,,,,,,21.0,,,,,,,,,10.0,,,,,,,,,,,,,,
nestle nescafè - gran aroma relax,,,0.100000001490116,,,,,,,,,,66.0,,9.0,,,bevande,,,,,,27.0,,,,,,,,0.200000002980232,,,,,,,,,7.0,,,,,0.1,,,,,,,,,
prosciutto crudo,,,,0.0349,,,0.00027,,,,0.0,,246.0,,,0.0,0.0,maiale,7.4e-07,0.056,,0.0,,,0.0,0.0,,1e-06,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,5e-05,0.0,0.0,
kraft cote d'or - tavoletta - cioccolato fondente con nocciole intere,,,15.0,,,,,,,,,,560.0,,41.0,,,dolci,,,,,,7.300000190734861,,,,,,,,40.0,,,,,,,,,8.0,,,,,,,,,,,,,,
"cavolfiore, lesso",,,,,,,7.000000000000001e-05,,,,0.0,,23.0,,,0.0,7e-06,verdure,,0.0,0.0391,0.0,,,1.38e-05,,,,,,,,,0.0,2.9e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
barilla - mulino bianco liberi per natura - benvenuti,,,2.4000000953674303,,,,,,,,,,432.0,,74.0999984741211,,,prodotti da forno,,,,,,3.5,,,,,,,,11.5,,,,,,,,,8.0,,,,,0.2,,,,,,,,,
"gombo, lesso",,,,,,,0.00027,,,,0.0,,22.0,,,0.0,0.00016999999999999999,verdure,,0.0,0.009300000000000001,0.0,,,3.9999999999999996e-05,,,,,,,,,0.0,0.00039,,,,,,,,,,,,,0.0,,0.0,0.0,0.00016,,0.0,
danone - vitasnella gusti cereali - frutti rossi e cereali,,,,,,,,,,,,,58.0,,8.89999961853027,,,latticini e uova,,,,,,1.39999997615814,,,,,,,,0.100000001490116,,,,,,,,,4.40000009536743,,,,,,,,,,,,,,
barilla - mulino bianco panetti michetti,,,4.0,,,,,,,,,,428.0,,70.5,,,prodotti da forno,,,,,,3.0,,,,,,,,12.0,,,,,,,,,9.5,,,,,0.8,,,,,,,,,
nestle after eight - christmas,,,,,,,,,,,,,418.0,,74.5999984741211,,,dolci,,,,,,,,,,,,,,12.1999998092651,,,,,,,,,2.09999990463257,,,,,,,,,,,,,,
vino da tavola comune,,,,,,,0.0,,,,0.0,,83.0,,,0.0,0.0,bevande,,0.0,0.005,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
burrito con fagioli e carne,,,,0.0008,,,,,,,,,220.0,,,,,fast food,7.5e-07,0.021,,,,,,,,4.9999999999999996e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
peperoni gialli,,,,,,,,,,,,,27.0,,,,0.00011999999999999999,verdure,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lombo di maiale magro,,,,,,,0.00017999999999999998,,,,0.0,,143.0,,,0.0,0.0,maiale,,0.059000000000000004,0.0756,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle maggi - dado maggi ricetta originale gusto classico,,,,,,,,,,,,,200.0,,30.399999618530305,,,spezie ed erbe,,,,,,,,,,,,,,5.09999990463257,,,,,,,,,8.10000038146973,,,,,,,,,,,,,,
barilla - mulino bianco piadelle classiche,,,4.8000001907348615,,,,,,,,,,344.0,,52.5999984741211,,,prodotti da forno,,,,,,2.0,,,,,,,,12.0,,,,,,,,,6.5,,,,,0.65,,,,,,,,,
yogurt al cioccolato,,,,,,,0.0,,,,0.002,,112.0,,,0.0,0.0,latticini e uova,,0.001,0.0152,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.023,,,,,,0.0,
nestle galak - tavoletta,,,,,,,,,,,,0.272,546.0,,58.2999992370605,,,dolci,,,,,,,,,,,,0.23800000000000002,,31.600000381469695,,,,,,,,,7.099999904632571,,,,,,,,,,,,,,
"succo di pompelmo, senza zucchero",,,,,,,4e-05,,,,0.0,,38.0,,,2e-06,3e-06,frutta e succhi,,0.0,0.0077,1e-06,,,0.0,,,,,,,,,0.0,9.999999999999999e-06,,,,,,,,,,,,,0.0,,,,,,0.0,
agnesi pasta di semola gli speciali forno - cannelloni,,,,,,,,,,,,,353.0,,71.8000030517578,,,cereali e pasta,,,,,,,,,,,,,,1.5,,,,,,,,,13.0,,,,,,,,,,,,,,
galbusera megliocosì,3.0999999046325697,0.699999988079071,8.199999809265138,,,,,53.5,,,,,410.0,,74.0,,,prodotti da forno,,,,,,2.0,,,,,,,,12.0,,,,,,,,,8.5,,,,,0.4,,,,,,,,,
currants,,,,0.181,,0.000398,0.001,,,,,,63.0,,,,,frutta e succhi,0.0,0.0,,,,,,,,,,,,,,,,,,0.0003,6.6e-05,,,,,5e-05,,,,,5e-05,,,,,,
coregone,,,,,,,0.0002,,,,0.0,,134.0,,,0.0,0.0,pesci,,0.06,0.065,0.0,,,1e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
antica gelateria del corso le tentazioni - crema e amarne,,,,,,,,,,,,,236.0,,32.7000007629395,,,dolci,,,,,,,,,,,,,,10.3000001907349,,,,,,,,,3.0,,,,,,,,,,,,,,
"uovo, tuorlo essiccato",,,,,,,0.00542,,,,0.0,,666.0,,,7.9e-05,0.000186,latticini e uova,,2.052,1.3883,7e-05,,,1.5e-06,,,,,,,,,0.0,0.002299,,,,,,,,,,,,,0.0,,,,,,0.0,
"lombata di agnello arrosto, carne grassa",,,,0.0,,,0.00016,,,,,,202.0,,,,,"agnello, vitello, cacciagione",2.16e-06,0.08700000000000001,,,,,,,,2.4999999999999998e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"costine di maiale, brasate",,,,,,,0.00034,,,,0.0,,397.0,,,0.0,0.0,maiale,,0.121,0.0999,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
knorr passato tradizionale,,,,,,,,,,,,,25.0,,4.0,,,"pasti completi, antipasti e contorni",,,,,,,,,,,,,,0.400000005960464,,,,,,,,,1.0,,,,,,,,,,,,,,
zuppa fagioli e pancetta,,,,,,,,,,,,,117.0,,,,0.00010999999999999999,"zuppe, salse e sughi",,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cioccolato al latte,,,,,,,0.00051,,0.037,,0.02,,535.0,0.006,,0.0,0.0,dolci,,0.023,0.0461,0.0,,,5.7e-06,,,,,,,,,0.0,6e-06,,,,,,,,,,,,0.016,0.20500000000000002,,0.0,,0.00092,,0.0,
granarolo - alta qualità yogurt ai cereali - yogurt cereali e riso fatto con latte fresco pastorizzato di alta qualità,,,,,,,,,,,,,112.0,,17.0,,,latticini e uova,,,,,,,,,,,,,,3.4000000953674303,,,,,,,,,3.0,,,,,,,,,,,,,,
ravanelli,,,,,,,0.0,,,,0.0,,16.0,,,0.0,4e-06,verdure,,0.0,0.006500000000000001,0.0,,,1.3e-06,0.007,,,,,,,,0.0,9.999999999999999e-06,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,
"granarolo latte accadì - latte accadì parzialmente scremato con vitamine c,e, a, d3",,,,0.012,,,0.002,,,,,0.12,46.0,,4.90000009536743,,,latticini e uova,,,,,,0.0,,,,,,,,1.60000002384186,,,,,,,,,3.0999999046325697,,0.00015999999999999999,,,0.04,,,,,,,,,
tacos,,,,,,,0.00069,,,,0.0,,467.0,,,3e-06,3e-06,prodotti da forno,,0.0,0.0299,1.3e-05,,,8.599999999999999e-06,,,,,,,,,3e-06,0.000106,,,,,,,,,,,,,0.0,,,,,,0.0,
"salmone rosso, affumicato",,,,0.0,,,0.0012,,,,0.0,,345.0,,,0.0,0.0,cibi etnici,1.81e-05,0.155,0.22380000000000003,0.0,,,0.0,,,9e-06,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,3e-05,3e-05,3e-05,0.0,0.0,
"fiorentina di manzo, cruda",,,,0.0,,,0.00041,,,,0.0,,247.0,,,0.0,0.0,bovino,1.0099999999999999e-06,0.085,0.0819,0.0,,,1.6e-06,,,1.1e-05,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,
kraft milka slurp,,,,,0.00019999999999999998,,,,,,,,370.0,,81.0,,,dolci,,,,,,,,,,,,,,3.0999999046325697,,,,,,0.018000000000000002,0.002,,3.79999995231628,,,,,,,,0.00139999997615814,,,,1e-06,,
"fagioli precotti in scatola, con carne di maiale e salsa dolce",,,,,,,3e-05,,,,0.0,,112.0,,,0.0,4.9999999999999996e-06,legumi e derivati,,0.007,0.0245,0.0,,,8e-07,,,,,,,,,2.4e-05,,,,,,,,,,,,,,0.0,,0.0,8e-05,0.0008,,0.0,
"lonza di vitello, brasato",,,,,,,0.00042,,,,0.0,,226.0,,,0.0,0.0,"agnello, vitello, cacciagione",,0.125,0.1254,0.0,,,7e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle - buitoni pasta brisee buitoni,,,9.69999980926514,,,,,,,,,,391.0,,46.0,,,cereali e pasta,,,,,,2.2000000476837203,,,,,,,,20.2999992370605,,,,,,,,,6.0,,,,,0.43,,,,,,,,,
colussi - sapori ricorrenze pasqua - campanelle alla mandorla con base di cioccolato,,,,,,,,,,,,,458.0,,59.7000007629395,,,prodotti da forno,,,,,,,,,,,,,,20.2000007629395,,,,,,,,,9.39999961853027,,,,,,,,,,,,,,
"noodles di riso, cotti",,,,,,,,,,,,,109.0,,,,,cereali e pasta,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle - buitoni pasta sfoglia surgelata buitoni,,,9.69999980926514,,,,,,,,,,355.0,,37.0,,,cereali e pasta,,,,,,1.29999995231628,,,,,,,,20.6000003814697,,,,,,,,,5.400000095367429,,,,,0.387,,,,,,,,,
valsoia snack cuore di mandorla,,,,,,,,,,,,,444.0,,58.0,,,soia,,,,,,7.199999809265139,,,,,,,,20.0,,,,,,,,,8.0,,,,,,,,,,,,,,
colussi misura biscotto privolat,,,7.300000190734861,,,,,,,,,,441.0,,75.3000030517578,,,prodotti da forno,,,,,,2.4000000953674303,,,,,,,,12.3000001907349,,,,,,,,,7.300000190734861,,,,,0.2,,,,,,,,,
nestle la cremeria - mastellino caffè,,,3.9000000953674303,,,,,,,,,,160.0,,24.399999618530305,,,dolci,,,,,,3.0999999046325697,,,,,,,1.39999997615814,5.900000095367429,0.30000001192092896,,,,,,,,2.2000000476837203,,,,,0.03,,,,,,,,,
danone - activia naturale - bianco,,,,,,,,,,,,,72.0,,5.09999990463257,,,latticini e uova,,,,,,,,,,,,,,3.5,,,,,,,,,4.19999980926514,,,,,,,,,,,,,,
danone - vitasnella dessert al cioccolato,,,,,,,,,,,,,84.0,,14.8000001907349,,,dolci,,,,,,,,,,,,,,0.8999999761581421,,,,,,,,,4.099999904632569,,,,,,,,,,,,,,
algida cucciolone latte e cacao,,,1.5,,,,,,,,,,80.0,,13.0,,,dolci,,,,,,0.5,,,,,,,,2.5,,,,,,,,,1.5,,,,,0.03,,,,,,,,,
"castagne secche, sbucciate",,,,,,,,,,,,,369.0,,,,,semi e noci,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barilla - mulino bianco pan di casa - 4 tartarughe grano duro,,,0.699999988079071,,,,,,,,,,262.0,,47.2999992370605,,,prodotti da forno,,,,,,3.5,,,,,,,,4.0,,,,,,,,,9.19999980926514,,,,,0.65,,,,,,,,,
doria frollini bucaneve,,,8.10000038146973,,,,,,,,,,457.0,,72.0,,,prodotti da forno,,,,,,2.29999995231628,,,,,,,,15.3999996185303,,,,,,,,,7.5,,,,,0.24,,,,,,,,,
nestle nescafè - cappuccino classico,,,11.3000001907349,,,,,,,,,,388.0,,60.7999992370605,,,bevande,,,,,,3.9000000953674303,,,,,,,,11.3999996185303,,,,,,,,,10.6000003814697,,,,,0.4,,,,,,,,,
olio di mais,,,,,,,0.0345,,,,,,899.0,,,,,grassi e olii,,0.0,,,0.0001,,,,,,,0.0,,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,
nestle orzoro - solubile,,,0.0700000002980232,,,,,,,,,,359.0,,84.0,,,bevande,,,,,,5.1999998092651385,,,,,,,,0.150000005960464,,,,,,,,,5.5,,,,,0.05,,,,,,,,,
loacker classic chocolat dark noir 30 grammi,,,,,,,,,,,,,517.0,,55.7000007629395,,,prodotti da forno,,,,,,,,,,,,,,29.2999992370605,,,,,,,,,7.699999809265139,,,,,,,,,,,,,,
kraft ghiottofreschi,,,,,,,,,,,,,348.0,,2.09999990463257,,,latticini e uova,,,,,,,,,,,,,,35.0,,,,,,,,,6.099999904632571,,,,,,,,,,,,,,
nestle buchi di polo,,,1.0,,,,,,,,,,242.0,,97.0,,,dolci,,,,,,0.0,,,,,,,,1.0,,,,,,,,,0.0,,,,,0.0,,,,,,,,,
fecola di patate,,,,,,,0.00025,,,,0.0,,357.0,,,0.0,0.0,verdure,,0.0,0.0395,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
galbusera buonicosì,5.800000190734861,3.29999995231628,8.39999961853027,,,,,45.7000007629395,,,,,433.0,,69.6999969482422,,,prodotti da forno,,,,,,2.0,,,,,,,,17.5,,,,,,,,,7.800000190734861,,,,,0.3,,,,,,,,,
"fianchetto di manzo, cotto",,,,0.0,,,0.00037,,,,0.0,,178.0,,,0.0,0.0,bovino,1.34e-06,0.076,0.1065,0.0,,,1.3e-06,,,9e-06,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,
cracker al latte,,,,,,,0.00122,,,,0.0,,455.0,,,0.0,3e-06,prodotti da forno,,0.011,0.0134,0.0,,,3.7999999999999996e-06,,,,,,,,,0.0,1.6e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
"mais, giallo",,,,,,,0.00049,,,,0.0,,365.0,,,6.3e-05,9.7e-05,cereali e pasta,,0.0,,0.0,,,3e-07,,,,,,,,,0.0,0.0013549999999999999,,,,,,,,,,,,,0.0,,,,,,0.0,
"vitellone (macell. 12 mesi), grassa",,,,,,,0.00025,,,,0.0,,152.0,,,0.0,0.0,"agnello, vitello, cacciagione",,0.078,0.0823,0.0,,,4.599999999999999e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
loacker quadratini tiramisù 220 grammi,,,,,,,,,,,,,508.0,,51.7000007629395,,,prodotti da forno,,,,,,,,,,,,,,28.600000381469695,,,,,,,,,10.8999996185303,,,,,,,,,,,,,,
"salsa piccante, con sale",,,,,,,0.00192,,,,0.0,,104.0,,,1.3e-05,0.00040199999999999996,"zuppe, salse e sughi",,0.0,0.0137,0.0,,,5.2e-06,,,,,,,,,0.012818999999999999,1e-06,,,,,,,,,,,,,0.0,,,,,,0.0,
ferrero tic tac lime&orange - astuccio - 49,,,,,,,,,,,,,391.0,,95.6999969482422,,,dolci,,,,,,,,,,,,,,0.400000005960464,,,,,,,,,0.100000001490116,,,,,,,,,,,,,,
kraft cote d'or - tavoletta fondente,,,17.0,,,,,,,,,,505.0,,58.0,,,dolci,,,,,,6.800000190734861,,,,,,,,27.5,,,,,,,,,4.59999990463257,,,,,,,,,,,,,,
caramelle dure,,,,,,,0.00046,,,,0.0,,382.0,,,0.0,2e-06,dolci,,0.007,0.008,0.0,,,1.8e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"succo di arancia e carota, per l'infanzia",,,,,,,0.00029,,,,0.0,,43.0,,,0.000395,0.0008629999999999999,cibi per bambini,,0.0,0.006500000000000001,0.000135,,,1.5e-06,,,,,,,,,0.0,0.000135,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle kit kat - dark,,,,,,,,,,,,,518.0,,55.0,,,dolci,,,,,,,,,,,,,,29.2000007629395,,,,,,,,,5.5,,,,,,,,,,,,,,
fagioli neri,,,,,,,0.00021,,,,0.0,,341.0,,,0.0,0.0,legumi e derivati,,0.0,0.0664,0.0,,,5.6e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"peperoni rossi, dolci",,,,,,,0.00158,,,,0.0,,31.0,,,1.9999999999999998e-05,0.001624,verdure,,0.0,0.0056,0.00049,,,4.9000000000000005e-06,,,,,,,,,0.0,5.1e-05,,,,,,,,,,,,,0.0,,5e-05,1e-05,0.00014000000000000001,,0.0,
"granchio, in barattolo",,,,,,,0.00184,,,,0.0,,83.0,,,0.0,0.0,pesci,,0.097,0.08090000000000001,0.0,,,3e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,
nestle baci tubo porta candela,,,,,,,,,,,,,571.0,,47.0,,,dolci,,,,,,,,,,,,,,39.4000015258789,,,,,,,,,7.0,,,,,,,,,,,,,,
granarolo - alta qualità squacquerone fatto con latte fresco alta qualità,,,,,,,,,,,,,256.0,,1.60000002384186,,,latticini e uova,,,,,,,,,,,,,,22.0,,,,,,,,,13.0,,,,,,,,,,,,,,
"succo di pera, per l'infanzia",,,,,,,8.999999999999999e-05,,,,0.0,,47.0,,,0.0,0.0,cibi per bambini,,0.0,0.0026000000000000003,0.0,,,3.3999999999999996e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
ceci secchi bolliti,,,,,,,0.00035,,,,0.0,,164.0,,,0.0,1.6e-05,legumi e derivati,,0.0,0.0428,0.0,,,4e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
loacker maxi chocolate,,,,,,,,,,,,,507.0,,57.9000015258789,,,prodotti da forno,,,,,,,,,,,,,,27.399999618530305,,,,,,,,,7.300000190734861,,,,,,,,,,,,,,
burro d'arachidi,,,,,,,0.0063,,,,0.0,,589.0,,,0.0,0.0,legumi e derivati,,0.0,0.0613,0.0,,,5e-07,0.10200000000000001,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.00022,0.00073,0.007980000000000001,,0.0,
valsoia la crème cioccolato,,,,,,,,,,,,,103.0,,18.1000003814697,,,soia,,,,,,0.30000001192092896,,,,,,,,1.89999997615814,,,,,,,,,3.29999995231628,,,,,,,,,,,,,,
galbusera zerogi,0.30000001192092896,0.699999988079071,0.5,,,,,56.0999984741211,,,,,383.0,,82.0999984741211,,,prodotti da forno,,0.002,,,,2.0,,,,,,,,1.5,,,,,,,,,10.1999998092651,,,,,0.4,,,,,,,,,
"pavesi olivia e marino, sfilati rustici al forno alle olive",,,,,,,,,,,,,448.0,,65.5,,,prodotti da forno,,,,,,2.5,,,,,,,,16.0,,,,,,,,,10.5,,,,,0.9,,,,,,,,,
colussi - sapori ricorrenze pasqua - campanelle alla mandorla ricoperte al cioccolato,,,,,,,,,,,,,483.0,,57.2000007629395,,,prodotti da forno,,,,,,,,,,,,,,23.5,,,,,,,,,8.199999809265138,,,,,,,,,,,,,,
"tonno, pinna gialla",,,,,,,0.00024,,,,0.0,,109.0,,,0.0,0.0,pesci,,0.039,0.065,0.0,,,1e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,
"petto di pollo, magro",,,,0.0,,,,,,,0.0,,80.0,,,0.0,0.0,carne macinata,7e-08,0.036000000000000004,,0.0,,,0.0,0.0,,1e-06,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,
granarolo latte accadì - latte accadì parzialmente scremato uht,,,,,,,,,,,,0.12,46.0,,4.90000009536743,,,latticini e uova,,,,,,0.0,,,,,,,,1.60000002384186,,,,,,,,,3.0999999046325697,,,,,0.04,,,,,,,,,
granarolo - centrale del latte milano yogurt - yogurt centrale del latte di milano frutti di bosco,,,,,,,,,,,,,105.0,,14.8000001907349,,,latticini e uova,,,,,,,,,,,,,,3.5,,,,,,,,,3.0999999046325697,,,,,,,,,,,,,,
antica gelateria del corso il frollino,,,,,,,,,,,,,305.0,,41.0,,,prodotti da forno,,,,,,,,,,,,,,13.1000003814697,,,,,,,,,5.699999809265139,,,,,,,,,,,,,,
raviolini di carne al ragù,,,,,,,,,,,,,99.0,,,,,"pasti completi, antipasti e contorni",,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle smarties trio,,,9.69999980926514,,,,,,,,,,456.0,,71.0,,,dolci,,,,,,2.70000004768372,,,,,,,,17.2000007629395,,,,,,,,,4.19999980926514,,,,,0.05,,,,,,,,,
crema di cocco,,,,,,,,,,,,,330.0,,,,,semi e noci,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle - buitoni buitoni bella napoli le mini pizza margherita,,,2.5999999046325697,,,,,,,,,0.1475,242.0,,36.5999984741211,,,"pasti completi, antipasti e contorni",,,,,,1.89999997615814,,,,,,,,6.300000190734861,,,,,,,,,9.80000019073486,,,,,0.7000000000000001,,,,,,,,,
kraft mato mato squiz,,,,,,,,,,,,,60.0,,11.0,,,"zuppe, salse e sughi",,,,,,,,,,,,,,0.30000001192092896,,,,,,,,,2.0,,,,,,,,,,,,,,
mortadella di bovino e suino,,,,,,,0.00022,,,,0.0,,311.0,,,0.0,0.0,carne macinata,,0.056,0.0722,0.0,,,1.6e-06,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle - baby pappa lattea frutta mista,,,,,,,0.00279999995231628,,,,,,418.0,,,,,cibi per bambini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kellogs cereali - kellogg's special k frutti rossi,,,,,,,,,,,,,374.0,,77.0,,,cereali per colazione,1.4900000095367399e-06,,,,0.0103999996185303,3.0,,,,,,,,1.5,,,,,,0.0267999992370605,0.003,,13.0,,,0.0024000000953674303,,0.4,,,0.00209999990463257,,,,,,
praline,,,,0.0003,,,0.0005,,,,0.0,,485.0,,,0.0,9.999999999999999e-06,dolci,0.0,0.0,,3e-06,,,1.3e-06,,,6e-06,,,,,,0.0,6e-06,,,,,,,,,,,,,0.0,,,,,0.0,0.0,
valsoia budino vaniglia,,,,,,,,,,,,,90.0,,16.7000007629395,,,soia,,,,,,0.699999988079071,,,,,,,,1.29999995231628,,,,,,,,,2.9000000953674303,,,,,,,,,,,,,,
"burro light, con sale aggiunto",,,,,,,0.00158,,,,0.0,,509.0,,,0.0,0.000107,grassi e olii,,0.106,0.0129,0.0,,,4.8e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
granarolo - prima natura bio yogurt prima natura bio bianco intero,,,,,,,,,,,,,74.0,,4.30000019073486,,,latticini e uova,,,,,,,,,,,,,,4.30000019073486,,,,,,,,,3.70000004768372,,,,,,,,,,,,,,
"merluzzo, cotto",,,,,,,0.00067,,,,0.0,,85.0,,,0.0,0.0,pesci,,0.057,0.07970000000000001,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,
colussi - sapori tutto l'anno - pasticceria finissima,,,,,,,,,,,,,499.0,,63.0,,,prodotti da forno,,,,,,,,,,,,,,25.899999618530305,,,,,,,,,5.900000095367429,,,,,,,,,,,,,,
"lombo di maiale, arrosto",,,,,,,0.00022,,,,0.0,,254.0,,,0.0,0.0,maiale,,0.083,0.083,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"cappone di pollo, bollito",,,,0.009000000000000001,,,,,,,,,164.0,,,,,pollo,1.1399999999999999e-06,0.434,,,,,,,,0.000414,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle baci il dolce,,,,,,,,,,,,,412.0,,46.2000007629395,,,dolci,,,,,,,,,,,,,,22.100000381469695,,,,,,,,,7.199999809265139,,,,,,,,,,,,,,
grasso di tacchino,,,,,,,0.0029,,,,0.0,,900.0,,,0.0,0.0,grassi e olii,,0.10200000000000001,0.12240000000000001,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"tonno sottolio, senza sale",,,,0.0,,,,,,,,,198.0,,,,,pesci,2.2e-06,0.018000000000000002,,,,,,,,4.9999999999999996e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
pane di crusca,,,,,,,0.00044,,,,0.0,,236.0,,,0.0,0.0,prodotti da forno,,0.0,0.0146,0.0,,,1.2e-06,,,,,,,,,0.0,4.6e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle mio - polpa di frutta mela e pera,,,0.0,,,,,,,,,,66.0,,16.0,,,dolci,,,,,,1.5,,,,,,,,0.100000001490116,,,,,,,,,0.200000002980232,,,,,0.00110000002384186,,,,,,,,,
"bombolone, senza ripieno, zuccherato o glassato",,,,,,,0.0017,,,,0.0,,360.0,,,0.0,1e-06,prodotti da forno,,0.02,0.0373,0.0,,,9.800000000000001e-06,,,,,,,,,0.0,4.7e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
granarolo piacere leggero - formaggio fresco piacere leggero,,,,,,,,,,,,,253.0,,2.0,,,latticini e uova,,,,,,,,,,,,,,21.0,,,,,,,,,14.0,,0.000428,,,,,,,,,,,,
"muffin inglesi, tostati",,,,,,,0.0,,,,0.0,,255.0,,,0.0,0.0,prodotti da forno,,0.0,0.0157,0.0,,,0.0,,,,,,,,,0.0,1e-06,,,,,,,,,,,,,0.0,,,,,,0.0,
antica gelateria del corso i frutti - cocco,,,,,,,,,,,,,211.0,,25.100000381469695,,,dolci,,,,,,,,,,,,,,10.1000003814697,,,,,,,,,3.79999995231628,,,,,,,,,,,,,,
semi di aneto,,,,,,,,,,,0.0,,305.0,,,,,spezie ed erbe,,0.0,,,,,,0.124,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
pavesi gocciole chocolate,,,,,,,,,,,,,493.0,,66.09999847412111,,,prodotti da forno,,,,,,2.0,,,,,,,,22.5,,,,,,,,,6.5,,,,,0.21,,,,,,,,,
