name,"acidi grassi, monoinsaturi | g","acidi grassi, polinsaturi | g","acidi grassi, saturi | g",acido ascorbico (vit. c) | g,acido folico (vit. b9 o m o folacina) | g,acido pantotenico (vit. b5) | g,alpha-tocoferolo (vit. e) | g,amido | g,beta-sistosterolo | g,betaina | g,caffeina | g,calcio | g,calorie | kcal,campesterolo | g,carboidrati | g,"carotene, alfa | g","carotene, beta | g",category,cobalamina (vit. b12) | g,colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",ferro | g,fibre | g,fillochinone (vit. k) | g,fitosteroli | g,fluoro | g,"folati, totali | g",folato alimentare | g,fosforo | g,galattosio | g,grassi | g,lattosio | g,licopene | g,luteina + zeaxantina | g,magnesio | g,manganese | g,niacina (vit. b3) | g,piridossina (vit. b6) | g,potassio | g,proteine | g,rame | g,retinolo (vit. a) | g,riboflavina (vit. b2) | g,selenio | g,sodio | g,stigmasterolo | g,teobromina | g,tiamina (vit. b1) | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,"vitamina b-12, aggiunta | g","vitamina e, aggiunta | g",zinco | g
"vino rosso, merlot",,,,0.0,,3e-05,,,,,,0.008,83.0,,,,,bevande,0.0,,,,0.00046,,,,0.0001046,1e-06,1e-06,0.023,,,,,,0.012,0.000132,0.000224,5.7e-05,0.127,,1.1e-05,,3.1e-05,2e-07,0.004,,,5e-06,,,,,,0.00014000000000000001
nettare di papaya,,,,,,,0.00024,,,,0.0,,57.0,,,0.0,9.099999999999999e-05,frutta e succhi,,0.0,0.002,0.000251,,,8e-07,,,,,,,,,0.0,2.4999999999999998e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
barilla - mulino bianco fette biscottate armonie ai cereali,,,2.79999995231628,,,,,,,,,,392.0,,74.1999969482422,,,prodotti da forno,,,,,,3.5,,,,,,,,5.5,,,,,,,,,11.5,,,,,0.7000000000000001,,,,,,,,,
kellogs snack - kellogg's rice krispies squares total choco,,,,,,,,,,,,,439.0,,72.0,,,snacks,,,,,,1.5,,,,,,,,15.0,,,,,,,,,4.5,,,,,0.25,,,,,,,,,
pane di crusca di riso,,,,,,,0.0006500000000000001,,,,0.0,,243.0,,,0.0,0.0,prodotti da forno,,0.0,0.0146,0.0,,,1e-06,,,,,,,,,0.0,4.9e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
barilla - mulino bianco merende - spighe,,,9.39999961853027,,,,,,,,,,397.0,,50.7999992370605,,,prodotti da forno,,,,,,2.0,,,,,,,,18.0,,,,,,,,,8.0,,,,,0.25,,,,,,,,,
valsoia yosoi pesca e maracuja,,,,,,,,,,,,,88.0,,15.6000003814697,,,soia,,,,,,1.29999995231628,,,,,,,,1.5,,,,,,,,,3.0,,,,,,,,,,,,,,
algida cornetto multipack mini,,,16.0,,,,,,,,,,357.0,,33.0,,,dolci,,,,,,1.5,,,,,,,,23.0,,,,,,,,,4.099999904632569,,,,,0.0,,,,,,,,,
barilla - mulino bianco torte - torta variegata,,,15.6000003814697,,,,,,,,,,458.0,,51.5,,,prodotti da forno,,,,,,2.0,,,,,,,,26.0,,,,,,,,,4.5,,,,,0.22,,,,,,,,,
"foglie di zucca, bollite, con sale",,,,,,,0.00096,,,,0.0,,21.0,,,0.0,0.0009599999999999999,verdure,,0.0,,0.0,,,0.000108,,,,,,,,,0.0,0.0017469999999999999,,,,,,,,,,,,,0.0,,,,,,0.0,
uovo di tacchino,,,,0.0,,,,,,,,,171.0,,,,,latticini e uova,1.69e-06,0.933,,,,,,,,7.099999999999999e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"lupini bolliti, senza sale",,,,,,,,,,,,,119.0,,,,,legumi e derivati,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ciambelle, zuccherate o glassate",,,,0.0001,,,,,,,,,426.0,,,,,prodotti da forno,2.4e-07,0.032,,,,,,,,4.6e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
nettare di tamarindo,,,,0.0070999999999999995,,,0.00012,,,,,,57.0,,,0.0,0.0,frutta e succhi,0.0,0.0,0.0013000000000000002,0.0,,,1e-07,,,1e-06,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,2e-05,,,
cetrioli sott'aceto,,,,,,,,,,,,,18.0,,,2.8e-05,0.00011499999999999999,verdure,,0.0,0.005,6.599999999999999e-05,,,6.61e-05,0.014,,,,,,,,0.0,5.9999999999999995e-05,,,,,,,,,,,,,,,,,,,,
granarolo - alta qualità yogurt - yogurt al limone fatto con latte fresco alta qualità,,,,,,,,,,,,,112.0,,16.1000003814697,,,latticini e uova,,,,,,,,,,,,,,3.5999999046325697,,,,,,,,,3.0999999046325697,,,,,,,,,,,,,,
"pate d'oca, affumicato, in scatola",,,,0.0,,,,,,,,,462.0,,,,,carne macinata,9.4e-06,0.15,,,,,,0.0,,5.9999999999999995e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
loacker gardena hazelnut 17.5 grammi,,,,,,,,,,,,,518.0,,55.0999984741211,,,prodotti da forno,,,,,,,,,,,,,,29.5,,,,,,,,,8.10000038146973,,,,,,,,,,,,,,
grano tenero,,,,,,,0.00101,,,,0.0,,340.0,,,0.0,4.9999999999999996e-06,cereali e pasta,,0.0,,0.0,,,1.8999999999999998e-06,,,,,,,,,0.0,0.00021999999999999998,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle baci orsacchiotto peluche,,,,,,,,,,,,,571.0,,47.0,,,dolci,,,,,,,,,,,,,,39.4000015258789,,,,,,,,,7.0,,,,,,,,,,,,,,
kellogs snack - kellogg's special k delissima,,,,,,,,,,,,,399.0,,74.0,,,snacks,,,,,,4.0,,,,,,,,10.0,,,,,,,,,4.0,,,,,0.25,,,,,,,,,
colussi - sapori - divisione salutistica - bjorg dessert di soia gusto vaniglia bio,,,0.30000001192092896,,,,,,,,,,99.0,,16.1000003814697,,,soia,,,,,,0.30000001192092896,,,,,,,,2.2000000476837203,,,,,,,,,3.5999999046325697,,,,,0.03,,,,,,,,,
"fagioli giapponesi azuki, bolliti",,,,,,,,,,,,,128.0,,,,,legumi e derivati,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valsoia naturattiva - bevanda di riso formato 1000ml,,,,,,,,,,,,,67.0,,13.6999998092651,,,bevande,,,,,,0.200000002980232,,,,,,,,1.20000004768372,,,,,,,,,0.30000001192092896,,,,,,,,,,,,,,
pane d'avena,,,,,,,0.00048,,,,0.0,,269.0,,,0.0,0.0,prodotti da forno,,0.0,0.0146,0.0,,,1.5e-06,,,,,,,,,0.0,7.2e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
valsoia pizza alla soia cinqueverdure surgelata,,,,,,,,,,,,,151.0,,22.0,,,soia,,,,,,3.0,,,,,,,,4.40000009536743,,,,,,,,,5.5,,,,,,,,,,,,,,
granarolo - centrale del latte milano latte e panna - panna uht da montare,,,,,,,,,,,,,328.0,,3.5999999046325697,,,latticini e uova,,,,,,,,,,,,,,34.0,,,,,,,,,2.0,,,,,,,,,,,,,,
barilla - mulino bianco grissini pangrì,,,4.6999998092651385,,,,,,,,,,434.0,,68.1999969482422,,,prodotti da forno,,,,,,3.29999995231628,,,,,,,,12.8000001907349,,,,,,,,,11.5,,,,,0.65,,,,,,,,,
"chicken whopper, burger king",,,,0.0002,,,,,,,,,216.0,,,,,fast food,,0.031,,,,,2.27e-05,,,4.2999999999999995e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle - buitoni torta al cocco buitoni,,,6.699999809265139,,,,,,,,,,430.0,,40.2999992370605,,,prodotti da forno,,,,,,2.5,,,,,,,,27.899999618530305,,,,,,,,,4.5,,,,,0.2,,,,,,,,,
cioccolato bianco,,,,,,,0.00096,,,,0.0,,539.0,,,0.0,0.0,dolci,,0.021,0.029500000000000002,0.0,,,9.1e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
barilla - mulino bianco merende - plumcake con gocce di cioccolato,,,7.800000190734861,,,,,,,,,,422.0,,51.7999992370605,,,prodotti da forno,,,,,,1.0,,,,,,,,21.0,,,,,,,,,6.5,,,,,0.45,,,,,,,,,
piccione,,,,0.005200000000000001,,,,,,,,,294.0,,,,,pollo,4e-07,0.095,,,,,,,,6e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
valsoia olio di soia,,,,,,,,,,,,,900.0,,,,,soia,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,
"vaniglia, estratto",,,,,,,0.0,,,,0.0,,288.0,,,0.0,0.0,spezie ed erbe,,0.0,,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
doria frollini melodie fave di cacao,,,9.19999980926514,,,,,,,,,,467.0,,63.4000015258789,,,prodotti da forno,,,,,,6.599999904632571,,,,,,,,18.6000003814697,,,,,,,,,8.199999809265138,,,,,0.18,,,,,,,,,
"lombo di maiale, magro",,,,,,,0.00017999999999999998,,,,0.0,,143.0,,,0.0,0.0,maiale,,0.059000000000000004,0.0729,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
agnesi pasta di semola corta emotion - penne rigate,,,,,,,,,,,,,353.0,,71.8000030517578,,,cereali e pasta,,,,,,,,,,,,,,1.5,,,,,,,,,13.0,,,,,,,,,,,,,,
pollo fritto,,,,0.0,,,,,,,,,331.0,,,,,pollo,2.8e-07,0.089,,,,,,,,1.4999999999999999e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
kellogs cereali - kellogg's extra frutta,,,,,,,,,,,,,462.0,,58.0,,,cereali per colazione,6.299999952316278e-07,,,,0.006,6.0,,,,,,,,22.0,,,,,,0.011300000190734901,0.00129999995231628,,8.0,,,0.001,,0.2,,,0.0008999999761581421,,,,,,
rombo,,,,0.0017,,,,,,,,,95.0,,,,,pesci,2.2e-06,0.048,,,,,,,,8e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle - baby omogeneizzato di tacchino,,,,,,,,,,,,,78.0,,4.5,,,cibi per bambini,,,,,,,,,,,,,,3.5,,,,,,,,,7.199999809265139,,,,,,,,,,,,,,
nestle kit kat - kit kat pop choc,,,,,,,,,,,,0.145,519.0,,57.9000015258789,,,dolci,,,,,,,,,,,,0.145,,29.7000007629395,,,,0.043000000000000003,,,,,5.0,,,,,,,,,,,,,,
nestle - motta vaschette maxiformato - crema cacao nocciola,,,4.0,,,,,,,,,,175.0,,26.0,,,dolci,,,,,,0.8000000119209291,,,,,,,,6.599999904632571,,,,,,,,,2.5999999046325697,,,,,0.05,,,,,,,,,
"double whopper con formaggio, burger king",,,,0.0002,,,6e-05,,,,,,266.0,,,,,fast food,,0.047,,,,,1.15e-05,,,2.7e-05,,,,,,,,,,,,,,,,,,,,,,0.00083,0.00025,0.00021,,,
nestle - baby crema multicereali,,,,,,,,,,,,,379.0,,80.5999984741211,,,cibi per bambini,,,,,,3.4000000953674303,,,,,,,,1.79999995231628,,,,,,,,,10.0,,,,,0.011,,,,,,,,,
"vino rosso, syrah",,,,,,,,,,,,,83.0,,,,,bevande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo linea granarolo - panna da cucina granarolo uht,,,,,,,,,,,,,226.0,,4.0,,,latticini e uova,,,,,,,,,,,,,,22.0,,,,,,,,,3.0,,,,,,,,,,,,,,
barilla - mulino bianco torte - torta al limone,,,12.6999998092651,,,,,,,,,,421.0,,44.5999984741211,,,prodotti da forno,,,,,,1.5,,,,,,,,24.5,,,,,,,,,5.5,,,,,0.22,,,,,,,,,
"storione, cotto",,,,,,,0.00063,,,,0.0,,135.0,,,0.0,0.0,pesci,,0.077,0.07,0.0,,,1e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
pomodori gialli,,,,,,,,,,,,,15.0,,,,,verdure,,0.0,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
torta alla crema,,,,,,,0.00015,,,,0.0,,252.0,,,0.0,2e-06,prodotti da forno,,0.037,0.0174,1e-06,,,3.1e-06,,,,,,,,,0.0,2.7e-05,,,,,,,,,,,,,0.006,,,,,,0.0,
kraft philadelphia classico- formaggio fresco - panetto 80 grammi,,,19.5,,,,,,,,,,310.0,,3.0,,,latticini e uova,,,,,,0.100000001490116,,,,,,,,30.0,,,,,,,,,6.800000190734861,,,,,0.2,,,,,,,,,
gelato al cioccolato,,,,,,,0.0003,,,,0.003,,216.0,,,0.0,1.8999999999999998e-05,dolci,,0.034,0.0225,0.0,,,3e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.062,,,,,,0.0,
danone - activia fibre - kiwi cereali,,,,,,,,,,,,,103.0,,13.8000001907349,,,latticini e uova,,,,,,1.60000002384186,,,,,,,,3.29999995231628,,,,,,,,,3.77999997138977,,,,,,,,,,,,,,
"birra, budweiser",,,,,,,,,,,,0.004,41.0,,,,,bevande,,0.0,,,0.0,,,,,,,0.013000000000000001,,,,,,0.007,9.000000000000002e-06,,,0.033,,3e-06,,,,0.003,,,,,,,,,0.0
"muffin, mcdonald's",,,,0.0,,0.000453,0.00044,,,,,,285.0,,,,,fast food,0.0,0.0,,,,,,,,0.000127,,,,,,,,,,0.004654,7.400000000000001e-05,,,,,0.000333,,,,,0.000444,,,,,,
salsa di formaggio,,,,,,,0.00066,,,,0.0,,150.0,,,4e-06,0.000139,"zuppe, salse e sughi",,0.0,0.0029,0.0,,,1.8e-06,,,,,,,,,0.004431,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
couscous cotto,,,,,,,0.00013000000000000002,,,,0.0,,112.0,,,0.0,0.0,cereali e pasta,,0.0,0.0033,0.0,,,1e-07,,,,,,,,,0.0,2.4999999999999998e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
"pasta al pomodoro, in barattolo",,,,,,,0.00093,,,,0.0,,75.0,,,0.0,0.000185,"pasti completi, antipasti e contorni",,0.001,0.009800000000000001,1.6e-05,,,7e-07,,,,,,,,,0.009153999999999999,2.8e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
sgombro sott'olio,,,,,,,0.00125,,,,0.0,,201.0,,,0.0,0.0,pesci,,0.06,0.0836,0.0,,,1e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"eggnog, bevanda alcolica allo zabaione",,,,,,,0.00021,,,,0.0,,88.0,,,0.0,7e-06,bevande,,0.059000000000000004,0.0522,0.0,,,3e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,8e-05,,0.0,
"lombata di agnello, magra, cruda",,,,0.0,,,,,,,,,279.0,,,,,"agnello, vitello, cacciagione",2.0699999999999997e-06,0.07200000000000001,,,,,,,,1.8e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
cipolle dolci,,,,,,,2e-05,,,,0.0,,32.0,,,0.0,1e-06,verdure,,0.0,0.0055,0.0,,,3e-07,,,,,,,,,0.0,6e-06,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,
nestle - motta kids - coppa sorpresa transformers,,,,,,,,,,,,,199.0,,27.100000381469695,,,dolci,,,,,,,,,,,,,,8.60000038146973,,,,,,,,,2.9000000953674303,,,,,,,,,,,,,,
liquore alla crema di caffe,,,,,,,0.00045000000000000004,,,,0.008,,327.0,,,0.0,2.9999999999999997e-05,bevande,,0.058,0.0081,0.0,,,1.3e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
granarolo - prima natura bio yogurt prima natura bio pesca e albicocca,,,,,,,,,,,,,99.0,,13.3999996185303,,,latticini e uova,,,,,,,,,,,,,,3.4000000953674303,,,,,,,,,3.0,,,,,,,,,,,,,,
algida cornetto royal amarena,,,9.0,,,,,,,,,,260.0,,38.0,,,dolci,,,,,,1.0,,,,,,,,10.0,,,,,,,,,3.0,,,,,0.05,,,,,,,,,
"spalla di vitello, cotta",,,,,,,0.00042,,,,0.0,,228.0,,,0.0,0.0,"agnello, vitello, cacciagione",,0.126,0.1238,0.0,,,5.9e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
semi di cumino,,,,,,,0.00333,,,,0.0,,375.0,,,0.0,0.000762,spezie ed erbe,,0.0,0.0247,0.0,,,5.4e-06,0.068,,,,,,,,0.0,0.000448,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle nescafè - classic stick,,,0.100000001490116,,,,,,,,,,66.0,,9.0,,,bevande,,,,,,27.0,,,,,,,,0.200000002980232,,,,,,,,,7.0,,,,,0.1,,,,,,,,,
acqua del rubinetto,,,,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,bevande,,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
knorr zuppa di legumi con cereali,,,,,,,,,,,,,60.0,,9.0,,,"pasti completi, antipasti e contorni",,,,,,,,,,,,,,1.20000004768372,,,,,,,,,2.9000000953674303,,,,,,,,,,,,,,
torta di mele,,,,0.0017,,,,,,,,,265.0,,,,,prodotti da forno,0.0,0.0,,,,,,,,2.4e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cereali alla banana, per l'infanzia",,,,,,,0.00051,,,,0.0,,391.0,,,4.9e-05,5.1e-05,cibi per bambini,,0.0,0.0286,0.0,,,3.5e-06,,,,,,,,,0.0,9.6e-05,,,,,,,,,,,,,0.0,,0.0,0.0,1e-05,,0.0,
"granelli di mais, cotti in acqua senza sale",,,,0.0,,,2e-05,,,,0.0,,65.0,,,0.0,0.0,cereali per colazione,0.0,0.0,0.0024,0.0,,,0.0,,,2.7e-05,,,,,,0.0,0.000197,,,,,,,,,,,,,0.0,,0.0,1e-05,6e-05,0.0,0.0,
kraft philadephia al salmone - 6 porzioni,,,18.5,,,,,,,,,,310.0,,5.1999998092651385,,,latticini e uova,,,,,,0.100000001490116,,,,,,,,29.0,,,,,,,,,6.400000095367429,,,,,0.6,,,,,,,,,
branzino,,,,0.0,,,,,,,,,97.0,,,,,pesci,3.82e-06,0.08,,,,,,,,9e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle - buitoni cavatelli buitoni,,,0.30000001192092896,,,,,,,,,,276.0,,56.4000015258789,,,cereali e pasta,,,,,,3.20000004768372,,,,,,,,1.0,,,,,,,,,10.3000001907349,,,,,0.002,,,,,,,,,
"crunch, nestle",,,,0.0005,,,,,,,0.03,,500.0,,,,,dolci,,0.013000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168,,,,,,,
nestle barretta fitness cioccolato al latte e al gusto di nocciola,,,3.79999995231628,,0.00016999999999999999,0.00509999990463257,,,,,,0.68,376.0,,72.8000030517578,,,cereali per colazione,,,,,0.005900000095367429,5.699999809265139,,,,,,,,7.0,,,,,,0.015300000190734901,0.0017000000476837202,,5.3000001907348615,,,0.0013600000143051101,,0.3,,,0.0011900000572204602,,,,8.500000238418579e-07,0.0085,
danone - actimel cocco,,,,,,,,,,,,,88.0,,12.1999998092651,,,latticini e uova,,,,,,0.0,,,,,,,,1.89999997615814,,,,,,,,,2.70000004768372,,,,,,,,,,,,,,
lingua di vitello,,,,0.005,,,,,,,,,131.0,,,,,"agnello, vitello, cacciagione",6.099999999999999e-06,0.062,,,,,,,,4.9999999999999996e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
arachidi,,,,,,,0.00833,,,,0.0,,567.0,,,0.0,0.0,legumi e derivati,,0.0,0.0525,0.0,,,0.0,0.22,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"cereali, kellogg's special k con frutti rossi",,,,0.06770000000000001,,,0.01526,,,,0.0,,359.0,,,0.0,0.0,cereali per colazione,6.799999999999999e-06,0.0,0.0218,0.0,,,6e-07,,,0.000452,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,6.799999999999999e-06,0.01526,
agnesi pasta di semola le pastine - chinesini,,,,,,,,,,,,,353.0,,71.8000030517578,,,cereali e pasta,,,,,,,,,,,,,,1.5,,,,,,,,,13.0,,,,,,,,,,,,,,
nestle fruit joy - gummi bottiglie,,,,,,,,,,,,,313.0,,71.9000015258789,,,dolci,,,,,,,,,,,,,,0.30000001192092896,,,,,,,,,5.699999809265139,,,,,,,,,,,,,,
tapioca,,,,,,,0.0,,,,0.0,,358.0,,,0.0,0.0,cereali e pasta,,0.0,0.0012,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
fiori di zucca cotti,,,,,,,4e-05,,,,0.0,,15.0,,,0.0,0.00104,verdure,,0.0,0.0134,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
zuccotto fatto in casa,,,,0.0,,,,,,,,,297.0,,,,,prodotti da forno,3.7e-07,0.17,,,,,,,,3.9e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
formaggio messicano,,,,,,,0.00017,,,,0.0,,282.0,,,0.0,4.9999999999999996e-05,latticini e uova,,0.062,0.0135,0.0,,,1.6e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
succo di pomodoro,,,,,,,0.00032,,,,0.0,,17.0,,,0.0,0.00027,verdure,,0.0,0.0068,0.0,,,2.2999999999999996e-06,,,,,,,,,0.009037,5.9999999999999995e-05,,,,,,,,,,,,,0.0,,1e-05,0.0,2e-05,,0.0,
nestle - motta vaschette gusti unici - fondente extra luisa,,,4.5,,,,,,,,,,205.0,,31.5,,,dolci,,,,,,2.79999995231628,,,,,,,,7.099999904632571,,,,,,,,,3.70000004768372,,,,,0.07,,,,,,,,,
mozzarella da latte intero,,,,,,,0.00019,,,,0.0,,300.0,,,0.0,5.6999999999999996e-05,latticini e uova,,0.079,0.0154,0.0,,,2.2999999999999996e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"mais dolce, lesso",,,,,,,8.999999999999999e-05,,,,0.0,,96.0,,,2.3e-05,6.599999999999999e-05,verdure,,0.0,0.0291,0.00016099999999999998,,,4e-07,,,,,,,,,0.0,0.000906,,,,,,,,,,,,,0.0,,0.0,0.0,0.00019,,0.0,
more selvatiche congelate (alaska),,,,0.0022,,,,,,,,,44.0,,,,,cibi etnici,,,,,,,,,,,,,,,,,,,,0.0004,,,,,,0.0001,,,,,3e-05,,,,,,
loacker fondente dark noir 150 grammi,,,,,,,,,,,,,489.0,,61.0,,,prodotti da forno,,,,,,,,,,,,,,23.7999992370605,,,,,,,,,7.800000190734861,,,,,,,,,,,,,,
foglie di rapa,,,,,,,0.00286,,,,0.0,,32.0,,,0.0,0.006952,verdure,,0.0,,0.0,,,0.000251,0.012,,,,,,,,0.0,0.012825,,,,,,,,,,,,,0.0,,0.0,0.0,0.00016,,,
barilla - mulino bianco biscotti tarallucci,,,8.60000038146973,,,,,,,,,,468.0,,70.5,,,prodotti da forno,,,,,,2.0,,,,,,,,17.5,,,,,,,,,7.0,,,,,0.27,,,,,,,,,
granarolo - yomo yogurt yomo desiderio fiordilatte e croccanti cereali ricoperti al cioccolato,,,,,,,,,,,,,122.0,,13.3999996185303,,,latticini e uova,,,,,,,,,,,,,,5.699999809265139,,,,,,,,,3.5,,,,,,,,,,,,,,
ferrero kinder paradiso,,,12.8999996185303,,,,,,,,,,426.0,,50.0,,,snacks,,,,,,0.5,,,,,,0.146,,22.600000381469695,,,,,,,,,5.900000095367429,,,,,0.054,,,,,,,,,
ferrero estathé deteinato - confezione 3 bicchieri,,,,,,,,,,,,,27.0,,6.599999904632571,,,bevande,,,,,,0.0700000002980232,,,,,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,
"porri, lessi",,,,,,,0.0005,,,,,,31.0,,,0.0,0.00048699999999999997,verdure,,0.0,,0.0,,,2.5399999999999997e-05,,,,,,,,,0.0,0.0009249999999999999,,,,,,,,,,,,,,,,,,,,
"carne di manzo e verdure, per l'infanzia",,,,,,,0.00049,,,,0.0,,77.0,,,0.00081,0.002545,cibi per bambini,,0.007,0.0165,1.1e-05,,,5.2e-06,0.0,,,,,,,,0.000627,5.1e-05,,,,,,,,,,,,,0.0,,0.0,0.0,0.00017,,0.0,
"gomme da masticare, senza zucchero",,,,,,,0.0,,,,0.0,,268.0,,,0.0,0.0,dolci,,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
kraft mato mato squiz piccante,,,,,,,,,,,,,60.0,,11.0,,,"zuppe, salse e sughi",,,,,,,,,,,,,,0.30000001192092896,,,,,,,,,2.0,,,,,,,,,,,,,,
polvere di albume,,,,0.0,,,0.0,,,,0.0,,382.0,,,0.0,0.0,latticini e uova,1.8e-07,0.0,,0.0,,,0.0,,,1.8e-05,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,0.0,0.0,
"controfiletto di manzo, carne mista, arrosto",,,,0.0,,,0.0004,,,,0.0,,211.0,,,0.0,0.0,bovino,1.53e-06,0.083,0.09920000000000001,0.0,,,1.4e-06,,,8e-06,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,
mirtilli selvatici (alaska),,,,,,,0.0016899999999999999,,,,0.0,,61.0,,,0.0,6.9e-05,cibi etnici,,,,0.0,,,1.7199999999999998e-05,,,,,,,,,0.0,,,,,,,,,,,,,,,,1e-05,1e-05,0.00019,,0.0,
"pasta con farina di grano, cotta",,,,0.0,,,,,,,,,126.0,,,,,cereali e pasta,0.0,0.0,,,,,,,,6e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
"pancetta di maiale, grassa",,,,0.0,,,0.0,,,,0.0,,898.0,,,0.0,0.0,maiale,9e-08,0.097,0.006500000000000001,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,0.0,0.0,
nestle mare fresco - merluzzo grigliato,,,1.79999995231628,,,,,,,,,,185.0,,0.699999988079071,,,pesci,,,,,,0.0,,,,,,,,14.1999998092651,,,,,,,,,13.6000003814697,,,,,0.26,,,,,,,,,
nestle - motta nero perugina - gelato crema,,,,,,,,,,,,,333.0,,30.2000007629395,,,dolci,,,,,,,,,,,,,,21.3999996185303,,,,,,,,,4.90000009536743,,,,,,,,,,,,,,
"whopper con formaggio, burger king",,,,0.0002,,,8e-05,,,,,,250.0,,,,,fast food,,0.036000000000000004,,,,,1.91e-05,,,5.1e-05,,,,,,,,,,,,,,,,,,,,,,1e-05,0.00037,0.0035600000000000002,,,
"riso integrale, chicchi medi, cotto",,,,,,,,,,,,,112.0,,,,,cereali e pasta,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo piacere leggero - latte fresco granarolo piacere leggero,,,,,,,,,,,,0.12,48.0,,5.09000015258789,,,latticini e uova,,,,,,,,,,,,,,1.60000002384186,,,,,,,,,3.24000000953674,,,,,,,,,,,,,,
kamut cotto,,,,,,,,,,,,,146.0,,,,,cereali e pasta,0.0,0.0,,,,,,,,1.2e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"petto di fagiano, crudo",,,,0.006,,,,,,,,,133.0,,,,,pollo,8.399999999999999e-07,0.058,,,,,,,,4e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tagliolini all'uovo, cotti, senza sale aggiunto",,,,,,,0.00017,,,,0.0,,138.0,,,0.0,1e-06,cereali e pasta,,0.029,0.0257,0.0,,,0.0,,,,,,,,,0.0,3.7999999999999995e-05,,,,,,,,,,,,,0.0,,3e-05,0.0,0.0006,,0.0,
