name,acqua | g,calorie | kcal,fibra alimentare | g,proteine totali | g,proteine animali | g,proteine vegetali | g,glucidi disponibili | g,glucidi solubili | g,amido | g,lipidi totali | g,lipidi animali | g,lipidi vegetali | g,lipidi saturi totali | g,acido oleico | g,monoinsaturi totali | g,acido linoleico | g,acido linolenico | g,altri polinsaturi | g,polinsaturi totali | g,colesterolo | g,alcool | g,ferro | g,calcio | g,sodio | g,potassio | g,fosforo | g,zinco | g,tiamina (vit.b1) | g,vitamina b6 | g,riboflavina | g,niacina (vit. pp) | g,vitamina c | g,acido folico | g,retinolo (equivalente) | g,retinolo | g,carotene | g,vitamina d | g,vitamina e | g
fiocchi di mais (cornflakes),5.0,364.0,3.8,6.6,0.0,6.6,88.1,10.4,77.7,0.8,0.0,0.8,0.13,0.23,0.23,0.38,0.38,0.0,0.76,0.0,0.0,0.0028,0.074,0.011,0.099,0.058,0.0003,0.001,0.0,0.0015,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0005300000000000001
"bieta [beta vulgaris, cv cicla]",94.5,17.0,1.2,1.3,0.0,1.3,2.8,2.8,0.0,0.1,0.0,0.1,0.02,0.02,0.02,0.03,0.03,0.0,0.06,0.0,0.0,0.001,0.067,0.158,0.28600000000000003,0.029,0.0004,3e-05,0.0,0.00019,0.0018000000000000002,0.024,0.0,0.000263,0.0,0.001578,0.0,0.0010500000000000002
caciotta romana di pecora,32.5,364.0,0.0,27.7,27.7,0.0,2.1,2.1,0.0,27.3,27.3,0.0,17.34,7.03,7.94,0.29,0.29,0.0,0.58,0.10400000000000001,0.0,0.0021000000000000003,1.16,1.8900000000000001,0.094,0.675,0.0035,3e-05,0.0,0.00047,0.0002,0.0,0.0,0.00011632999999999999,0.000113,1.9999999999999998e-05,5e-07,0.00073
canditi,17.0,283.0,4.5,0.5,0.0,0.5,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.06,0.027,0.024,0.007,0.0001,5e-05,0.0,4e-05,0.0005,0.0,0.0,8e-06,0.0,4.8e-05,0.0,0.0
carote [daucus carota],91.6,33.0,3.1,1.1,0.0,1.1,7.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.044,0.095,0.22,0.037,0.0004,4e-05,0.0,4e-05,0.0007,0.004,0.0,0.001148,0.0,0.006888,0.0,0.00046
pasta di mandorle,6.1,467.0,7.2,8.0,0.0,8.0,54.3,54.3,0.0,25.8,0.0,25.8,2.14,18.19,18.37,4.91,4.91,0.0,9.82,0.0,0.0,0.0025,0.11900000000000001,0.004,0.431,0.254,0.0016,0.00015,0.0,0.00022,0.0011,0.0,0.024,0.0,0.0,0.0,0.0,0.011980000000000001
brodo di carne e verdura,98.1,5.0,0.0,0.8,0.4,0.4,0.1,0.0,0.1,0.2,0.1,0.1,0.05,0.09,0.09,0.05,0.05,0.0,0.1,0.0,0.0,0.0001,0.001,0.222,0.015,0.001,0.0,6e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"pistacchi [pistacia vera], freschi",35.2,390.0,1.5,12.8,0.0,12.8,16.4,11.4,5.0,32.6,0.0,32.6,4.13,21.54,22.0,4.73,4.73,0.03,9.49,0.0,0.0,0.0028,0.065,0.009000000000000001,0.501,0.164,0.0013000000000000002,0.0005,0.0,0.0003,0.001,0.001,0.058,8.7e-05,0.0,0.000522,0.0,0.00521
crackers non salati,4.3,440.0,6.1,9.5,0.0,9.5,68.3,0.0,68.3,16.3,0.0,16.3,3.13,6.82,6.94,4.97,4.97,0.0,9.94,0.0,0.0,0.0017,0.11,0.61,0.12,0.11,0.0007,0.00023,0.0,5e-05,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0013000000000000002
dolcificante fruttosio,0.4,400.0,0.0,0.0,0.0,0.0,99.5,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fagiolini in scatola,90.3,22.0,2.6,1.5,0.0,1.5,4.1,1.0,3.1,0.1,0.0,0.1,0.02,0.0,0.0,0.03,0.03,0.0,0.06,0.0,0.0,0.0019,0.053,0.34,0.11,0.027,0.0002,2e-05,0.0,5e-05,0.0002,0.0,0.0,8.83e-06,0.0,5.3e-05,0.0,0.00017999999999999998
spumanti secchi,0.0,65.0,0.0,0.1,0.0,0.1,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0005,0.009000000000000001,0.004,0.061,0.006,0.0,0.0,0.0,1e-05,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"cavoli di bruxelles [brassica oleracea, cv gemmifera]",85.7,37.0,5.2,4.2,0.0,4.2,4.3,3.3,1.0,0.5,0.0,0.5,0.1,0.03,0.04,0.08,0.08,0.02,0.18,0.0,0.0,0.0011,0.051000000000000004,0.01,0.38,0.05,0.0005,8e-05,0.0,0.00014000000000000001,0.0007,0.081,0.0,0.00021999999999999998,0.0,0.00132,0.0,0.001
"panna, a basso contenuto di colesterolo",72.0,206.0,0.0,2.8,2.8,0.0,3.9,3.9,0.0,20.0,20.0,0.0,11.7,4.96,5.69,0.38,0.38,0.0,0.76,0.016,0.0,0.0001,0.08700000000000001,0.034,0.091,0.059000000000000004,0.0005,3e-05,0.0,0.00014000000000000001,0.0001,0.001,0.007,0.00021833,0.00019999999999999998,0.00010999999999999999,1.4e-07,0.0004
fagioli in scatola,82.0,43.0,6.8,4.1,0.0,4.1,6.3,1.1,5.2,0.5,0.0,0.5,0.1,0.04,0.04,0.12,0.12,0.0,0.24,0.0,0.0,0.0019,0.04,0.305,0.232,0.047,0.0006,3e-05,0.0,2e-05,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.00023
pasta frolla,9.0,480.0,1.7,7.7,2.2,5.5,61.3,25.8,35.5,24.4,20.6,3.8,10.25,7.76,8.83,2.86,2.86,0.03,5.75,0.224,0.0,0.0013000000000000002,0.032,0.10300000000000001,0.084,0.154,0.0008,0.00015,0.0,6e-05,0.0006,0.0,0.027,0.00020449999999999998,0.000196,5.1e-05,7.3e-07,0.0022
torta margherita,19.4,368.0,1.0,8.9,6.9,2.0,63.6,34.1,29.5,10.4,10.3,0.1,5.12,2.95,3.33,0.54,0.54,0.03,1.11,0.168,0.0,0.0028,0.009000000000000001,0.35000000000000003,0.082,0.121,0.0007,0.0,0.0,0.00012,0.0005,0.0,0.01,0.0,0.0,0.0,2.8e-06,0.00261
"farina di soia, a basso contenuto lipidico",7.0,352.0,13.3,45.3,0.0,45.3,28.2,13.4,14.8,7.2,0.0,7.2,1.0,1.72,1.74,3.58,3.58,0.0,7.16,0.0,0.0,0.0091,0.24,0.014,2.0300000000000002,0.64,0.0032,0.0009000000000000001,0.0,0.00029,0.0024,0.0,0.0,4e-06,0.0,2.4e-05,0.0,0.0002
salmone affumicato,64.9,142.0,0.0,25.4,25.4,0.0,0.0,0.0,0.0,4.5,4.5,0.0,0.78,0.98,1.8,0.12,0.12,1.06,1.3,0.035,0.0,0.0006,0.019,1.8800000000000001,0.42,0.25,0.0004,0.00016,0.0,0.00017,0.0088,0.0,0.002,1.3e-05,1.3e-05,0.0,0.0,0.00135
latte di bufala,82.0,102.0,0.0,4.4,4.4,0.0,5.1,5.1,0.0,7.3,7.3,0.0,4.86,1.66,1.89,0.07,0.07,0.0,0.14,0.019,0.0,0.0002,0.16,0.052000000000000005,0.178,0.117,0.0002,4e-05,0.0,0.00012,0.0001,0.003,0.0,3.0829999999999995e-05,2.7e-05,2.3e-05,3e-08,8.999999999999999e-05
"marmellata (amarene,ciliege,uva,marasche)",33.0,236.0,2.4,0.6,0.0,0.6,62.3,62.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.026000000000000002,0.011,0.083,0.012,0.0001,5e-05,0.0,3e-05,0.0009000000000000001,0.008,0.0,0.0,0.0,0.0,0.0,0.0
"salvia, secca macinata",8.0,315.0,18.1,10.6,0.0,10.6,42.7,42.7,0.0,12.7,0.0,12.7,7.03,1.75,1.87,0.53,0.53,0.0,1.06,0.0,0.0,0.028100000000000003,1.6500000000000001,0.011,1.07,0.091,0.0047,0.00011,0.0,0.00034,0.0057,0.0,0.0,0.0005899999999999999,0.0,0.0035399999999999997,0.0,0.00915
"bovino, cuore",75.5,123.0,0.0,16.8,16.8,0.0,0.5,0.5,0.0,6.0,6.0,0.0,2.94,1.38,1.59,0.12,0.12,0.03,0.27,0.15,0.0,0.0046,0.009000000000000001,0.095,0.32,0.203,0.0018000000000000002,0.00058,0.0,0.0008900000000000001,0.008199999999999999,0.006,0.0,3e-06,3e-06,0.0,1e-06,0.0007700000000000001
sofficini al formaggio surgelati,56.4,278.0,1.4,7.2,3.4,3.8,28.6,0.8,27.8,15.8,7.7,8.1,3.14,3.78,3.78,7.16,7.16,0.0,14.32,0.031,0.0,0.0003,0.112,0.46,0.15,0.21,0.0013000000000000002,0.00023,0.0,0.00012,0.0002,0.0,0.008,0.00011832999999999999,0.00010999999999999999,4.9999999999999996e-05,4.6e-07,0.0006
"salsiccia di suino e bovino, fresca",44.0,394.0,0.0,14.2,14.2,0.0,0.0,0.0,0.0,37.4,37.4,0.0,14.16,15.89,17.72,2.63,2.63,0.0,5.26,0.055,0.0,0.0032,0.018000000000000002,1.0190000000000001,0.18,0.17500000000000002,0.0019,0.0002,0.0,8e-05,0.003,0.0,0.005,0.0,0.0,0.0,0.0,0.00022
farina di cocco,2.3,604.0,21.1,5.6,0.0,5.6,6.4,6.4,0.0,62.0,0.0,62.0,53.27,3.85,4.08,1.05,1.05,0.0,2.1,0.0,0.0,0.0036000000000000003,0.023,0.028,0.66,0.16,0.0009000000000000001,3e-05,0.0,5e-05,0.0009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.00126
brodo vegetale,98.0,5.0,0.0,0.3,0.0,0.3,0.3,0.1,0.2,0.4,0.0,0.4,0.09,0.17,0.17,0.09,0.09,0.0,0.18,0.0,0.0,0.0001,0.001,0.362,0.008,0.003,0.0,0.00011,0.0,1e-05,0.0001,0.0,0.0,3.3e-07,0.0,2e-06,0.0,0.0
"tacchino, petto",70.2,134.0,0.0,22.0,22.0,0.0,0.4,0.4,0.0,4.9,4.9,0.0,1.59,1.5,1.74,0.85,0.85,0.14,1.84,0.057,0.0,0.0025,0.023,0.051000000000000004,0.32,0.29,0.001,8e-05,0.0,0.00013000000000000002,0.0008,0.0,0.009000000000000001,0.0,0.0,0.0,3e-07,0.0
vino rosato,87.3,71.0,0.0,0.1,0.0,0.1,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.001,0.012,0.004,0.075,0.006,0.0,0.0,0.0,1e-05,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cardi [cynara cardunculus],94.3,10.0,1.5,0.6,0.0,0.6,1.7,1.5,0.2,0.1,0.0,0.1,0.01,0.02,0.02,0.04,0.04,0.0,0.08,0.0,0.0,0.0002,0.096,0.023,0.293,0.011,0.0002,2e-05,0.0,4e-05,0.0002,0.004,0.0,0.0,0.0,0.0,0.0,0.00019
natto,55.0,212.0,5.4,17.7,0.0,17.7,0.0,0.0,0.0,11.0,0.0,11.0,1.59,2.4,2.43,5.48,5.48,0.0,10.96,0.0,0.0,0.0086,0.217,0.007,0.729,0.17400000000000002,0.003,0.00016,0.0,0.00019,0.0,0.013000000000000001,0.008,0.0,0.0,0.0,0.0,1e-05
tordo [turdus erycetorum],68.0,143.0,0.0,20.1,20.1,0.0,0.0,0.0,0.0,7.7,7.7,0.0,2.33,2.46,2.82,1.54,1.54,0.14,3.22,0.08600000000000001,0.0,0.007200000000000001,0.013000000000000001,0.168,0.132,0.2,0.0012,0.0001,0.0,0.0001,0.0046,0.0,0.028,0.0,0.0,0.0,4e-07,0.0
spinaci [spinacia oleracea],90.1,31.0,1.9,3.4,0.0,3.4,3.0,0.4,2.6,0.7,0.0,0.7,0.07,0.04,0.05,0.07,0.07,0.0,0.14,0.0,0.0,0.0029,0.078,0.1,0.53,0.062,0.0004,7.000000000000001e-05,0.0,0.00037,0.0004,0.0,0.15,0.00048499999999999997,0.0,0.00291,0.0,0.00171
mozzarella,60.1,243.0,0.0,19.9,19.9,0.0,4.9,4.9,0.0,16.1,16.1,0.0,10.01,3.91,4.55,0.33,0.33,0.0,0.66,0.05,0.0,0.0002,0.403,0.137,0.038,0.23900000000000002,0.0043,5e-05,0.0,0.00051,0.0004,0.0,0.015,0.00016333,0.000146,0.000104,1e-07,0.0002
"funghi ovuli [amanita caesaria, ovulo edule]",92.9,18.0,1.7,2.0,0.0,2.0,2.0,1.0,1.0,0.3,0.0,0.3,0.07,0.0,0.0,0.03,0.03,0.0,0.06,0.0,0.0,0.0011,0.017,0.005,0.32,0.089,0.0004,0.0001,0.0,0.00031,0.004,0.003,0.0,0.0,0.0,0.0,2.1e-06,0.00012
"latte di vacca, intero",87.0,61.0,0.0,3.1,3.1,0.0,4.8,4.8,0.0,3.4,3.4,0.0,2.11,0.93,1.1,0.07,0.07,0.0,0.14,0.014,0.0,0.0001,0.11900000000000001,0.05,0.15,0.093,0.0004,4e-05,0.0,0.00017999999999999998,0.0001,0.001,0.0,4.3329999999999993e-05,3.9999999999999996e-05,1.9999999999999998e-05,3e-08,8e-05
dolcificante saccarina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
funghi spugnoli [morchella esculenta],90.0,17.0,7.0,1.7,0.0,1.7,2.0,1.0,1.0,0.3,0.0,0.3,0.07,0.0,0.0,0.03,0.03,0.0,0.06,0.0,0.0,0.0012,0.011,0.002,0.39,0.162,0.0004,0.00013000000000000002,0.0,6e-05,0.004200000000000001,0.005,0.0,0.0,0.0,0.0,3.1e-06,0.00019
"caffe' tostato, macinato",4.1,287.0,0.0,10.4,0.0,10.4,28.5,0.0,28.5,15.4,0.0,15.4,6.07,1.23,1.26,5.54,5.54,0.0,11.08,0.0,0.0,0.0040999999999999995,0.13,0.074,2.02,0.16,0.0007,7.000000000000001e-05,0.0,0.0002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calamaro [loligo vulgaris],80.0,68.0,0.0,12.6,12.6,0.0,0.0,0.0,0.0,1.7,1.7,0.0,0.3,0.1,0.2,0.1,0.1,0.4,0.6,0.222,0.0,0.0,0.14400000000000002,0.425,0.093,0.189,0.0011,7.000000000000001e-05,0.0,0.00016,0.0012,0.0,0.0,7.5e-05,7.5e-05,0.0,0.0,0.0012
nespole [eriobotrya japonica],85.3,28.0,2.1,0.4,0.0,0.4,6.1,6.1,0.0,0.4,0.0,0.4,0.08,0.02,0.02,0.15,0.15,0.0,0.3,0.0,0.0,0.0003,0.016,0.006,0.25,0.011,0.0001,4e-05,0.0,5e-05,0.0004,0.011,0.014,2.7e-05,0.0,0.00016199999999999998,0.0,0.0008900000000000001
dentice surgelato,80.1,103.0,0.0,17.2,17.2,0.0,0.7,0.7,0.0,3.5,3.5,0.0,0.45,0.33,0.68,0.0,0.0,1.8,1.8,0.07,0.0,0.0008,0.03,0.077,0.35000000000000003,0.188,0.0005,8e-05,0.0,0.00015,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0004
mirtillo nero [vaccinium myrtillus],85.9,30.0,2.5,0.6,0.0,0.6,6.9,6.9,0.0,0.2,0.0,0.2,0.02,0.03,0.03,0.05,0.05,0.0,0.1,0.0,0.0,0.0005,0.012,0.003,0.088,0.014,0.0002,3e-05,0.0,3e-05,0.0004,0.017,0.006,4.9999999999999996e-06,0.0,2.9999999999999997e-05,0.0,0.001
"succo tropicale, conservato",88.0,47.0,0.0,0.2,0.0,0.2,11.6,11.6,0.0,0.1,0.0,0.1,0.01,0.01,0.01,0.02,0.02,0.0,0.04,0.0,0.0,0.0003,0.007,0.014,0.061,0.006,0.0001,3e-05,0.0,2e-05,0.0003,0.0,0.011,4e-06,0.0,2.4e-05,0.0,0.0
frumento tenero [triticum aestivum],12.0,319.0,1.7,12.3,0.0,12.3,65.8,3.3,62.5,2.6,0.0,2.6,0.6,0.29,0.29,1.51,1.51,0.0,3.02,0.0,0.0,0.0033,0.035,0.002,0.397,0.304,0.0026000000000000003,0.00042,0.0,0.00014000000000000001,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0014399999999999999
cioccolato con nocciole,2.1,571.0,1.4,9.3,5.4,3.9,45.9,45.9,0.0,40.1,22.1,18.0,20.15,14.42,14.63,1.43,1.43,0.0,2.86,0.025,0.0,0.003,0.251,0.109,0.425,0.219,0.0003,0.00013000000000000002,0.0,0.00035999999999999997,0.0008,0.0,0.0,3.2999999999999996e-05,2.8e-05,2.9999999999999997e-05,0.0,0.0029900000000000005
"bovino, trippa",72.0,108.0,0.0,15.8,15.8,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.57,1.46,2.2,0.06,0.06,0.0,0.12,0.064,0.0,0.004,0.008,0.107,0.018000000000000002,0.05,0.0007,0.00014000000000000001,0.0,0.00017999999999999998,0.0016,0.003,0.0,0.0,0.0,0.0,0.0,8e-05
"basilico [ocimum basilicum], fresco",88.0,40.0,5.2,3.1,0.0,3.1,5.1,5.1,0.0,0.8,0.0,0.8,0.05,0.12,0.12,0.1,0.1,0.0,0.2,0.0,0.0,0.0055,0.25,0.009000000000000001,0.3,0.037,0.0007,8e-05,0.0,0.00031,0.0011,0.026000000000000002,0.0,0.00065833,0.0,0.0039499999999999995,0.0,0.0017
cannoli alla crema,33.7,369.0,1.1,6.2,4.0,2.2,42.2,10.9,31.3,20.7,20.3,0.4,9.9,5.99,6.78,1.3,1.3,0.06,2.66,0.189,0.0,0.0013000000000000002,0.052000000000000005,0.25,0.13,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2e-07,0.0008900000000000001
cioccolato al latte,1.7,565.0,0.8,8.9,6.0,2.9,50.8,50.8,0.0,37.6,24.6,13.0,21.93,11.83,12.04,1.03,1.03,0.0,2.06,0.028,0.0,0.003,0.262,0.12,0.42,0.20700000000000002,0.0002,8.999999999999999e-05,0.0,0.00039000000000000005,0.0006,0.0,0.0,3.317e-05,3.1e-05,1.3e-05,0.0,0.00055
"pane, tipo 00, pezzatura da 50g",29.0,290.0,3.0,8.2,0.0,8.2,67.5,1.9,65.6,0.4,0.0,0.4,0.1,0.04,0.04,0.23,0.23,0.0,0.46,0.0,0.0,0.0008,0.014,0.64,0.176,0.063,0.0009000000000000001,4e-05,0.0,6e-05,0.0008,0.0,0.029,0.0,0.0,0.0,0.0,0.0
"irish moss [chondrus crispus], fresca",81.3,8.0,12.3,1.5,0.0,1.5,0.0,0.0,0.0,0.2,0.0,0.2,0.04,0.01,0.02,0.0,0.0,0.06,0.06,0.0,0.0,0.0089,0.07200000000000001,0.067,0.063,0.16,0.0019,1e-05,0.0,0.00047,0.0006,0.003,0.0,1.2e-05,0.0,7.2e-05,0.0,0.00087
ciliege [prunus avium],86.2,38.0,1.3,0.8,0.0,0.8,9.0,9.0,0.0,0.1,0.0,0.1,0.02,0.03,0.03,0.02,0.02,0.0,0.04,0.0,0.0,0.0006,0.03,0.003,0.229,0.018000000000000002,0.0001,3e-05,0.0,3e-05,0.0005,0.011,0.0,1.8999999999999998e-05,0.0,0.00011399999999999999,0.0,0.0001
"succo di melagrana, fresco",85.4,44.0,0.0,0.2,0.0,0.2,11.6,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.003,0.001,0.2,0.008,0.0001,2e-05,0.0,3e-05,0.0002,0.0,0.006,5.5e-06,0.0,3.2999999999999996e-05,0.0,0.00055
"coniglio, frattaglie",70.0,147.0,0.0,18.7,18.7,0.0,0.4,0.4,0.0,7.9,7.9,0.0,3.12,1.4,1.57,0.73,0.73,1.57,3.03,0.225,0.0,0.008,0.02,0.067,0.36,0.32,0.0014,0.00031,0.0,0.0005,0.0057,0.009000000000000001,0.0,0.00454933,0.004526,0.00014,0.0,0.00013000000000000002
buccia d'arancia candita,16.0,313.0,1.1,0.2,0.0,0.2,82.7,82.7,0.0,0.2,0.0,0.2,0.02,0.03,0.04,0.03,0.03,0.0,0.06,0.0,0.0,0.0015,0.065,0.027,0.024,0.005,0.0001,7.000000000000001e-05,0.0,5e-05,0.0002,0.003,0.0,1.9999999999999998e-05,0.0,0.00011999999999999999,0.0,0.0
grana,30.5,381.0,0.0,35.5,35.5,0.0,3.7,3.7,0.0,25.0,25.0,0.0,16.5,7.26,7.83,0.33,0.33,0.0,0.66,0.085,0.0,0.0008,1.29,0.446,0.1,0.7020000000000001,0.006200000000000001,2e-05,0.0,0.00012,0.0001,0.0,0.0,0.00022833,0.00019999999999999998,0.00016999999999999999,2.7e-07,0.0009000000000000001
"bovino, cervello",76.6,157.0,0.0,9.8,9.8,0.0,0.8,0.8,0.0,12.7,12.7,0.0,2.95,2.02,2.53,0.03,0.03,1.43,1.49,2.0,0.0,0.0036000000000000003,0.016,0.14,0.27,0.33,0.0012,0.00025,0.0,0.00028000000000000003,0.006,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0012
"pistacchi, tostati e salati",2.1,601.0,6.1,17.9,0.0,17.9,8.2,5.7,2.5,55.4,0.0,55.4,7.02,36.61,37.4,8.04,8.04,0.05,16.13,0.0,0.0,0.003,0.11,0.53,1.04,0.42,0.0022,0.0007,0.0,0.00023,0.0017,0.0,0.058,2.167e-05,0.0,0.00013,0.0,0.0041600000000000005
funghi gallinacci [cantharellus cibarius fries],91.5,11.0,4.7,1.6,0.0,1.6,0.2,0.2,0.0,0.5,0.0,0.5,0.09,0.0,0.0,0.05,0.05,0.0,0.1,0.0,0.0,0.006500000000000001,0.004,0.003,0.367,0.056,0.0007,2e-05,0.0,0.00023,0.006500000000000001,0.006,0.0,0.00021666999999999997,0.0,0.0013,2.1e-06,0.00012
"succo di pompelmo, conservato, non zuccherato",89.4,33.0,0.0,0.4,0.0,0.4,8.3,8.3,0.0,0.1,0.0,0.1,0.01,0.01,0.01,0.02,0.02,0.0,0.04,0.0,0.0,0.0002,0.014,0.007,0.1,0.011,0.0,4e-05,0.0,1e-05,0.0002,0.0,0.006,1.7000000000000001e-07,0.0,1e-06,0.0,0.00019
ortica [urtica dioica],83.0,36.0,4.1,5.9,0.0,5.9,1.3,1.3,0.0,0.7,0.0,0.7,0.09,0.04,0.04,0.07,0.07,0.0,0.14,0.0,0.0,0.0044,0.59,0.001,0.67,0.092,0.0017,0.0002,0.0,0.00015,0.0008,0.17500000000000002,0.22,0.00035832999999999997,0.0,0.00215,0.0,0.00168
"latte di vacca, scremato",90.5,36.0,0.0,3.6,3.6,0.0,5.3,5.3,0.0,0.2,0.2,0.0,0.14,0.04,0.05,0.01,0.01,0.0,0.02,0.002,0.0,0.0001,0.122,0.052000000000000005,0.15,0.097,0.0004,4e-05,0.0,0.00017999999999999998,0.0001,0.001,0.005,0.0,0.0,0.0,0.0,0.0
caciottina fresca,54.8,261.0,0.0,17.3,17.3,0.0,0.0,0.0,0.0,21.3,21.3,0.0,13.22,5.83,6.89,0.44,0.44,0.0,0.88,0.09,0.0,0.0008,0.29,0.299,0.036000000000000004,0.42,0.0026000000000000003,3e-05,0.0,0.00031,0.0001,0.0,0.0,0.00014233,0.000139,1.9999999999999998e-05,1.6e-07,0.00033
"bovino, rene",76.5,118.0,0.0,18.4,18.4,0.0,0.8,0.8,0.0,4.6,4.6,0.0,1.93,1.07,1.2,0.16,0.16,0.09,0.41,0.375,0.0,0.008,0.009000000000000001,0.18,0.23,0.22,0.0019,0.00037,0.0,0.0022500000000000003,0.0058,0.013000000000000001,0.0,0.00034533,0.00020899999999999998,0.0008179999999999999,0.0,0.0012
fichi seccati al forno e mandorlati,18.3,277.0,10.4,5.2,0.0,5.2,58.2,58.2,0.0,4.2,0.0,4.2,0.84,0.92,0.93,2.01,2.01,0.0,4.02,0.0,0.0,0.003,0.186,0.08700000000000001,1.01,0.111,0.0009000000000000001,0.00014000000000000001,0.0,0.0001,0.0006,0.0,0.0,8e-06,0.0,4.8e-05,0.0,0.0
"succo di frutta, conservato",84.5,56.0,0.2,0.3,0.0,0.3,14.5,14.5,0.0,0.1,0.0,0.1,0.02,0.03,0.03,0.05,0.05,0.0,0.1,0.0,0.0,0.0003,0.008,0.007,0.07,0.011,0.0001,1e-05,0.0,3e-05,0.0003,0.0,0.001,0.0,0.0,0.0,0.0,0.0
zampone,45.5,360.0,0.0,19.1,19.1,0.0,0.0,0.0,0.0,31.6,31.6,0.0,10.35,14.08,15.51,3.55,3.55,0.43,7.53,0.095,0.0,0.0021000000000000003,0.02,1.375,0.186,0.17,0.0043,0.00026000000000000003,0.0,0.00021,0.003,0.0,0.008,0.0,0.0,0.0,9e-07,0.00117
"succo di carote, conservato",92.3,24.0,0.6,0.5,0.0,0.5,5.7,5.7,0.0,0.1,0.0,0.1,0.02,0.0,0.0,0.04,0.04,0.0,0.08,0.0,0.0,0.0002,0.016,0.051000000000000004,0.24,0.025,0.0001,3e-05,0.0,7.000000000000001e-05,0.0007,0.0,0.012,0.0013525,0.0,0.008114999999999999,0.0,0.0005600000000000001
"noci [juglans regia], fresche",19.2,582.0,5.2,10.5,0.0,10.5,5.5,3.4,2.1,57.7,0.0,57.7,4.72,7.94,8.08,28.82,28.82,0.0,57.64,0.0,0.0,0.0026000000000000003,0.131,0.003,0.6900000000000001,0.23800000000000002,0.003,0.00058,0.0,0.00017,0.0008,0.0,0.066,6e-06,0.0,3.6e-05,0.0,0.00385
mango [mangifera indica],82.4,57.0,2.9,0.7,0.0,0.7,14.1,13.8,0.3,0.2,0.0,0.2,0.05,0.04,0.07,0.01,0.01,0.0,0.02,0.0,0.0,0.0007,0.012,0.002,0.18,0.016,0.0001,4e-05,0.0,5e-05,0.0005,0.037,0.036000000000000004,0.0003,0.0,0.0018,0.0,0.0010500000000000002
"latte di vacca, intero vitaminizzato",88.0,58.0,0.0,3.1,3.1,0.0,5.0,5.0,0.0,3.0,3.0,0.0,1.86,0.82,0.97,0.06,0.06,0.0,0.12,0.014,0.0,0.0,0.11,0.05,0.136,0.09,0.0004,0.0001,0.0,0.00015,0.001,0.001,0.0,4.8e-05,4.2e-05,3.6e-05,8.499999999999999e-07,0.002
acqua,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ricotta di vacca e pecora,68.0,204.0,0.0,10.3,10.3,0.0,3.6,3.6,0.0,16.6,16.6,0.0,11.24,3.44,4.02,0.27,0.27,0.0,0.54,0.042,0.0,0.0006,0.23900000000000002,0.178,0.074,0.183,0.0008,3e-05,0.0,0.00019,0.0002,0.001,0.006,0.0001065,9.8e-05,5.1e-05,1.0999999999999999e-07,7.000000000000001e-05
