name,acqua | g,calorie | kcal,fibra alimentare | g,proteine totali | g,proteine animali | g,proteine vegetali | g,glucidi disponibili | g,glucidi solubili | g,amido | g,lipidi totali | g,lipidi animali | g,lipidi vegetali | g,lipidi saturi totali | g,acido oleico | g,monoinsaturi totali | g,acido linoleico | g,acido linolenico | g,altri polinsaturi | g,polinsaturi totali | g,colesterolo | g,alcool | g,ferro | g,calcio | g,sodio | g,potassio | g,fosforo | g,zinco | g,tiamina (vit.b1) | g,vitamina b6 | g,riboflavina | g,niacina (vit. pp) | g,vitamina c | g,acido folico | g,retinolo (equivalente) | g,retinolo | g,carotene | g,vitamina d | g,vitamina e | g
asparagi di campo,91.4,29.0,2.1,3.6,0.0,3.6,3.3,3.3,0.0,0.2,0.0,0.2,0.05,0.01,0.01,0.08,0.08,0.0,0.16,0.0,0.0,0.0012,0.025,0.002,0.24,0.077,0.0003,0.00021,0.0,0.00029,0.001,0.018000000000000002,0.0,8.2e-05,0.0,0.0004919999999999999,0.0,0.00116
sardine salate,62.0,133.0,0.0,25.1,25.1,0.0,0.0,0.0,0.0,3.6,3.6,0.0,0.82,0.55,0.96,0.05,0.05,1.37,1.47,0.06,0.0,0.0008,0.54,0.53,0.32,0.51,0.0009000000000000001,1e-05,0.0,0.00026000000000000003,0.0044,0.0,0.008,1.2e-05,1.2e-05,0.0,4.599999999999999e-06,0.00029
cioccolato gianduia,2.8,509.0,2.5,13.1,0.0,13.1,52.7,52.7,0.0,28.8,0.0,28.8,17.15,9.25,9.25,0.91,0.91,0.0,1.82,0.0,0.0,0.0019,0.042,0.006,0.3,0.162,0.0013000000000000002,0.00026000000000000003,0.0,0.00026000000000000003,0.002,0.0,0.0,1.8e-05,0.0,0.000108,0.0,0.0014399999999999999
fiocchi di latte magro,79.0,102.0,0.0,11.7,11.7,0.0,2.6,2.6,0.0,5.3,5.3,0.0,3.17,1.39,1.68,0.07,0.07,0.0,0.14,0.013000000000000001,0.0,0.0001,0.073,0.38,0.089,0.16,0.0006,3e-05,0.0,0.00026000000000000003,0.0001,0.0,0.0,4.567e-05,4.4e-05,9.999999999999999e-06,8e-08,8e-05
carciofini sott'aceto,84.4,18.0,5.5,2.9,0.0,2.9,1.3,1.3,0.0,0.2,0.0,0.2,0.05,0.01,0.01,0.06,0.06,0.0,0.12,0.0,0.0,0.0005,0.044,0.8210000000000001,0.33,0.04,0.0005,0.0,0.0,2e-05,0.001,0.001,0.0,1.4999999999999999e-05,0.0,8.999999999999999e-05,0.0,0.00019
caviale,48.0,252.0,0.0,18.9,18.9,0.0,1.9,1.9,0.0,18.8,18.8,0.0,4.26,3.32,4.86,0.09,0.09,7.68,7.86,0.588,0.0,0.0119,0.275,1.5,0.181,0.356,0.001,0.00019,0.0,0.00062,0.0001,0.0,0.0,0.00056,0.00056,0.0,5.87e-06,0.007
cotechino,36.8,450.0,0.0,17.2,17.2,0.0,0.0,0.0,0.0,42.3,42.3,0.0,14.0,18.46,20.28,4.98,4.98,0.63,10.59,0.098,0.0,0.0021000000000000003,0.03,1.744,0.272,0.109,0.0040999999999999995,0.0002,0.0,0.00016,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.00024
"patate, fecola",16.1,349.0,0.0,1.4,0.0,1.4,91.5,0.0,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.01,0.031,1.58,0.027,0.0013000000000000002,0.0,0.0,0.0,0.0,0.0,0.051000000000000004,0.0,0.0,0.0,0.0,0.00026000000000000003
fichi secchi,19.4,242.0,10.4,3.5,0.0,3.5,58.0,58.0,0.0,2.7,0.0,2.7,0.54,0.6,0.6,1.29,1.29,0.0,2.58,0.0,0.0,0.003,0.186,0.08700000000000001,1.01,0.111,0.0009000000000000001,0.00014000000000000001,0.0,0.0001,0.0006,0.0,0.0,8e-06,0.0,4.8e-05,0.0,0.0
crostata con marmellata,20.9,339.0,1.6,4.9,1.6,3.3,65.5,39.6,25.9,8.2,8.1,0.1,4.56,2.09,2.37,0.29,0.29,0.0,0.58,0.052000000000000005,0.0,0.0014,0.055,0.23,0.11,0.046,0.0003,7.000000000000001e-05,0.0,1e-05,0.0005,0.002,0.0,7.332999999999999e-05,6.2e-05,6.8e-05,6.4e-07,0.00074
pancetta coppata,40.8,394.0,0.0,20.9,20.9,0.0,0.7,0.7,0.0,34.2,34.2,0.0,14.0,11.29,12.54,5.46,5.46,0.16,11.08,0.073,0.0,0.0009000000000000001,0.022,1.595,0.297,0.202,0.0025,0.00058,0.0,0.00017,0.0054,0.0,0.003,0.0,0.0,0.0,4.5e-07,0.00015
limette [citrus aurantifolia],86.0,38.0,3.3,0.7,0.0,0.7,8.8,8.8,0.0,0.3,0.0,0.3,0.03,0.02,0.03,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.06,0.003,0.177,0.025,0.0001,6e-05,0.0,3e-05,0.0005,0.011,0.012,3.9999999999999996e-05,0.0,0.00023999999999999998,0.0,0.00029
"datteri, secchi",17.3,253.0,8.7,2.7,0.0,2.7,63.1,63.1,0.0,0.6,0.0,0.6,0.25,0.2,0.2,0.04,0.04,0.0,0.08,0.0,0.0,0.0027,0.069,0.005,0.75,0.065,0.0004,8e-05,0.0,0.00015,0.0022,0.0,0.0,4.9999999999999996e-06,0.0,2.9999999999999997e-05,0.0,0.0001
gelato fior di latte,60.6,218.0,0.0,4.2,4.2,0.0,20.7,20.7,0.0,13.7,13.7,0.0,8.58,3.44,3.95,0.31,0.31,0.0,0.62,0.04,0.0,0.0004,0.185,0.1,0.15,0.165,0.0003,6e-05,0.0,0.0001,0.0001,0.0,0.0,0.00011999999999999999,0.00010999999999999999,5.9999999999999995e-05,1.2e-07,0.00021
"pecorino, fresco",42.0,332.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,25.4,25.4,0.0,17.72,4.74,5.51,0.39,0.39,0.0,0.78,0.07,0.0,0.0009000000000000001,0.47000000000000003,1.084,0.129,0.28,0.002,4e-05,0.0,0.00021,0.0001,0.0,0.023,0.00011632999999999999,0.000113,1.9999999999999998e-05,5e-07,0.00037
caciocavallo,30.0,439.0,0.0,37.7,37.7,0.0,2.1,2.1,0.0,31.1,31.1,0.0,19.95,7.2,8.64,0.58,0.58,0.0,1.16,0.09,0.0,0.0003,0.86,1.2590000000000001,0.138,0.59,0.0032,1e-05,0.0,0.00045000000000000004,0.0002,0.0,0.0,0.000336,0.000294,0.000252,1.6e-07,0.00035
pecora [ovis aries],57.0,293.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,11.8,8.93,9.23,0.58,0.58,0.0,1.16,0.079,0.0,0.002,0.01,0.1,0.35000000000000003,0.2,0.002,0.00012,0.0,0.0001,0.0036000000000000003,0.0,0.003,1.2e-05,1.2e-05,0.0,4e-07,7.000000000000001e-05
astice [homarus vulgaris],76.8,90.0,0.0,18.8,18.8,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.06,0.06,0.17,0.0,0.0,0.17,0.17,0.095,0.0,0.0003,0.048,0.296,0.275,0.14400000000000002,0.003,1e-05,0.0,5e-05,0.0015,0.0,0.0,2.1e-05,2.1e-05,0.0,0.0,0.00147
pane integrale,36.6,243.0,5.7,7.5,0.0,7.5,53.8,2.5,51.3,1.3,0.0,1.3,0.3,0.14,0.14,0.75,0.75,0.0,1.5,0.0,0.0,0.0025,0.025,0.55,0.21,0.18,0.0016,0.0001,0.0,0.00012,0.0029,0.0,0.039,0.0,0.0,0.0,0.0,0.0002
crauti,91.0,24.0,1.1,1.5,0.0,1.5,4.0,4.0,0.0,0.3,0.0,0.3,0.08,0.02,0.03,0.06,0.06,0.02,0.14,0.0,0.0,0.0006,0.048,0.355,0.28800000000000003,0.043000000000000003,0.0004,3e-05,0.0,5e-05,0.0002,0.02,0.0,0.0,0.0,0.0,0.0,0.0002
"bovino, sangue",80.5,75.0,0.0,17.8,17.8,0.0,0.8,0.8,0.0,0.1,0.1,0.0,0.04,0.04,0.05,0.0,0.0,0.0,0.0,0.19,0.0,0.049,0.006,0.33,0.044,0.019,0.0002,8.999999999999999e-05,0.0,3e-05,0.0008,0.0,0.0,2.05e-05,4.9999999999999996e-06,9.3e-05,1e-07,0.0004
"fagioli aduki [vigna angularis], secchi",12.7,272.0,11.1,19.9,0.0,19.9,45.7,1.0,44.7,0.5,0.0,0.5,0.19,0.05,0.0,0.11,0.11,0.0,0.22,0.0,0.0,0.004200000000000001,0.084,0.005,1.22,0.38,0.005,0.00045000000000000004,0.0,0.00022,0.0026000000000000003,0.0,0.0,2e-06,0.0,1.2e-05,0.0,0.0
olio di mais vitaminizzato,0.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,99.9,14.96,29.88,30.66,49.83,49.83,0.0,99.66,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
pasta di semola,12.4,356.0,2.6,10.8,0.0,10.8,82.8,2.7,80.1,0.3,0.0,0.3,0.07,0.03,0.03,0.17,0.17,0.0,0.34,0.0,0.0,0.0013000000000000002,0.017,0.005,0.16,0.165,0.0015,0.00014000000000000001,0.0,0.00011,0.002,0.0,0.034,0.0,0.0,0.0,0.0,0.0
fagiolini [phaseolus vulgaris],90.5,17.0,2.9,2.1,0.0,2.1,2.4,2.4,0.0,0.1,0.0,0.1,0.02,0.0,0.0,0.03,0.03,0.0,0.06,0.0,0.0,0.0009000000000000001,0.035,0.002,0.28,0.048,0.0002,7.000000000000001e-05,0.0,0.00015,0.0008,0.016,0.0,4.1e-05,0.0,0.00024599999999999996,0.0,0.0002
anguilla marinata,59.9,259.0,0.0,14.8,14.8,0.0,0.6,0.6,0.0,21.9,21.9,0.0,4.43,5.22,13.53,0.37,0.37,0.6,1.34,0.117,0.0,0.0007,0.018000000000000002,0.089,0.27,0.202,0.0025,0.00028000000000000003,0.0,0.00037,0.0035,0.0,0.0,0.00094,0.00094,0.0,4.9000000000000005e-06,0.00414
lamponi [rubus idaeus],84.6,34.0,7.4,1.0,0.0,1.0,6.5,6.5,0.0,0.6,0.0,0.6,0.02,0.05,0.06,0.23,0.23,0.0,0.46,0.0,0.0,0.001,0.049,0.003,0.22,0.052000000000000005,0.0004,5e-05,0.0,2e-05,0.0005,0.025,0.0,1.3e-05,0.0,7.8e-05,0.0,0.00057
tofu,84.6,76.0,1.2,8.1,0.0,8.1,0.0,0.0,0.0,4.8,0.0,4.8,0.07,1.04,1.06,2.38,2.38,0.0,4.76,0.0,0.0,0.0054,0.105,0.007,0.121,0.097,0.0008,8e-05,0.0,5e-05,0.0012,0.0,0.015,9e-06,0.0,5.4e-05,0.0,1e-05
"tacchina, ala",59.7,241.0,0.0,22.3,22.3,0.0,0.0,0.0,0.0,16.9,16.9,0.0,5.11,5.4,6.2,3.39,3.39,0.3,7.08,0.078,0.0,0.0025,0.027,0.07,0.32,0.257,0.0018000000000000002,0.00011,0.0,0.00027,0.0046,0.0,0.016,0.0,0.0,0.0,4e-07,1e-05
pesce persico [perca fluviatilis],80.0,75.0,0.0,15.4,15.4,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.3,0.11,0.25,0.02,0.02,0.56,0.6,0.07,0.0,0.0009000000000000001,0.08,0.092,0.08,0.2,0.0011,7.000000000000001e-05,0.0,0.0001,0.0029,0.002,0.005,9e-06,9e-06,0.0,0.0,0.0002
seppia [sepia officinalis],81.5,72.0,0.0,14.0,14.0,0.0,0.7,0.7,0.0,1.5,1.5,0.0,0.43,0.0,0.21,0.0,0.0,0.43,0.43,0.11,0.0,0.0008,0.027,0.097,0.273,0.14300000000000002,0.0012,0.00011,0.0,4e-05,0.0009000000000000001,0.0,0.013000000000000001,2.4999999999999998e-05,2.4999999999999998e-05,0.0,0.0,0.0012
"te', in tazza",99.5,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.002,0.0,0.0,0.0,2e-05,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0
"melone d'inverno [cucumis melo, cv indorus]",94.1,22.0,0.7,0.5,0.0,0.5,4.9,4.9,0.0,0.2,0.0,0.2,0.05,0.0,0.0,0.03,0.03,0.0,0.06,0.0,0.0,0.0003,0.021,0.024,0.159,0.016,0.0,1e-05,0.0,2e-05,0.0005,0.012,0.002,4.9999999999999996e-06,0.0,2.9999999999999997e-05,0.0,8e-05
polpo surgelato,83.0,51.0,0.0,12.4,12.4,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.05,0.01,0.03,0.0,0.0,0.05,0.05,0.14,0.0,0.0,0.14400000000000002,0.23,0.35000000000000003,0.189,0.0017,3e-05,0.0,4e-05,0.0021000000000000003,0.0,0.016,2.4999999999999998e-05,2.4999999999999998e-05,0.0,0.0,0.0012
noce di cocco [cocos nucifera],45.0,351.0,12.2,3.2,0.0,3.2,3.7,3.7,0.0,36.0,0.0,36.0,30.93,2.24,2.38,0.61,0.61,0.0,1.22,0.0,0.0,0.0021000000000000003,0.013000000000000001,0.017,0.37,0.094,0.0005,4e-05,0.0,1e-05,0.0005,0.003,0.026000000000000002,0.0,0.0,0.0,0.0,0.00073
"agnello, carne magra",73.0,121.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,4.6,4.6,0.0,2.17,1.64,1.7,0.11,0.11,0.0,0.22,0.07100000000000001,0.0,0.002,0.01,0.1,0.35000000000000003,0.196,0.0033,0.0001,0.0,0.0002,0.004900000000000001,0.0,0.0,6e-06,6e-06,0.0,4e-07,8.999999999999999e-05
cetrioli [cucumis sativus],96.5,14.0,0.6,0.7,0.0,0.7,1.8,1.8,0.0,0.5,0.0,0.5,0.17,0.01,0.01,0.12,0.12,0.0,0.24,0.0,0.0,0.0003,0.016,0.013000000000000001,0.14,0.017,0.0001,2e-05,0.0,3e-05,0.0006,0.011,0.0,0.0,0.0,0.0,0.0,7.000000000000001e-05
pomodori secchi,14.6,258.0,12.3,14.1,0.0,14.1,43.5,43.5,0.0,3.0,0.0,3.0,0.43,0.48,0.49,1.1,1.1,0.0,2.2,0.0,0.0,0.0091,0.11,0.002,0.003,0.356,0.002,0.0005300000000000001,0.0,0.00049,0.0091,0.039,0.068,8.7e-05,0.0,0.000522,0.0,1e-05
"caffe' decaffeinato, in tazza",95.4,4.0,0.0,0.4,0.0,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.006,0.002,0.251,0.017,0.0002,0.0,0.0,2e-05,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"vitellone [bos taurus], carne semigrassa",69.6,160.0,0.0,19.1,19.1,0.0,0.0,0.0,0.0,9.3,9.3,0.0,3.94,3.84,4.55,0.18,0.18,0.09,0.45,0.07,0.0,0.0021000000000000003,0.01,0.051000000000000004,0.33,0.17200000000000001,0.0036000000000000003,0.0001,0.0,0.00012,0.004200000000000001,0.0,0.016,0.0,0.0,0.0,5e-07,0.00015
formaggio al gorgonzola e al mascarpone,43.4,406.0,0.0,13.5,13.5,0.0,0.1,0.1,0.0,39.1,39.1,0.0,22.13,10.09,11.69,0.75,0.75,0.0,1.5,0.091,0.0,0.0003,0.34,0.768,0.096,0.227,0.0015,1e-05,0.0,0.0002,0.0005,0.0,0.0,0.0003585,0.000323,0.000213,2.6e-07,0.0007700000000000001
olio di oliva vitaminizzato,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,16.16,73.63,74.45,7.85,7.85,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007999999999999999,0.0,0.0048,1.4999999999999999e-05,0.015
salame da cuocere,48.0,326.0,0.0,36.0,36.0,0.0,1.5,1.5,0.0,19.6,19.6,0.0,6.23,7.78,8.34,2.75,2.75,0.26,5.76,0.06,0.0,0.0016,0.05,2.339,0.707,0.356,0.0054,0.00017,0.0,0.00015,0.005900000000000001,0.0,0.003,0.0,0.0,0.0,0.0,0.00023
olio di semi vari,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,10.28,36.98,39.54,39.63,39.63,0.0,79.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027420000000000003
"vitellone, carne magra",71.5,113.0,0.0,21.3,21.3,0.0,0.0,0.0,0.0,3.1,3.1,0.0,1.31,1.28,1.52,0.06,0.06,0.03,0.15,0.07,0.0,0.0023,0.011,0.089,0.36,0.17500000000000002,0.0057,0.0001,0.0,0.00017,0.0043,0.0,0.005,0.0,0.0,0.0,8e-07,0.0002
"panna, 20% di lipidi (da cucina)",72.0,206.0,0.0,2.8,2.8,0.0,3.9,3.9,0.0,20.0,20.0,0.0,11.7,4.96,5.69,0.38,0.38,0.0,0.76,0.066,0.0,0.0001,0.08700000000000001,0.034,0.091,0.059000000000000004,0.0005,3e-05,0.0,0.00014000000000000001,0.0001,0.001,0.007,0.00021833,0.00019999999999999998,0.00010999999999999999,1.4e-07,0.0004
farina di grano saraceno,13.2,364.0,2.1,8.1,0.0,8.1,84.9,0.4,84.5,1.5,0.0,1.5,0.33,0.44,0.46,0.42,0.42,0.0,0.84,0.0,0.0,0.002,0.012,0.001,0.22,0.15,0.0026000000000000003,0.00028000000000000003,0.0,7.000000000000001e-05,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acciughe o alici [engraulis enchrasichol],76.5,96.0,0.0,16.8,16.8,0.0,1.5,1.5,0.0,2.6,2.6,0.0,0.69,0.34,0.63,0.05,0.05,0.83,0.93,0.07,0.0,0.0028,0.148,0.10400000000000001,0.278,0.196,0.0015,6e-05,0.0,0.00026000000000000003,0.014,0.0,0.0,3.2e-05,3.2e-05,0.0,1.1e-05,0.00029
pompelmo rosa [citrus paradisi],91.4,30.0,1.6,0.6,0.0,0.6,7.7,7.7,0.0,0.1,0.0,0.1,0.01,0.01,0.01,0.02,0.02,0.0,0.04,0.0,0.0,0.0001,0.011,0.0,0.129,0.009000000000000001,0.0001,3e-05,0.0,2e-05,0.0002,0.038,0.012,2.6e-05,0.0,0.000156,0.0,0.00019
"latte di vacca, parzialmente scremato vitaminizzato",90.0,45.0,0.0,3.1,3.1,0.0,5.0,5.0,0.0,1.5,1.5,0.0,0.74,0.36,0.39,0.04,0.04,0.0,0.08,0.006,0.0,0.0001,0.11,0.046,0.17,0.09,0.0005,0.0001,0.0,0.00015,0.001,0.001,0.006,4.8e-05,4.2e-05,3.6e-05,8.499999999999999e-07,0.002
"salvia [salvia officinalis], fresca",66.4,119.0,14.7,3.9,0.0,3.9,15.6,15.6,0.0,4.6,0.0,4.6,2.54,0.63,0.68,0.19,0.19,0.0,0.38,0.0,0.0,0.0103,0.6,0.004,0.39,0.033,0.0017,0.00011,0.0,0.00034,0.0057,0.0,0.0,0.000215,0.0,0.00129,0.0,0.0016899999999999999
olive nere [olea europea sativa],68.6,234.0,2.4,1.6,0.0,1.6,0.8,0.8,0.0,25.1,0.0,25.1,3.51,17.27,17.52,2.65,2.65,0.0,5.3,0.0,0.0,0.0016,0.062,0.054,0.432,0.018000000000000002,0.0005,0.0001,0.0,0.0001,0.001,0.02,0.0,5.4999999999999995e-05,0.0,0.00033,0.0,0.00199
tempeh,61.0,166.0,4.1,20.7,0.0,20.7,5.5,0.9,4.6,6.4,0.0,6.4,0.92,1.39,1.41,3.18,3.18,0.0,6.36,0.0,0.0,0.0036000000000000003,0.12,0.006,0.37,0.2,0.0018000000000000002,0.00019,0.0,0.00048,0.0032,0.0,0.076,4.9999999999999996e-06,0.0,2.9999999999999997e-05,0.0,0.0
crusca di grano,8.3,206.0,39.6,14.1,0.0,14.1,26.8,3.8,23.0,5.5,0.0,5.5,0.93,0.69,0.73,2.68,2.68,0.0,5.36,0.0,0.0,0.0129,0.11,0.028,1.16,1.2,0.0162,0.0008900000000000001,0.0,0.00035999999999999997,0.0296,0.0,0.0,0.0,0.0,0.0,0.0,0.0026000000000000003
aceto,99.0,4.0,0.0,0.4,0.0,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.015,0.02,0.089,0.032,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crema di cacao e nocciole,0.8,537.0,1.2,6.9,4.6,2.3,58.1,58.1,0.0,32.4,22.0,10.4,9.92,16.44,16.49,2.02,2.02,2.38,6.42,0.002,0.0,0.0036000000000000003,0.14300000000000002,0.05,0.37,0.164,0.001,3e-05,0.0,0.0001,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.00045000000000000004
"latte di vacca, condensato, con zucchero",26.5,327.0,0.0,8.7,8.7,0.0,56.5,56.5,0.0,9.0,9.0,0.0,5.59,2.46,2.91,0.19,0.19,0.0,0.38,0.034,0.0,0.0002,0.293,0.13,0.39,0.23500000000000001,0.001,8.999999999999999e-05,0.0,0.00043,0.0002,0.003,0.0,0.00010832999999999999,9.8e-05,6.2e-05,4.81e-06,0.00017
pepe nero [piper nigrum],10.5,255.0,26.5,10.9,0.0,10.9,38.3,38.3,0.0,3.3,0.0,3.3,0.98,1.01,1.01,0.97,0.97,0.0,1.94,0.0,0.0,0.0289,0.437,0.044,1.2590000000000001,0.17300000000000001,0.0014,0.00011,0.0,0.00024,0.0011,0.021,0.01,1.8999999999999998e-05,0.0,0.00011399999999999999,0.0,0.00103
cracotte,5.7,348.0,9.2,10.5,0.0,10.5,78.8,3.6,75.2,1.2,0.0,1.2,0.13,0.13,0.13,0.44,0.44,0.0,0.88,0.0,0.0,0.0021000000000000003,0.08,0.64,0.5,0.003,0.0006,0.00028000000000000003,0.0,0.00014000000000000001,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0005
cherry brandy,0.0,255.0,0.0,0.0,0.0,0.0,32.6,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0001,0.005,0.012,0.034,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cannella [cinnamomum verum e aromaticum],10.0,252.0,24.4,3.9,0.0,3.9,55.5,55.5,0.0,3.2,0.0,3.2,0.65,0.45,0.48,0.53,0.53,0.0,1.06,0.0,0.0,0.0381,1.228,0.026000000000000002,0.5,0.061,0.002,8e-05,0.0,0.00014000000000000001,0.0013000000000000002,0.028,0.0,2.6e-05,0.0,0.000156,0.0,1e-05
"riso, tipo parboiled",12.4,364.0,2.2,6.7,0.0,6.7,79.3,0.0,79.3,1.0,0.0,1.0,0.27,0.31,0.31,0.22,0.22,0.0,0.44,0.0,0.0,0.0012,0.007,0.002,0.15,0.13,0.002,0.0002,0.0,8e-05,0.0026000000000000003,0.0,0.011,0.0,0.0,0.0,0.0,0.00013000000000000002
"castagne, secche",10.1,349.0,13.1,4.7,0.0,4.7,80.9,15.4,65.5,3.0,0.0,3.0,0.52,1.1,1.12,1.08,1.08,0.0,2.16,0.0,0.0,0.002,0.052000000000000005,0.018000000000000002,0.93,0.09,0.0009000000000000001,0.00033,0.0,0.0004,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.00133
prosciutto cotto,62.2,215.0,0.0,19.8,19.8,0.0,0.9,0.9,0.0,14.7,14.7,0.0,5.1,5.17,6.05,1.89,1.89,0.4,4.18,0.062,0.0,0.0019,0.017,1.734,0.608,0.25,0.006900000000000001,0.0004,0.0,0.00015,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,8e-05
"funghi prataioli, coltivati [agaricus campestris]",92.1,20.0,1.7,2.3,0.0,2.3,2.0,1.0,1.0,0.4,0.0,0.4,0.1,0.0,0.01,0.04,0.04,0.0,0.08,0.0,0.0,0.0012,0.01,0.005,0.32,0.10200000000000001,0.0004,0.0001,0.0,0.00013000000000000002,0.004200000000000001,0.004,0.0,0.0,0.0,0.0,0.0,0.00012
"succo di arancia, conservato, non zuccherato",89.2,36.0,0.1,0.5,0.0,0.5,8.8,8.8,0.0,0.1,0.0,0.1,0.01,0.01,0.02,0.02,0.02,0.0,0.04,0.0,0.0,0.0002,0.01,0.01,0.15,0.013000000000000001,0.0,8e-05,0.0,2e-05,0.0002,0.0,0.02,2.83e-06,0.0,1.7e-05,0.0,0.00017
kaki o loti [diospyros kaki],82.0,65.0,2.5,0.6,0.0,0.6,16.0,16.0,0.0,0.3,0.0,0.3,0.03,0.06,0.06,0.06,0.06,0.0,0.12,0.0,0.0,0.0003,0.008,0.004,0.17,0.016,0.0001,2e-05,0.0,3e-05,0.0003,0.023,0.0,0.000237,0.0,0.0014219999999999999,0.0,0.00059
prosciutto crudo,41.7,370.0,0.0,22.2,22.2,0.0,0.0,0.0,0.0,31.2,31.2,0.0,10.25,12.67,13.93,3.1,3.1,0.46,6.66,0.092,0.0,0.0012,0.02,2.378,0.281,0.177,0.005200000000000001,0.00091,0.0,0.00026000000000000003,0.005,0.0,0.001,0.0,0.0,0.0,9e-07,0.00011
mais dolce in scatola,72.3,122.0,3.9,2.9,0.0,2.9,26.2,9.6,16.6,1.2,0.0,1.2,0.15,0.27,0.27,0.45,0.45,0.0,0.9,0.0,0.0,0.0005,0.004,0.27,0.22,0.079,0.0005,4e-05,0.0,6e-05,0.0015,0.001,0.008,1.833e-05,0.0,0.00010999999999999999,0.0,0.00046
crackers salati,6.0,428.0,2.8,9.4,0.0,9.4,80.1,2.6,77.5,10.0,0.0,10.0,1.92,4.18,4.26,3.05,3.05,0.0,6.1,0.0,0.0,0.0017,0.11,0.879,0.12,0.11,0.0007,0.00023,0.0,5e-05,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0013000000000000002
"caffe' all'americana, in tazza",99.3,2.0,0.0,0.1,0.0,0.1,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.002,0.002,0.054,0.001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
papaya [carica papaya],88.5,36.0,2.3,0.5,0.0,0.5,8.8,8.8,0.0,0.1,0.0,0.1,0.03,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.023,0.005,0.2,0.013000000000000001,0.0002,3e-05,0.0,4e-05,0.0003,0.06,0.001,0.000135,0.0,0.00081,0.0,0.0011200000000000001
kiwi [actinidia deliciosa],84.6,44.0,2.6,1.2,0.0,1.2,9.0,9.0,0.0,0.6,0.0,0.6,0.04,0.05,0.05,0.28,0.28,0.0,0.56,0.0,0.0,0.0005,0.025,0.005,0.4,0.07,0.0001,2e-05,0.0,5e-05,0.0004,0.085,0.0,6.169999999999999e-06,0.0,3.7e-05,0.0,0.0011200000000000001
"agnello, coratella",77.2,110.0,0.0,15.7,15.7,0.0,1.2,1.2,0.0,4.7,4.7,0.0,1.66,1.15,1.32,0.23,0.23,0.21,0.67,0.24,0.0,0.0088,0.009000000000000001,0.10300000000000001,0.29,0.28200000000000003,0.0028,0.00045000000000000004,0.0,0.00204,0.0103,0.018000000000000002,0.0,0.0075,0.007494,3.6e-05,4.5e-07,0.00054
